LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1659629632.446473,359529.000,56373,1,EL,1,100,2364.899902
1659629632.508992,359590.000,56387,1,EL,1,100,2355.449951
1659629632.575612,359655.000,56404,2,EL,1,100,2354.300049
1659629632.642231,359720.000,56404,2,EL,1,100,2356.350098
1659629632.708850,359785.000,56421,2,EL,1,100,2355.250000
1659629632.775470,359850.000,56421,2,EL,1,100,2332.100098
1659629632.843114,359916.000,56438,1,EL,1,100,2316.649902
1659629632.909733,359981.000,56452,2,EL,1,100,2320.050049
1659629632.976352,360046.000,56452,2,EL,1,100,2317.399902
1659629633.043997,360112.000,56470,1,EL,1,100,2301.399902
1659629633.111128,360177.500,56486,2,EL,1,100,2275.250000
1659629633.178260,360243.000,56486,2,EL,1,100,2263.050049
1659629633.245904,360309.000,56503,1,EL,1,100,2232.000000
1659629633.312011,360373.500,56522,2,EL,1,100,2221.500000
1659629633.378118,360438.000,56522,2,EL,1,100,2234.750000
1659629633.443712,360502.000,56538,1,EL,1,100,2197.800049
1659629633.509306,360566.000,56563,4,EL,1,100,2212.399902
1659629633.574901,360630.000,56563,4,EL,1,100,2213.649902
1659629633.640495,360694.000,56563,4,EL,1,100,2171.199951
1659629633.706089,360758.000,56563,4,EL,1,100,2212.300049
1659629633.774246,360824.500,56579,2,EL,1,100,2244.399902
1659629633.842403,360891.000,56579,2,EL,1,100,2243.250000
1659629633.907997,360955.000,56596,1,EL,1,100,2196.800049
1659629633.975129,361020.500,56615,2,EL,1,100,2174.550049
1659629634.042261,361086.000,56615,2,EL,1,100,2196.399902
1659629634.109905,361152.000,56630,1,EL,1,100,2215.350098
1659629634.176012,361216.500,56646,2,EL,1,100,2222.399902
1659629634.242119,361281.000,56646,2,EL,1,100,2240.199951
1659629634.309250,361346.500,56666,2,EL,1,100,2218.399902
1659629634.376382,361412.000,56666,2,EL,1,100,2224.449951
1659629634.445051,361479.000,56683,1,EL,1,100,2242.800049
1659629634.510645,361543.000,56698,2,EL,1,100,2271.750000
1659629634.576240,361607.000,56698,2,EL,1,100,2283.899902
1659629634.640809,361670.000,56714,1,EL,1,100,2296.050049
