LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1659629632.576637,359656.000,56389,1,TH,1,100,32.120
1659629632.680153,359757.000,56406,1,TH,1,100,32.120
1659629632.784694,359859.000,56423,1,TH,1,100,32.145
1659629632.990701,360060.000,56454,1,TH,1,100,32.145
1659629633.094217,360161.000,56472,1,TH,1,100,32.145
1659629633.197733,360262.000,56488,1,TH,1,100,32.145
1659629633.301249,360363.000,56505,1,TH,1,100,32.185
1659629633.508281,360565.000,56540,1,TH,1,100,32.184
1659629633.619997,360674.000,56565,2,TH,1,100,32.217
1659629633.731712,360783.000,56565,2,TH,1,100,32.217
1659629633.860851,360909.000,56581,1,TH,1,100,32.102
1659629633.964367,361010.000,56598,1,TH,1,100,32.109
1659629634.175499,361216.000,56632,1,TH,1,100,32.227
1659629634.279015,361317.000,56648,1,TH,1,100,32.227
1659629634.382531,361418.000,56668,1,TH,1,100,32.241
1659629634.589564,361620.000,56700,1,TH,1,100,32.241
1659629634.702304,361730.000,56716,1,TH,1,100,32.203
1659629634.803770,361829.000,56734,1,TH,1,100,32.203
1659629634.907286,361930.000,56750,1,TH,1,100,32.266
1659629635.115343,362133.000,56782,1,TH,1,100,32.266
1659629635.218859,362234.000,56799,1,TH,1,100,32.224
1659629635.321351,362334.000,56815,1,TH,1,100,32.231
1659629635.428967,362439.000,56832,1,TH,1,100,32.201
1659629635.631899,362637.000,56865,1,TH,1,100,32.194
1659629635.735415,362738.000,56882,1,TH,1,100,32.241
1659629635.839956,362840.000,56899,1,TH,1,100,32.248
1659629636.046988,363042.000,56931,1,TH,1,100,32.213
1659629636.151529,363144.000,56947,1,TH,1,100,32.213
1659629636.254021,363244.000,56964,1,TH,1,100,32.248
1659629636.360611,363348.000,56979,1,TH,1,100,32.248
1659629636.564569,363547.000,57013,1,TH,1,100,32.178
1659629636.668085,363648.000,57030,1,TH,1,100,32.178
1659629636.771601,363749.000,57047,1,TH,1,100,32.205
1659629636.979658,363952.000,57080,1,TH,1,100,32.205
1659629637.082150,364052.000,57098,1,TH,1,100,32.275
1659629637.185666,364153.000,57114,1,TH,1,100,32.275
1659629637.291231,364256.000,57130,1,TH,1,100,32.180
1659629637.440869,364402.000,57147,1,TH,1,100,32.187
1659629637.646876,364603.000,57179,1,TH,1,100,32.287
1659629637.750392,364704.000,57197,1,TH,1,100,32.287
1659629637.853908,364805.000,57213,1,TH,1,100,32.175
1659629637.957424,364906.000,57230,1,TH,1,100,32.167
1659629638.171631,365115.000,57262,1,TH,1,100,32.197
1659629638.276172,365217.000,57282,1,TH,1,100,32.205
1659629638.378663,365317.000,57300,1,TH,1,100,32.174
1659629638.488328,365424.000,57316,1,TH,1,100,32.174
1659629638.689211,365620.000,57350,1,TH,1,100,32.092
1659629638.797852,365726.000,57368,1,TH,1,100,32.092
1659629638.981311,365905.000,57390,1,TH,1,100,32.159
1659629639.083802,366005.000,57407,1,TH,1,100,32.159
1659629639.188343,366107.000,57424,1,TH,1,100,32.059
1659629639.290835,366207.000,57440,1,TH,1,100,32.052
1659629639.502991,366414.000,57473,1,TH,1,100,32.077
1659629639.608557,366517.000,57494,1,TH,1,100,32.084
1659629639.711048,366617.000,57511,1,TH,1,100,32.136
1659629639.821739,366725.000,57527,1,TH,1,100,32.136
1659629640.028771,366927.000,57559,1,TH,1,100,32.108
1659629640.132287,367028.000,57576,1,TH,1,100,32.108
1659629640.235803,367129.000,57593,1,TH,1,100,32.186
1659629640.443861,367332.000,57625,1,TH,1,100,32.200
1659629640.566850,367452.000,57642,1,TH,1,100,32.141
1659629640.669341,367552.000,57659,1,TH,1,100,32.141
1659629640.773882,367654.000,57676,1,TH,1,100,32.116
1659629640.979889,367855.000,57707,1,TH,1,100,32.116
1659629641.083405,367956.000,57725,1,TH,1,100,32.225
1659629641.186922,368057.000,57741,1,TH,1,100,32.233
1659629641.291463,368159.000,57758,1,TH,1,100,32.302
1659629641.497470,368360.000,57793,1,TH,1,100,32.295
1659629641.600986,368461.000,57809,1,TH,1,100,32.230
1659629641.714751,368572.000,57827,1,TH,1,100,32.238
1659629641.819292,368674.000,57842,1,TH,1,100,32.260
1659629642.024275,368874.000,57874,1,TH,1,100,32.260
1659629642.127791,368975.000,57892,1,TH,1,100,32.170
1659629642.231307,369076.000,57908,1,TH,1,100,32.170
1659629642.444489,369284.000,57940,1,TH,1,100,32.198
1659629642.548005,369385.000,57958,1,TH,1,100,32.198
1659629642.653571,369488.000,57974,1,TH,1,100,32.309
1659629642.755037,369587.000,57992,1,TH,1,100,32.309
1659629642.963094,369790.000,58023,1,TH,1,100,32.299
1659629643.067635,369892.000,58042,1,TH,1,100,32.299
1659629643.171151,369993.000,58059,1,TH,1,100,32.212
1659629643.377158,370194.000,58091,1,TH,1,100,32.219
1659629643.492973,370307.000,58108,1,TH,1,100,32.274
1659629643.596490,370408.000,58125,1,TH,1,100,32.267
1659629643.701030,370510.000,58142,1,TH,1,100,32.265
1659629643.908063,370712.000,58175,1,TH,1,100,32.272
1659629644.016703,370818.000,58192,1,TH,1,100,32.289
1659629644.120732,370919.500,58217,2,TH,1,100,32.289
1659629644.224761,371021.000,58217,2,TH,1,100,32.274
1659629644.443067,371234.000,58249,1,TH,1,100,32.274
1659629644.547608,371336.000,58266,1,TH,1,100,32.269
1659629644.650099,371436.000,58285,1,TH,1,100,32.269
1659629644.753615,371537.000,58302,1,TH,1,100,32.206
1659629644.960647,371739.000,58333,1,TH,1,100,32.206
1659629645.065188,371841.000,58353,1,TH,1,100,32.269
1659629645.167680,371941.000,58369,1,TH,1,100,32.269
1659629645.281445,372052.000,58386,1,TH,1,100,32.249
1659629645.486427,372252.000,58421,1,TH,1,100,32.249
1659629645.589943,372353.000,58439,1,TH,1,100,32.306
1659629645.693459,372454.000,58456,1,TH,1,100,32.306
1659629645.901516,372657.000,58488,1,TH,1,100,32.271
1659629646.004008,372757.000,58504,1,TH,1,100,32.271
1659629646.107524,372858.000,58524,1,TH,1,100,32.181
1659629646.212065,372960.000,58540,1,TH,1,100,32.181
1659629646.418072,373161.000,58572,1,TH,1,100,32.251
1659629646.521588,373262.000,58590,1,TH,1,100,32.251
1659629646.625104,373363.000,58606,1,TH,1,100,32.336
1659629646.832136,373565.000,58640,1,TH,1,100,32.343
1659629646.935652,373666.000,58657,1,TH,1,100,32.378
1659629647.039169,373767.000,58676,1,TH,1,100,32.378
1659629647.143710,373869.000,58693,1,TH,1,100,32.373
1659629647.350742,374071.000,58724,1,TH,1,100,32.373
1659629647.453233,374171.000,58744,1,TH,1,100,32.218
1659629647.556749,374272.000,58761,1,TH,1,100,32.218
1659629647.763781,374474.000,58793,1,TH,1,100,32.300
1659629647.867297,374575.000,58809,1,TH,1,100,32.300
1659629647.970814,374676.000,58826,1,TH,1,100,32.300
1659629648.091753,374794.000,58843,1,TH,1,100,32.300
1659629648.296736,374994.000,58874,1,TH,1,100,32.235
1659629648.400252,375095.000,58892,1,TH,1,100,32.236
1659629648.503768,375196.000,58909,1,TH,1,100,32.330
1659629648.608309,375298.000,58926,1,TH,1,100,32.330
1659629648.823540,375508.000,58958,1,TH,1,100,32.275
1659629648.926032,375608.000,58974,1,TH,1,100,32.283
1659629649.029548,375709.000,58992,1,TH,1,100,32.243
1659629649.136138,375813.000,59007,1,TH,1,100,32.236
1659629649.307811,375980.500,59048,2,TH,1,100,32.258
1659629649.479484,376148.000,59048,2,TH,1,100,32.258
1659629649.590174,376256.000,59065,1,TH,1,100,32.190
1659629649.691641,376355.000,59083,1,TH,1,100,32.190
1659629649.804381,376465.000,59102,1,TH,1,100,32.270
1659629650.002189,376658.000,59134,1,TH,1,100,32.270
1659629650.106730,376760.000,59152,1,TH,1,100,32.200
1659629650.209221,376860.000,59168,1,TH,1,100,32.200
1659629650.416253,377062.000,59202,1,TH,1,100,32.152
1659629650.520794,377164.000,59220,1,TH,1,100,32.159
1659629650.623286,377264.000,59236,1,TH,1,100,32.229
1659629650.736026,377374.000,59255,1,TH,1,100,32.229
1659629650.933834,377567.000,59289,1,TH,1,100,32.319
1659629651.039400,377670.000,59308,1,TH,1,100,32.319
1659629651.141891,377770.000,59325,1,TH,1,100,32.234
1659629651.348923,377972.000,59356,1,TH,1,100,32.234
1659629651.453464,378074.000,59374,1,TH,1,100,32.189
1659629651.555955,378174.000,59391,1,TH,1,100,32.189
1659629651.666646,378282.000,59408,1,TH,1,100,32.186
1659629651.866504,378477.000,59443,1,TH,1,100,32.194
1659629651.971045,378579.000,59460,1,TH,1,100,32.281
1659629652.073536,378679.000,59477,1,TH,1,100,32.273
1659629652.201650,378804.000,59493,1,TH,1,100,32.171
1659629652.403558,379001.000,59526,1,TH,1,100,32.171
1659629652.505024,379100.000,59543,1,TH,1,100,32.136
1659629652.608540,379201.000,59560,1,TH,1,100,32.129
1659629652.815572,379403.000,59596,1,TH,1,100,32.111
1659629652.920113,379505.000,59612,1,TH,1,100,32.111
1659629653.022604,379605.000,59630,1,TH,1,100,32.044
1659629653.133295,379713.000,59647,1,TH,1,100,32.051
1659629653.335203,379910.000,59679,1,TH,1,100,32.138
1659629653.436669,380009.000,59698,1,TH,1,100,32.138
1659629653.540185,380110.000,59714,1,TH,1,100,32.246
1659629653.747217,380312.000,59746,1,TH,1,100,32.246
1659629653.851758,380414.000,59763,1,TH,1,100,32.158
1659629653.954249,380514.000,59779,1,TH,1,100,32.158
1659629654.064940,380622.000,59796,1,TH,1,100,32.163
1659629654.265823,380818.000,59832,1,TH,1,100,32.163
1659629654.368314,380918.000,59849,1,TH,1,100,32.163
1659629654.471830,381019.000,59867,1,TH,1,100,32.163
1659629654.694236,381236.000,59888,1,TH,1,100,32.085
1659629654.797752,381337.000,59904,1,TH,1,100,32.085
1659629654.901268,381438.000,59921,1,TH,1,100,32.108
1659629655.003759,381538.000,59937,1,TH,1,100,32.108
1659629655.218991,381748.000,59969,1,TH,1,100,32.220
1659629655.320457,381847.000,59986,1,TH,1,100,32.227
1659629655.423973,381948.000,60003,1,TH,1,100,32.232
1659629655.529539,382051.000,60020,1,TH,1,100,32.232
1659629655.734521,382251.000,60053,1,TH,1,100,32.204
1659629655.838037,382352.000,60071,1,TH,1,100,32.204
1659629655.941554,382453.000,60088,1,TH,1,100,32.232
1659629656.149611,382656.000,60120,1,TH,1,100,32.254
1659629656.252102,382756.000,60136,1,TH,1,100,32.341
1659629656.355618,382857.000,60154,1,TH,1,100,32.348
1659629656.461184,382960.000,60170,1,TH,1,100,32.304
1659629656.667191,383161.000,60202,1,TH,1,100,32.304
1659629656.769682,383261.000,60220,1,TH,1,100,32.306
1659629656.873199,383362.000,60236,1,TH,1,100,32.306
1659629657.080231,383564.000,60268,1,TH,1,100,32.269
1659629657.183747,383665.000,60285,1,TH,1,100,32.269
1659629657.287263,383766.000,60301,1,TH,1,100,32.309
1659629657.392829,383869.000,60318,1,TH,1,100,32.309
1659629657.597811,384069.000,60351,1,TH,1,100,32.197
1659629657.701327,384170.000,60368,1,TH,1,100,32.197
1659629657.804843,384271.000,60385,1,TH,1,100,32.324
1659629658.030324,384491.000,60417,1,TH,1,100,32.324
1659629658.133840,384592.000,60433,1,TH,1,100,32.311
1659629658.238381,384694.000,60450,1,TH,1,100,32.311
1659629658.340872,384794.000,60467,1,TH,1,100,32.338
1659629658.547904,384996.000,60499,1,TH,1,100,32.338
1659629658.652446,385098.000,60516,1,TH,1,100,32.328
1659629658.754937,385198.000,60533,1,TH,1,100,32.328
1659629658.859478,385300.000,60550,1,TH,1,100,32.393
