LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BI
1659629634.281065,361319,56659,1,BI,1,100,4960
1659629636.940711,363914,57072,1,BI,1,100,2640
1659629638.219802,365162,57272,1,BI,1,100,1280
1659629639.510166,366421,57484,1,BI,1,100,1280
1659629647.405062,374124,58735,1,BI,1,100,7840
1659629649.744936,376407,59093,1,BI,1,100,2320
1659629650.917435,377551,59281,1,BI,1,100,1160
1659629652.638263,379230,59570,1,BI,1,100,1720
1659629654.047516,380605,59806,1,BI,1,100,1400
1659629655.743746,382260,60063,1,BI,1,100,1680
1659629660.128319,386538,60750,1,BI,1,100,4360
1659629675.508147,401544,63162,1,BI,1,100,15280
1659629682.847541,408705,64325,1,BI,1,100,7280
1659629684.665735,410479,64607,1,BI,1,100,1800
1659629686.266647,412041,64847,1,BI,1,100,1600
1659629688.601397,414319,65214,1,BI,1,100,2320
1659629692.914226,418527,385,1,BI,1,100,4280
1659629694.086725,419671,576,1,BI,1,100,1160
1659629695.574897,421123,813,1,BI,1,100,1480
1659629697.314173,422820,1086,1,BI,1,100,1720
1659629698.400579,423880,1255,1,BI,1,100,1080
1659629699.769862,425216,1471,1,BI,1,100,1360
1659629701.855558,427251,1806,1,BI,1,100,2080
1659629702.862021,428233,1958,1,BI,1,100,1000
1659629705.357682,430668,2359,1,BI,1,100,2480
1659629707.253769,432518,2653,1,BI,1,100,1880
1659629708.942823,434166,2927,1,BI,1,100,1680
1659629711.154583,436324,3282,1,BI,1,100,2200
1659629712.046257,437194,3436,1,BI,1,100,880
1659629713.094742,438217,3612,1,BI,1,100,1040
1659629714.783797,439865,3886,1,BI,1,100,1680
1659629715.831256,440887,4052,1,BI,1,100,1040
1659629717.036553,442063,4241,1,BI,1,100,1200
1659629719.067928,444045,4572,1,BI,1,100,2000
1659629721.106478,446034,4910,1,BI,1,100,2040
1659629723.203448,448080,5251,1,BI,1,100,2080
1659629724.293954,449144,5421,1,BI,1,100,1080
1659629725.422382,450245,5605,1,BI,1,100,1120
1659629728.483794,453232,6097,1,BI,1,100,3040
1659629730.329660,455033,6398,1,BI,1,100,1840
1659629734.366788,458972,7058,1,BI,1,100,4000
1659629735.971801,460538,7306,1,BI,1,100,1600
1659629741.486852,465919,8195,1,BI,1,100,5480
1659629758.578283,482595,10897,1,BI,1,100,16960
1659629762.755824,486671,11563,1,BI,1,100,4160
1659629768.269850,492051,12462,1,BI,1,100,5480
1659629772.378722,496060,13122,1,BI,1,100,4080
1659629813.388522,536073,19712,1,BI,1,100,40720
1659629815.032481,537677,19980,1,BI,1,100,1640
1659629816.255201,538870,20169,1,BI,1,100,1200
1659629817.254490,539845,20331,1,BI,1,100,1000
1659629822.696772,545155,21203,1,BI,1,100,5400
1659629823.744232,546177,21375,1,BI,1,100,1040
1659629847.218815,569081,25090,1,BI,1,100,23320
1659629848.997037,570816,25361,1,BI,1,100,1760
1659629852.777937,574505,25967,1,BI,1,100,3760
1659629854.753967,576433,26280,1,BI,1,100,1960
1659629855.560573,577220,26416,1,BI,1,100,800
1659629856.409200,578048,26550,1,BI,1,100,840
1659629860.069160,581619,27144,1,BI,1,100,3640
1659629872.225641,593480,29044,1,BI,1,100,12080
1659629878.880394,599973,30099,1,BI,1,100,6600
1659629882.104766,603119,30632,1,BI,1,100,3200
1659629887.901668,608775,31564,1,BI,1,100,5760
1659629891.840405,612618,32188,1,BI,1,100,3920
1659629903.089838,623594,33976,1,BI,1,100,11160
1659629906.257841,626685,34494,1,BI,1,100,3160
1659629908.402981,628778,34828,1,BI,1,100,2120
1659629909.537559,629885,35015,1,BI,1,100,1120
1659629912.905419,633171,35543,1,BI,1,100,3360
1659629918.633652,638760,36466,1,BI,1,100,5680
1659629919.633966,639736,36639,1,BI,1,100,1000
1659629927.735895,647641,37925,1,BI,1,100,8040
1659629931.195997,651017,38483,1,BI,1,100,3440
1659629932.679045,652464,38726,1,BI,1,100,1480
1659629934.953325,654683,39080,1,BI,1,100,2240
1659629936.631105,656320,39352,1,BI,1,100,1680
1659629938.079306,657733,39580,1,BI,1,100,1440
1659629939.492659,659112,39802,1,BI,1,100,1400
1659629940.674383,660265,39986,1,BI,1,100,1160
1659629942.194327,661748,40244,1,BI,1,100,1520
1659629943.360677,662886,40423,1,BI,1,100,1160
1659629945.141974,664624,40711,1,BI,1,100,1760
1659629947.595613,667018,41111,1,BI,1,100,2440
1659629948.674845,668071,41266,1,BI,1,100,1080
1659629950.173266,669533,41505,1,BI,1,100,1480
1659629952.152371,671464,41823,1,BI,1,100,1960
1659629954.347733,673606,42186,1,BI,1,100,2200
1659629956.443678,675651,42518,1,BI,1,100,2080
1659629958.432007,677591,42826,1,BI,1,100,1960
1659629959.156620,678298,42933,1,BI,1,100,720
1659629963.372082,682411,43614,1,BI,1,100,4200
1659629966.283857,685252,44075,1,BI,1,100,2880
1659629969.505155,688395,44586,1,BI,1,100,3200
1659629970.637683,689500,44758,1,BI,1,100,1120
1659629976.476606,695197,45678,1,BI,1,100,5800
1659629981.590916,700187,46492,1,BI,1,100,5080
1659630071.331179,787746,60817,1,BI,1,100,89120
1659630073.942654,790294,61243,1,BI,1,100,2600
1659630075.804919,792111,61521,1,BI,1,100,1840
1659630077.686658,793947,61846,1,BI,1,100,1880
1659630079.948638,796154,62208,1,BI,1,100,2240
1659630083.418990,799540,62772,1,BI,1,100,3440
1659630084.908187,800993,63005,1,BI,1,100,1480
1659630085.707618,801773,63132,1,BI,1,100,800
1659630087.086125,803118,63349,1,BI,1,100,1360
1659630087.895805,803908,63486,1,BI,1,100,800
1659630089.102127,805085,63689,1,BI,1,100,1200
1659630090.425288,806376,63896,1,BI,1,100,1320
1659630092.311126,808216,64185,1,BI,1,100,1880
1659630094.407071,810261,64518,1,BI,1,100,2080
1659630096.904781,812698,64913,1,BI,1,100,2480
1659630098.352982,814111,65164,1,BI,1,100,1440
1659630099.201609,814939,65285,1,BI,1,100,840
1659630100.459176,816166,65486,1,BI,1,100,1240
1659630101.632700,817311,143,1,BI,1,100,1160
1659630103.155719,818797,393,1,BI,1,100,1520
1659630106.341145,821905,895,1,BI,1,100,3160
1659630107.140576,822685,1029,1,BI,1,100,800
1659630108.148065,823668,1202,1,BI,1,100,1000
1659630109.155553,824651,1373,1,BI,1,100,1000
1659630111.216651,826662,1692,1,BI,1,100,2040
1659630115.233281,830581,2355,1,BI,1,100,4000
1659630116.367858,831688,2538,1,BI,1,100,1120
1659630133.078022,847992,5216,1,BI,1,100,16600
1659630148.747900,863281,7725,1,BI,1,100,15560
1659630175.010243,888905,11917,1,BI,1,100,26080
1659630178.589236,892397,12504,1,BI,1,100,3560
1659630181.325751,895067,12943,1,BI,1,100,2720
1659630182.646862,896356,13160,1,BI,1,100,1320
1659630183.743518,897426,13330,1,BI,1,100,1080
1659630184.753056,898411,13498,1,BI,1,100,1000
1659630185.790267,899423,13673,1,BI,1,100,1040
1659630186.763933,900373,13823,1,BI,1,100,960
1659630191.307368,904806,14543,1,BI,1,100,4520
1659630193.524252,906969,14896,1,BI,1,100,2200
1659630196.512895,909885,15389,1,BI,1,100,2960
1659630216.486379,929373,18577,1,BI,1,100,19840
1659630290.364079,1001455,30295,1,BI,1,100,73360
1659630292.054159,1003104,30563,1,BI,1,100,1680
1659630294.881891,1005863,31013,1,BI,1,100,2800
1659630299.548315,1010416,31770,1,BI,1,100,4640
1659630300.713640,1011553,31943,1,BI,1,100,1160
1659630303.058639,1013841,32315,1,BI,1,100,2320
1659630305.153558,1015885,32659,1,BI,1,100,2080
1659630310.591741,1021191,33535,1,BI,1,100,5400
1659630315.732699,1026207,34355,1,BI,1,100,5120
1659630319.440831,1029825,34933,1,BI,1,100,3680
1659630387.684591,1096410,45645,1,BI,1,100,67760
1659630416.374950,1124403,50137,1,BI,1,100,28480
1659630419.909871,1127852,50688,1,BI,1,100,3520
1659630476.058645,1182636,59536,1,BI,1,100,55760
1659630494.706918,1200831,62475,1,BI,1,100,18520
1659630499.981114,1205977,63315,1,BI,1,100,5240
1659630507.312310,1213130,64478,1,BI,1,100,7280
1659630511.472427,1217189,65134,1,BI,1,100,4120
1659630518.868191,1224405,804,1,BI,1,100,7360
1659630523.744722,1229163,1587,1,BI,1,100,4840
1659630524.884424,1230275,1755,1,BI,1,100,1120
1659630527.140255,1232476,2126,1,BI,1,100,2240
1659630528.188740,1233499,2294,1,BI,1,100,1040
1659630530.444571,1235700,2661,1,BI,1,100,2240
1659630532.540516,1237745,3004,1,BI,1,100,2080
1659630535.792562,1240918,3520,1,BI,1,100,3240
1659630536.929189,1242027,3696,1,BI,1,100,1120
1659630541.185648,1246180,4377,1,BI,1,100,4240
1659630545.538449,1250427,5083,1,BI,1,100,4320
1659630548.765897,1253576,5601,1,BI,1,100,3200
1659630549.858453,1254642,5789,1,BI,1,100,1080
1659630557.390531,1261991,6974,1,BI,1,100,7480
1659630573.504196,1277713,9572,1,BI,1,100,16000
1659630580.950181,1284978,10777,1,BI,1,100,7400
1659630585.110298,1289037,11436,1,BI,1,100,4120
1659630589.328836,1293153,12110,1,BI,1,100,4200
1659630590.377321,1294176,12277,1,BI,1,100,1040
1659630591.432980,1295206,12447,1,BI,1,100,1040
1659630593.603743,1297324,12796,1,BI,1,100,2160
1659630600.002268,1303567,13822,1,BI,1,100,6360
1659630603.269688,1306755,14349,1,BI,1,100,3240
1659630604.306898,1307767,14516,1,BI,1,100,1040
1659630607.504624,1310887,15039,1,BI,1,100,3160
1659630611.721111,1315001,15715,1,BI,1,100,4200
1659630612.694777,1315951,15865,1,BI,1,100,960
1659630614.792772,1317998,16225,1,BI,1,100,2080
1659630615.875079,1319054,16397,1,BI,1,100,1080
1659630620.033147,1323111,17068,1,BI,1,100,4120
1659630621.115454,1324167,17240,1,BI,1,100,1080
1659630625.340141,1328289,17910,1,BI,1,100,4200
1659630628.604485,1331474,18448,1,BI,1,100,3240
1659630629.660145,1332504,18605,1,BI,1,100,1040
1659630636.021773,1338711,19626,1,BI,1,100,6320
1659630637.105105,1339768,19799,1,BI,1,100,1080
1659630640.290531,1342876,20321,1,BI,1,100,3160
1659630641.298019,1343859,20488,1,BI,1,100,1000
1659630644.524442,1347007,20991,1,BI,1,100,3200
1659630648.875193,1351252,21703,1,BI,1,100,4320
1659630649.923678,1352275,21872,1,BI,1,100,1040
1659630653.217745,1355489,22394,1,BI,1,100,3280
1659630654.309276,1356554,22578,1,BI,1,100,1080
1659630655.440779,1357658,22749,1,BI,1,100,1120
1659630656.531285,1358722,22933,1,BI,1,100,1080
1659630659.635743,1361751,23437,1,BI,1,100,3080
1659630663.780487,1365795,24099,1,BI,1,100,4120
1659630664.875093,1366863,24268,1,BI,1,100,1080
1659630666.963864,1368901,24604,1,BI,1,100,2080
1659630668.053345,1369964,24781,1,BI,1,100,1080
1659630669.094655,1370980,24950,1,BI,1,100,1040
1659630671.237746,1373071,25284,1,BI,1,100,2120
1659630672.328253,1374135,25451,1,BI,1,100,1080
1659630673.326517,1375109,25628,1,BI,1,100,1000
1659630674.340155,1376098,25785,1,BI,1,100,1000
1659630675.383515,1377116,25953,1,BI,1,100,1040
1659630676.470947,1378177,26119,1,BI,1,100,1080
1659630677.553253,1379233,26288,1,BI,1,100,1080
1659630680.781726,1382383,26747,1,BI,1,100,3200
1659630681.912204,1383486,26930,1,BI,1,100,1120
1659630682.919692,1384469,27097,1,BI,1,100,1000
1659630684.010199,1385533,27272,1,BI,1,100,1080
1659630686.098969,1387571,27625,1,BI,1,100,2080
1659630687.156678,1388603,27794,1,BI,1,100,1040
1659630688.153917,1389576,27944,1,BI,1,100,1000
1659630690.250887,1391622,28281,1,BI,1,100,2080
1659630691.298347,1392644,28451,1,BI,1,100,1040
1659630692.346832,1393667,28618,1,BI,1,100,1040
1659630693.311274,1394608,28785,1,BI,1,100,960
1659630694.400755,1395671,28963,1,BI,1,100,1080
1659630695.490237,1396734,29134,1,BI,1,100,1080
1659630696.496700,1397716,29301,1,BI,1,100,1000
1659630698.593670,1399762,29639,1,BI,1,100,2080
1659630699.674952,1400817,29814,1,BI,1,100,1080
1659630700.731637,1401848,29968,1,BI,1,100,1040
1659630701.823168,1402913,30154,1,BI,1,100,1080
1659630702.978243,1404040,30340,1,BI,1,100,1160
1659630704.027753,1405064,30507,1,BI,1,100,1040
1659630705.157206,1406166,30700,1,BI,1,100,1120
1659630706.279485,1407261,30888,1,BI,1,100,1120
1659630708.419501,1409349,31224,1,BI,1,100,2120
1659630709.467986,1410372,31410,1,BI,1,100,1040
1659630710.556442,1411434,31588,1,BI,1,100,1080
1659630711.605952,1412458,31755,1,BI,1,100,1040
1659630712.769227,1413593,31940,1,BI,1,100,1160
1659630713.817712,1414616,32109,1,BI,1,100,1040
1659630717.119978,1417838,32633,1,BI,1,100,3280
1659630718.208434,1418900,32816,1,BI,1,100,1080
1659630720.314628,1420955,33151,1,BI,1,100,2080
1659630721.363113,1421978,33308,1,BI,1,100,1040
1659630724.490119,1425029,33803,1,BI,1,100,3120
1659630725.581651,1426094,33993,1,BI,1,100,1080
1659630728.559020,1428999,34465,1,BI,1,100,2960
1659630729.566508,1429982,34634,1,BI,1,100,1000
1659630730.579121,1430970,34788,1,BI,1,100,1000
1659630736.336051,1436587,35702,1,BI,1,100,5720
1659630737.350714,1437577,35856,1,BI,1,100,1000
1659630739.355442,1439533,36188,1,BI,1,100,2000
1659630743.476613,1443554,36851,1,BI,1,100,4080
1659630745.604330,1445630,37187,1,BI,1,100,2120
1659630747.742296,1447716,37528,1,BI,1,100,2120
1659630748.790781,1448739,37697,1,BI,1,100,1040
1659630749.797245,1449721,37864,1,BI,1,100,1000
1659630750.846754,1450745,38034,1,BI,1,100,1040
1659630751.897289,1451770,38205,1,BI,1,100,1040
1659630752.942699,1452790,38357,1,BI,1,100,1040
1659630754.954601,1454753,38675,1,BI,1,100,2000
1659630756.038958,1455811,38862,1,BI,1,100,1080
1659630757.127415,1456873,39029,1,BI,1,100,1080
1659630758.183074,1457903,39185,1,BI,1,100,1040
1659630759.231559,1458926,39353,1,BI,1,100,1040
1659630760.321040,1459989,39538,1,BI,1,100,1080
1659630761.411546,1461053,39705,1,BI,1,100,1080
1659630762.525626,1462140,39898,1,BI,1,100,1120
1659630765.797144,1465332,40416,1,BI,1,100,3240
1659630766.845629,1466355,40584,1,BI,1,100,1040
1659630768.850357,1468311,40911,1,BI,1,100,2000
1659630769.990059,1469423,41076,1,BI,1,100,1120
1659630771.121562,1470527,41264,1,BI,1,100,1120
1659630772.170047,1471550,41431,1,BI,1,100,1040
1659630773.242105,1472596,41605,1,BI,1,100,1080
1659630774.413579,1473739,41790,1,BI,1,100,1160
1659630775.502035,1474801,41956,1,BI,1,100,1080
1659630776.625339,1475897,42139,1,BI,1,100,1120
1659630777.673824,1476920,42308,1,BI,1,100,1040
1659630778.857597,1478075,42500,1,BI,1,100,1160
1659630782.074795,1481214,43016,1,BI,1,100,3200
1659630783.158128,1482271,43185,1,BI,1,100,1080
1659630784.246584,1483333,43358,1,BI,1,100,1080
1659630785.336065,1484396,43527,1,BI,1,100,1080
1659630786.417347,1485451,43712,1,BI,1,100,1080
1659630787.429960,1486439,43863,1,BI,1,100,1000
1659630788.480495,1487464,44046,1,BI,1,100,1040
1659630789.443912,1488404,44188,1,BI,1,100,960
1659630790.492397,1489427,44356,1,BI,1,100,1040
1659630791.541907,1490451,44523,1,BI,1,100,1040
1659630792.540171,1491425,44688,1,BI,1,100,1000
1659630793.639902,1492498,44876,1,BI,1,100,1080
1659630794.680187,1493513,45034,1,BI,1,100,1040
1659630796.743335,1495526,45367,1,BI,1,100,2040
1659630797.900460,1496655,45553,1,BI,1,100,1160
1659630799.038113,1497765,45734,1,BI,1,100,1120
1659630800.119395,1498820,45909,1,BI,1,100,1080
1659630801.165830,1499841,46078,1,BI,1,100,1040
1659630802.214315,1500864,46247,1,BI,1,100,1040
1659630803.303796,1501927,46416,1,BI,1,100,1080
1659630804.303085,1502902,46583,1,BI,1,100,1000
1659630805.399741,1503972,46743,1,BI,1,100,1080
1659630806.492297,1505038,46927,1,BI,1,100,1080
1659630807.538732,1506059,47097,1,BI,1,100,1040
1659630809.677723,1508146,47433,1,BI,1,100,2120
1659630810.711859,1509155,47606,1,BI,1,100,1040
1659630811.724472,1510143,47756,1,BI,1,100,1000
1659630813.743549,1512113,48091,1,BI,1,100,2000
1659630814.753087,1513098,48262,1,BI,1,100,1000
1659630818.737945,1516986,48886,1,BI,1,100,3960
1659630819.709561,1517934,49037,1,BI,1,100,960
1659630820.705775,1518906,49195,1,BI,1,100,1000
1659630822.771998,1520922,49527,1,BI,1,100,2040
1659630823.852255,1521976,49709,1,BI,1,100,1080
1659630824.893566,1522992,49878,1,BI,1,100,1040
1659630825.940001,1524013,50033,1,BI,1,100,1040
1659630827.961127,1525985,50347,1,BI,1,100,2000
