LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1659629633.367869,360428.000,56532,1,B%,1,100,86
1659629634.366133,361402.000,56678,1,B%,1,100,86
1659629635.364397,362376.000,56842,1,B%,1,100,86
1659629636.361636,363349.000,57006,1,B%,1,100,86
1659629637.359900,364323.000,57157,1,B%,1,100,86
1659629638.357140,365296.000,57310,1,B%,1,100,86
1659629639.357454,366272.000,57466,1,B%,1,100,86
1659629640.354693,367245.000,57635,1,B%,1,100,86
1659629641.355007,368221.000,57783,1,B%,1,100,86
1659629642.352247,369194.000,57950,1,B%,1,100,86
1659629643.352561,370170.000,58101,1,B%,1,100,86
1659629644.347750,371141.000,58259,1,B%,1,100,86
1659629645.346014,372115.000,58413,1,B%,1,100,86
1659629646.346328,373091.000,58582,1,B%,1,100,86
1659629647.343568,374064.000,58734,1,B%,1,100,85
1659629648.338757,375035.000,58902,1,B%,1,100,85
1659629649.335996,376008.000,59058,1,B%,1,100,86
1659629650.335285,376983.000,59212,1,B%,1,100,86
1659629651.335599,377959.000,59366,1,B%,1,100,85
1659629652.333864,378933.000,59536,1,B%,1,100,85
1659629653.333153,379908.000,59689,1,B%,1,100,86
1659629654.332442,380883.000,59859,1,B%,1,100,86
1659629655.330706,381857.000,60013,1,B%,1,100,86
1659629656.327945,382830.000,60164,1,B%,1,100,86
1659629657.326210,383804.000,60328,1,B%,1,100,86
1659629658.324474,384778.000,60477,1,B%,1,100,86
1659629659.323763,385753.000,60640,1,B%,1,100,86
1659629660.319977,386725.000,60800,1,B%,1,100,85
1659629661.320291,387701.000,60948,1,B%,1,100,85
1659629662.316506,388673.000,61113,1,B%,1,100,85
1659629663.316820,389649.000,61261,1,B%,1,100,85
1659629664.314059,390622.000,61427,1,B%,1,100,85
1659629665.312323,391596.000,61566,1,B%,1,100,86
1659629666.311612,392571.000,61731,1,B%,1,100,86
1659629667.308852,393544.000,61880,1,B%,1,100,86
1659629668.305066,394516.000,62045,1,B%,1,100,85
1659629669.304355,395491.000,62193,1,B%,1,100,85
1659629670.302619,396465.000,62364,1,B%,1,100,85
1659629671.301908,397440.000,62495,1,B%,1,100,85
1659629672.299148,398413.000,62661,1,B%,1,100,85
1659629673.299462,399389.000,62809,1,B%,1,100,84
1659629674.297726,400363.000,62974,1,B%,1,100,84
1659629675.294965,401336.000,63123,1,B%,1,100,84
1659629676.293230,402310.000,63284,1,B%,1,100,84
1659629677.291494,403284.000,63436,1,B%,1,100,85
1659629678.288733,404257.000,63608,1,B%,1,100,85
1659629679.285972,405230.000,63777,1,B%,1,100,85
1659629680.283212,406203.000,63931,1,B%,1,100,85
1659629681.284550,407180.000,64070,1,B%,1,100,85
1659629682.282815,408154.000,64240,1,B%,1,100,85
1659629683.282104,409129.000,64409,1,B%,1,100,85
1659629684.278318,410101.000,64558,1,B%,1,100,85
1659629685.277607,411076.000,64726,1,B%,1,100,85
1659629686.276896,412051.000,64866,1,B%,1,100,84
1659629687.275161,413025.000,65031,1,B%,1,100,84
1659629688.271375,413997.000,65180,1,B%,1,100,85
1659629689.270664,414972.000,65355,1,B%,1,100,85
1659629690.267904,415945.000,65503,1,B%,1,100,85
1659629691.268218,416921.000,137,1,B%,1,100,85
1659629692.264432,417893.000,285,1,B%,1,100,84
1659629693.264746,418869.000,457,1,B%,1,100,85
1659629694.264035,419844.000,610,1,B%,1,100,85
1659629695.262299,420818.000,778,1,B%,1,100,84
1659629696.259539,421791.000,945,1,B%,1,100,85
1659629697.257803,422765.000,1085,1,B%,1,100,85
1659629698.255042,423738.000,1254,1,B%,1,100,85
1659629699.252281,424711.000,1403,1,B%,1,100,86
1659629700.250546,425685.000,1571,1,B%,1,100,86
1659629701.251884,426662.000,1736,1,B%,1,100,86
1659629702.248099,427634.000,1874,1,B%,1,100,86
1659629703.247388,428609.000,2042,1,B%,1,100,85
1659629704.244627,429582.000,2190,1,B%,1,100,85
1659629705.243917,430557.000,2358,1,B%,1,100,85
1659629706.241156,431530.000,2531,1,B%,1,100,85
1659629707.240445,432505.000,2671,1,B%,1,100,84
1659629708.236659,433477.000,2837,1,B%,1,100,84
1659629709.235948,434452.000,2996,1,B%,1,100,85
1659629710.232163,435424.000,3146,1,B%,1,100,85
1659629711.232477,436400.000,3317,1,B%,1,100,85
1659629712.230741,437374.000,3472,1,B%,1,100,85
1659629713.232080,438351.000,3649,1,B%,1,100,85
1659629714.229319,439324.000,3817,1,B%,1,100,84
1659629715.227583,440298.000,3970,1,B%,1,100,84
1659629716.226872,441273.000,4136,1,B%,1,100,84
1659629717.224112,442246.000,4293,1,B%,1,100,84
1659629718.221351,443219.000,4453,1,B%,1,100,84
1659629719.219615,444193.000,4624,1,B%,1,100,84
1659629720.217880,445167.000,4775,1,B%,1,100,85
1659629721.219218,446144.000,4943,1,B%,1,100,85
1659629722.215433,447116.000,5110,1,B%,1,100,85
1659629723.213697,448090.000,5269,1,B%,1,100,85
1659629724.211961,449064.000,5419,1,B%,1,100,84
1659629725.211250,450039.000,5587,1,B%,1,100,84
1659629726.208490,451012.000,5754,1,B%,1,100,85
1659629727.205729,451985.000,5908,1,B%,1,100,84
1659629728.202968,452958.000,6079,1,B%,1,100,84
1659629729.203282,453934.000,6229,1,B%,1,100,84
1659629730.199497,454906.000,6396,1,B%,1,100,84
1659629731.199811,455882.000,6550,1,B%,1,100,84
1659629732.197050,456855.000,6718,1,B%,1,100,85
1659629733.198389,457832.000,6890,1,B%,1,100,84
1659629734.194603,458804.000,7040,1,B%,1,100,84
1659629735.192868,459778.000,7207,1,B%,1,100,84
1659629736.192157,460753.000,7357,1,B%,1,100,84
1659629737.191446,461728.000,7523,1,B%,1,100,84
1659629738.187660,462700.000,7688,1,B%,1,100,85
1659629739.183875,463672.000,7845,1,B%,1,100,85
1659629740.182139,464646.000,7998,1,B%,1,100,85
