TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
1067682.000000,3281450.000000,1659630358.240921,1659632627.158124,754,359523,4.23286e+06,1.5.10
