LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1659629632.775470,359850.000,56416,1,SF,1,100,15.8782
1659629633.043997,360112.000,56465,1,SF,1,100,15.6945
1659629633.378118,360438.000,56517,1,SF,1,100,17.5952
1659629633.706089,360758.000,56558,1,SF,1,100,19.4739
1659629634.042261,361086.000,56610,1,SF,1,100,21.3309
1659629634.376382,361412.000,56661,1,SF,1,100,21.0841
1659629634.774048,361800.000,56727,1,SF,1,100,20.8402
1659629635.107144,362125.000,56775,1,SF,1,100,20.5992
1659629635.374646,362386.000,56826,1,SF,1,100,20.3609
1659629635.704668,362708.000,56875,1,SF,1,100,20.1253
1659629636.037764,363033.000,56924,1,SF,1,100,19.8925
1659629636.437480,363423.000,56990,1,SF,1,100,19.6624
1659629636.704982,363684.000,57040,1,SF,1,100,19.4349
1659629637.033978,364005.000,57091,1,SF,1,100,19.2101
1659629637.370150,364333.000,57140,1,SF,1,100,18.9879
1659629637.702221,364657.000,57190,1,SF,1,100,18.7682
1659629638.036342,364983.000,57240,1,SF,1,100,18.5511
1659629638.367389,365306.000,57293,1,SF,1,100,20.4188
1659629638.768130,365697.000,57361,1,SF,1,100,22.2648
1659629639.034607,365957.000,57400,1,SF,1,100,22.0073
1659629639.366678,366281.000,57451,1,SF,1,100,21.7527
1659629639.699775,366606.000,57504,1,SF,1,100,23.5833
1659629640.099490,366996.000,57569,1,SF,1,100,23.3105
1659629640.431561,367320.000,57618,1,SF,1,100,23.0408
1659629640.764658,367645.000,57669,1,SF,1,100,22.7743
1659629641.031135,367905.000,57718,1,SF,1,100,22.5108
1659629641.365256,368231.000,57768,1,SF,1,100,22.2504
1659629641.696303,368554.000,57820,1,SF,1,100,24.0753
1659629642.098068,368946.000,57885,1,SF,1,100,23.7968
1659629642.430140,369270.000,57933,1,SF,1,100,23.5215
1659629642.694567,369528.000,57985,1,SF,1,100,23.2494
1659629643.029713,369855.000,58035,1,SF,1,100,25.0627
1659629643.362810,370180.000,58084,1,SF,1,100,24.7728
1659629643.691806,370501.000,58135,1,SF,1,100,24.4862
1659629644.159166,370957.000,58208,1,SF,1,100,26.2852
1659629644.425643,371217.000,58242,1,SF,1,100,28.0634
1659629644.691096,371476.000,58295,1,SF,1,100,29.8210
1659629645.023167,371800.000,58346,1,SF,1,100,31.5583
1659629645.355238,372124.000,58398,1,SF,1,100,33.2755
1659629645.757004,372516.000,58466,1,SF,1,100,34.9728
1659629646.090100,372841.000,58515,1,SF,1,100,34.5682
1659629646.355552,373100.000,58565,1,SF,1,100,36.2506
1659629646.688649,373425.000,58619,1,SF,1,100,37.9135
1659629647.019695,373748.000,58669,1,SF,1,100,39.5571
1659629647.419411,374138.000,58737,1,SF,1,100,39.0995
1659629647.752507,374463.000,58786,1,SF,1,100,38.6472
1659629648.081504,374784.000,58836,1,SF,1,100,38.2002
1659629648.349006,375045.000,58885,1,SF,1,100,37.7583
1659629648.682102,375370.000,58936,1,SF,1,100,37.3215
1659629649.015199,375695.000,58985,1,SF,1,100,36.8897
1659629649.413890,376084.000,59041,1,SF,1,100,38.5452
1659629649.681391,376345.000,59076,1,SF,1,100,38.0994
1659629650.080082,376734.000,59145,1,SF,1,100,39.7409
1659629650.345535,376993.000,59195,1,SF,1,100,41.3634
1659629650.680681,377320.000,59249,1,SF,1,100,42.9672
1659629651.013777,377645.000,59301,1,SF,1,100,44.5524
1659629651.409393,378031.000,59367,1,SF,1,100,44.0370
1659629651.745564,378359.000,59419,1,SF,1,100,45.6098
1659629652.012041,378619.000,59470,1,SF,1,100,47.1644
1659629652.343088,378942.000,59519,1,SF,1,100,46.6188
1659629652.676184,379267.000,59572,1,SF,1,100,46.0795
1659629653.011330,379594.000,59623,1,SF,1,100,47.6287
1659629653.408996,379982.000,59691,1,SF,1,100,49.1600
1659629653.673424,380240.000,59739,1,SF,1,100,48.5913
1659629654.009595,380568.000,59790,1,SF,1,100,48.0292
1659629654.341666,380892.000,59842,1,SF,1,100,49.5559
1659629654.675787,381218.000,59881,1,SF,1,100,48.9826
1659629655.073453,381606.000,59948,1,SF,1,100,48.4160
1659629655.406549,381931.000,59996,1,SF,1,100,47.8559
1659629655.673027,382191.000,60046,1,SF,1,100,47.3023
1659629656.005098,382515.000,60098,1,SF,1,100,46.7551
