LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1659629633.599499,360654.000,56550,1,TL,1,100,2022-08-04_12-13-48-504830
1659629633.663043,360716.000,56553,1,TL,1,100,2022-08-04_12-13-53-637090
1659629638.859347,365786.000,57378,1,TL,1,100,2022-08-04_12-13-53-821951
1659629638.889069,365815.000,57381,1,TL,1,100,2022-08-04_12-13-58-859221
1659629644.094597,370894.000,58202,1,TL,1,100,2022-08-04_12-13-59-048398
1659629644.123294,370922.000,58205,1,TL,1,100,2022-08-04_12-14-04-096540
1659629649.345221,376017.000,59033,1,TL,1,100,2022-08-04_12-14-04-271464
1659629649.412865,376083.000,59036,1,TL,1,100,2022-08-04_12-14-09-387509
1659629654.573296,381118.000,59877,1,TL,1,100,2022-08-04_12-14-09-523320
1659629659.857742,386274.000,60708,1,TL,1,100,2022-08-04_12-14-14-574146
1659629659.877215,386293.000,60710,1,TL,1,100,2022-08-04_12-14-14-734468
1659629659.967408,386381.000,60713,1,TL,1,100,2022-08-04_12-14-19-938687
1659629665.103241,391392.000,61527,1,TL,1,100,2022-08-04_12-14-20-041151
1659629665.186259,391473.000,61530,1,TL,1,100,2022-08-04_12-14-25-156385
1659629670.342591,396504.000,62341,1,TL,1,100,2022-08-04_12-14-25-269341
1659629670.370264,396531.000,62344,1,TL,1,100,2022-08-04_12-14-30-344689
1659629675.592190,401626.000,63157,1,TL,1,100,2022-08-04_12-14-30-506883
1659629675.647535,401680.000,63160,1,TL,1,100,2022-08-04_12-14-35-609555
1659629680.827440,406734.000,63997,1,TL,1,100,2022-08-04_12-14-35-811867
1659629680.856137,406762.000,64000,1,TL,1,100,2022-08-04_12-14-40-830227
1659629686.071914,411851.000,64825,1,TL,1,100,2022-08-04_12-14-41-033411
1659629686.179530,411956.000,64828,1,TL,1,100,2022-08-04_12-14-46-153528
1659629691.296915,416949.000,115,1,TL,1,100,2022-08-04_12-14-46-256505
1659629691.337912,416989.000,118,1,TL,1,100,2022-08-04_12-14-51-304870
1659629696.540365,422065.000,963,1,TL,1,100,2022-08-04_12-14-51-379334
1659629696.624407,422147.000,966,1,TL,1,100,2022-08-04_12-14-56-594078
1659629701.822760,427219.000,1802,1,TL,1,100,2022-08-04_12-14-56-700144
1659629707.055961,432325.000,2633,1,TL,1,100,2022-08-04_12-15-02-025882
1659629712.314784,437456.000,3473,1,TL,1,100,2022-08-04_12-15-07-247420
1659629712.343481,437484.000,3476,1,TL,1,100,2022-08-04_12-15-12-314972
1659629717.558233,442572.000,4327,1,TL,1,100,2022-08-04_12-15-12-381733
1659629717.625877,442638.000,4330,1,TL,1,100,2022-08-04_12-15-17-596331
1659629722.792458,447679.000,5176,1,TL,1,100,2022-08-04_12-15-17-692899
1659629722.842679,447728.000,5179,1,TL,1,100,2022-08-04_12-15-22-816664
1659629728.027708,452787.000,6025,1,TL,1,100,2022-08-04_12-15-22-894960
1659629728.065630,452824.000,6028,1,TL,1,100,2022-08-04_12-15-28-037896
1659629733.250659,457883.000,6865,1,TL,1,100,2022-08-04_12-15-28-139430
1659629733.287556,457919.000,6868,1,TL,1,100,2022-08-04_12-15-33-261523
1659629738.494109,462999.000,7706,1,TL,1,100,2022-08-04_12-15-33-359712
1659629738.522806,463027.000,7709,1,TL,1,100,2022-08-04_12-15-38-495149
1659629743.726284,468104.000,8548,1,TL,1,100,2022-08-04_12-15-38-582916
1659629743.825701,468201.000,8551,1,TL,1,100,2022-08-04_12-15-43-799225
1659629748.969733,473220.000,9363,1,TL,1,100,2022-08-04_12-15-43-918174
1659629749.052751,473301.000,9366,1,TL,1,100,2022-08-04_12-15-49-023006
1659629754.227532,478350.000,10208,1,TL,1,100,2022-08-04_12-15-49-129576
1659629759.463807,483459.000,11032,1,TL,1,100,2022-08-04_12-15-54-253252
1659629759.490454,483485.000,11034,1,TL,1,100,2022-08-04_12-15-54-458892
