LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1659629632.775470,359850,56515,1,SA,1,100,0.000325
1659629633.569776,360625,56556,1,SA,1,100,0.000126
1659629633.907997,360955,56608,1,SA,1,100,0.000066
1659629637.635602,364592,57274,1,SA,1,100,0.000367
1659629638.367389,365306,57327,1,SA,1,100,0.000058
1659629638.566222,365500,57486,1,SA,1,100,0.001243
1659629640.764658,367645,57785,1,SA,1,100,0.001450
1659629642.827806,369658,58033,1,SA,1,100,0.000120
1659629643.624162,370435,58167,1,SA,1,100,0.000050
1659629643.960333,370763,58209,1,SA,1,100,0.000141
1659629644.357999,371151,58277,1,SA,1,100,0.000065
1659629644.756690,371540,58344,1,SA,1,100,0.000096
1659629645.089786,371865,58396,1,SA,1,100,0.000054
1659629645.355238,372124,58431,1,SA,1,100,0.000096
1659629645.889218,372645,58516,1,SA,1,100,0.000066
1659629646.487766,373229,58617,1,SA,1,100,0.000044
1659629646.688649,373425,58667,1,SA,1,100,0.000161
1659629649.082843,375761,59039,1,SA,1,100,0.000240
1659629649.346245,376018,59095,1,SA,1,100,0.000397
1659629650.080082,376734,59179,1,SA,1,100,0.000081
1659629650.412154,377058,59247,1,SA,1,100,0.000195
1659629650.880538,377515,59299,1,SA,1,100,0.000121
1659629651.341749,377965,59401,1,SA,1,100,0.000138
1659629651.677920,378293,59435,1,SA,1,100,0.000031
1659629652.279543,378880,59588,1,SA,1,100,0.000363
1659629652.943686,379528,59640,1,SA,1,100,0.000026
1659629653.874306,380436,59808,1,SA,1,100,0.000193
1659629675.504047,401540,63182,1,SA,1,100,0.000126
1659629675.967308,401992,63250,1,SA,1,100,0.000037
1659629676.504361,402516,63319,1,SA,1,100,0.000030
1659629676.702169,402709,63369,1,SA,1,100,0.000054
1659629677.167479,403163,63437,1,SA,1,100,0.000041
1659629677.369387,403360,63473,1,SA,1,100,0.000124
1659629677.966911,403943,63572,1,SA,1,100,0.000021
1659629678.364577,404331,63658,1,SA,1,100,0.000087
1659629678.763267,404720,63758,1,SA,1,100,0.000159
1659629679.361816,405304,63793,1,SA,1,100,0.000017
1659629679.562699,405500,63845,1,SA,1,100,0.000031
1659629679.894770,405824,63896,1,SA,1,100,0.000105
1659629680.560963,406474,64019,1,SA,1,100,0.000132
1659629681.291725,407187,64089,1,SA,1,100,0.000033
1659629681.623796,407511,64173,1,SA,1,100,0.000135
1659629682.026587,407904,64307,1,SA,1,100,0.001336
1659629684.953735,410760,64691,1,SA,1,100,0.000009
1659629688.016172,413748,65198,1,SA,1,100,0.000253
1659629688.481482,414202,65233,1,SA,1,100,0.000093
1659629688.682365,414398,65269,1,SA,1,100,0.000113
1659629689.080031,414786,65319,1,SA,1,100,0.000104
1659629692.674397,418293,369,1,SA,1,100,0.000054
1659629692.941899,418554,421,1,SA,1,100,0.000188
1659629693.407209,419008,507,1,SA,1,100,0.000122
1659629693.739280,419332,557,1,SA,1,100,0.000059
1659629694.538712,420112,678,1,SA,1,100,0.000064
1659629694.804164,420371,728,1,SA,1,100,0.000138
1659629697.466885,422969,1138,1,SA,1,100,0.000169
1659629704.586948,429916,2272,1,SA,1,100,0.000015
1659629704.920044,430241,2324,1,SA,1,100,0.000019
1659629705.320785,430632,2426,1,SA,1,100,0.000103
1659629705.786095,431086,2461,1,SA,1,100,0.000051
1659629705.984928,431280,2497,1,SA,1,100,0.000048
1659629706.384643,431670,2565,1,SA,1,100,0.000057
1659629707.848217,433098,2787,1,SA,1,100,0.000062
1659629708.381172,433618,2855,1,SA,1,100,0.000040
1659629708.712218,433941,2908,1,SA,1,100,0.000002
1659629709.044290,434265,2978,1,SA,1,100,0.000095
1659629709.712532,434917,3062,1,SA,1,100,0.000004
1659629710.109173,435304,3148,1,SA,1,100,0.000005
1659629710.577558,435761,3215,1,SA,1,100,0.000066
1659629710.909630,436085,3334,1,SA,1,100,0.000201
1659629711.642442,436800,3402,1,SA,1,100,0.000063
1659629712.107752,437254,3494,1,SA,1,100,0.000051
1659629712.441873,437580,3528,1,SA,1,100,0.000046
1659629712.773944,437904,3614,1,SA,1,100,0.000195
1659629713.242329,438361,3682,1,SA,1,100,0.000146
1659629713.639995,438749,3749,1,SA,1,100,0.000201
1659629714.106330,439204,3851,1,SA,1,100,0.000238
1659629716.303741,441348,4154,1,SA,1,100,0.000049
1659629716.570218,441608,4205,1,SA,1,100,0.000121
1659629716.965834,441994,4259,1,SA,1,100,0.000030
1659629717.166717,442190,4333,1,SA,1,100,0.000137
1659629717.831885,442839,4403,1,SA,1,100,0.000064
1659629718.298219,443294,4485,1,SA,1,100,0.000025
1659629718.765579,443750,4555,1,SA,1,100,0.000049
1659629719.497366,444464,4674,1,SA,1,100,0.000001
1659629719.699274,444661,4709,1,SA,1,100,0.000055
1659629720.563275,445504,4858,1,SA,1,100,0.000009
1659629720.959916,445891,4961,1,SA,1,100,0.000198
1659629722.422465,447318,5182,1,SA,1,100,0.000132
1659629723.290565,448165,5336,1,SA,1,100,0.000244
1659629724.223235,449075,5455,1,SA,1,100,0.000091
1659629726.016831,450825,5756,1,SA,1,100,0.000158
1659629726.484191,451281,5806,1,SA,1,100,0.000019
1659629726.812163,451601,5875,1,SA,1,100,0.000162
1659629729.611197,454332,6329,1,SA,1,100,0.000013
1659629729.943269,454656,6400,1,SA,1,100,0.000213
1659629730.608437,455305,6483,1,SA,1,100,0.000157
1659629731.608751,456281,6667,1,SA,1,100,0.000156
1659629733.072325,457709,6872,1,SA,1,100,0.000009
1659629733.737493,458358,7005,1,SA,1,100,0.000058
1659629736.932143,461475,7506,1,SA,1,100,0.000027
1659629738.662194,463163,7776,1,SA,1,100,0.000006
1659629739.058835,463550,7847,1,SA,1,100,0.000062
1659629739.328387,463813,7880,1,SA,1,100,0.000078
1659629741.457129,465890,8246,1,SA,1,100,0.000073
1659629741.924489,466346,8282,1,SA,1,100,0.000044
1659629743.655565,468035,8571,1,SA,1,100,0.000113
1659629743.918967,468292,8574,1,SA,1,100,0.000061
1659629744.918257,469267,8741,1,SA,1,100,0.000023
