LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1659629634.281065,361319,56660,1,HR,1,100,23
1659629636.940711,363914,57073,1,HR,1,100,23
1659629638.219802,365162,57273,1,HR,1,100,26
1659629639.510166,366421,57485,1,HR,1,100,29
1659629647.405062,374124,58736,1,HR,1,100,26
1659629649.744936,376407,59094,1,HR,1,100,26
1659629650.917435,377551,59282,1,HR,1,100,29
1659629652.638263,379230,59571,1,HR,1,100,30
1659629654.047516,380605,59807,1,HR,1,100,31
1659629655.743746,382260,60064,1,HR,1,100,32
1659629660.128319,386538,60751,1,HR,1,100,30
1659629675.508147,401544,63163,1,HR,1,100,27
1659629682.847541,408705,64326,1,HR,1,100,25
1659629684.665735,410479,64608,1,HR,1,100,26
1659629686.266647,412041,64848,1,HR,1,100,27
1659629688.601397,414319,65215,1,HR,1,100,27
1659629692.914226,418527,386,1,HR,1,100,25
1659629694.086725,419671,577,1,HR,1,100,28
1659629695.574897,421123,814,1,HR,1,100,30
1659629697.314173,422820,1087,1,HR,1,100,30
1659629698.400579,423880,1256,1,HR,1,100,33
1659629699.769862,425216,1472,1,HR,1,100,35
1659629701.855558,427251,1807,1,HR,1,100,34
1659629702.862021,428233,1959,1,HR,1,100,37
1659629705.357682,430668,2360,1,HR,1,100,36
1659629707.253769,432518,2654,1,HR,1,100,35
1659629708.942823,434166,2928,1,HR,1,100,35
1659629711.154583,436324,3283,1,HR,1,100,34
1659629712.046257,437194,3437,1,HR,1,100,38
1659629713.094742,438217,3613,1,HR,1,100,41
1659629714.783797,439865,3887,1,HR,1,100,40
1659629715.831256,440887,4053,1,HR,1,100,42
1659629717.036553,442063,4242,1,HR,1,100,43
1659629719.067928,444045,4573,1,HR,1,100,41
1659629721.106478,446034,4911,1,HR,1,100,40
1659629723.203448,448080,5252,1,HR,1,100,39
1659629724.293954,449144,5422,1,HR,1,100,41
1659629725.422382,450245,5606,1,HR,1,100,42
1659629728.483794,453232,6098,1,HR,1,100,40
1659629730.329660,455033,6399,1,HR,1,100,39
1659629734.366788,458972,7059,1,HR,1,100,36
1659629735.971801,460538,7307,1,HR,1,100,36
1659629741.486852,465919,8196,1,HR,1,100,33
1659629758.578283,482595,10898,1,HR,1,100,30
1659629762.755824,486671,11564,1,HR,1,100,28
1659629768.269850,492051,12463,1,HR,1,100,26
1659629772.378722,496060,13123,1,HR,1,100,25
1659629813.388522,536073,19713,1,HR,1,100,22
1659629815.032481,537677,19981,1,HR,1,100,24
1659629816.255201,538870,20170,1,HR,1,100,27
1659629817.254490,539845,20332,1,HR,1,100,31
1659629822.696772,545155,21204,1,HR,1,100,28
1659629823.744232,546177,21376,1,HR,1,100,32
1659629847.218815,569081,25091,1,HR,1,100,28
1659629848.997037,570816,25362,1,HR,1,100,29
1659629852.777937,574505,25968,1,HR,1,100,27
1659629854.753967,576433,26281,1,HR,1,100,28
1659629855.560573,577220,26417,1,HR,1,100,33
1659629856.409200,578048,26551,1,HR,1,100,38
1659629860.069160,581619,27145,1,HR,1,100,35
1659629872.225641,593480,29045,1,HR,1,100,32
1659629878.880394,599973,30100,1,HR,1,100,29
1659629882.104766,603119,30633,1,HR,1,100,28
1659629887.901668,608775,31565,1,HR,1,100,26
1659629891.840405,612618,32189,1,HR,1,100,25
1659629903.089838,623594,33977,1,HR,1,100,22
1659629906.257841,626685,34495,1,HR,1,100,22
1659629908.402981,628778,34829,1,HR,1,100,23
1659629909.537559,629885,35016,1,HR,1,100,26
1659629912.905419,633171,35544,1,HR,1,100,25
1659629918.633652,638760,36467,1,HR,1,100,24
1659629919.633966,639736,36640,1,HR,1,100,28
1659629927.735895,647641,37926,1,HR,1,100,25
1659629931.195997,651017,38484,1,HR,1,100,25
1659629932.679045,652464,38727,1,HR,1,100,26
1659629934.953325,654683,39081,1,HR,1,100,26
1659629936.631105,656320,39353,1,HR,1,100,28
1659629938.079306,657733,39581,1,HR,1,100,29
1659629939.492659,659112,39803,1,HR,1,100,31
1659629940.674383,660265,39987,1,HR,1,100,33
1659629942.194327,661748,40245,1,HR,1,100,34
1659629943.360677,662886,40424,1,HR,1,100,36
1659629945.141974,664624,40712,1,HR,1,100,36
1659629947.595613,667018,41112,1,HR,1,100,35
1659629948.674845,668071,41267,1,HR,1,100,37
1659629950.173266,669533,41506,1,HR,1,100,37
1659629952.152371,671464,41824,1,HR,1,100,37
1659629954.347733,673606,42187,1,HR,1,100,36
1659629956.443678,675651,42519,1,HR,1,100,35
1659629958.432007,677591,42827,1,HR,1,100,34
1659629959.156620,678298,42934,1,HR,1,100,40
1659629963.372082,682411,43615,1,HR,1,100,37
1659629966.283857,685252,44076,1,HR,1,100,35
1659629969.505155,688395,44587,1,HR,1,100,33
1659629970.637683,689500,44759,1,HR,1,100,36
1659629976.476606,695197,45679,1,HR,1,100,33
1659629981.590916,700187,46493,1,HR,1,100,30
1659630071.331179,787746,60818,1,HR,1,100,27
1659630073.942654,790294,61244,1,HR,1,100,26
1659630075.804919,792111,61522,1,HR,1,100,27
1659630077.686658,793947,61847,1,HR,1,100,28
1659630079.948638,796154,62209,1,HR,1,100,27
1659630083.418990,799540,62773,1,HR,1,100,26
1659630084.908187,800993,63006,1,HR,1,100,28
1659630085.707618,801773,63133,1,HR,1,100,34
1659630087.086125,803118,63350,1,HR,1,100,35
1659630087.895805,803908,63487,1,HR,1,100,40
1659630089.102127,805085,63690,1,HR,1,100,41
1659630090.425288,806376,63897,1,HR,1,100,41
1659630092.311126,808216,64186,1,HR,1,100,40
1659630094.407071,810261,64519,1,HR,1,100,39
1659630096.904781,812698,64914,1,HR,1,100,37
1659630098.352982,814111,65165,1,HR,1,100,38
1659630099.201609,814939,65286,1,HR,1,100,42
1659630100.459176,816166,65487,1,HR,1,100,42
1659630101.632700,817311,144,1,HR,1,100,44
1659630103.155719,818797,394,1,HR,1,100,43
1659630106.341145,821905,896,1,HR,1,100,40
1659630107.140576,822685,1030,1,HR,1,100,44
1659630108.148065,823668,1203,1,HR,1,100,46
1659630109.155553,824651,1374,1,HR,1,100,48
1659630111.216651,826662,1693,1,HR,1,100,46
1659630115.233281,830581,2356,1,HR,1,100,42
1659630116.367858,831688,2539,1,HR,1,100,43
1659630133.078022,847992,5217,1,HR,1,100,39
1659630148.747900,863281,7726,1,HR,1,100,35
1659630175.010243,888905,11918,1,HR,1,100,31
1659630178.589236,892397,12505,1,HR,1,100,29
1659630181.325751,895067,12944,1,HR,1,100,28
1659630182.646862,896356,13161,1,HR,1,100,30
1659630183.743518,897426,13331,1,HR,1,100,33
1659630184.753056,898411,13499,1,HR,1,100,36
1659630185.790267,899423,13674,1,HR,1,100,39
1659630186.763933,900373,13824,1,HR,1,100,42
1659630191.307368,904806,14544,1,HR,1,100,38
1659630193.524252,906969,14897,1,HR,1,100,37
1659630196.512895,909885,15390,1,HR,1,100,35
1659630216.486379,929373,18578,1,HR,1,100,31
1659630290.364079,1001455,30296,1,HR,1,100,28
1659630292.054159,1003104,30564,1,HR,1,100,29
1659630294.881891,1005863,31014,1,HR,1,100,28
1659630299.548315,1010416,31771,1,HR,1,100,26
1659630300.713640,1011553,31944,1,HR,1,100,29
1659630303.058639,1013841,32316,1,HR,1,100,29
1659630305.153558,1015885,32660,1,HR,1,100,29
1659630310.591741,1021191,33536,1,HR,1,100,27
1659630315.732699,1026207,34356,1,HR,1,100,25
1659630319.440831,1029825,34934,1,HR,1,100,24
1659630387.684591,1096410,45646,1,HR,1,100,21
1659630416.374950,1124403,50138,1,HR,1,100,19
1659630419.909871,1127852,50689,1,HR,1,100,19
1659630476.058645,1182636,59537,1,HR,1,100,17
1659630494.706918,1200831,62476,1,HR,1,100,15
1659630499.981114,1205977,63316,1,HR,1,100,15
1659630507.312310,1213130,64479,1,HR,1,100,14
1659630511.472427,1217189,65135,1,HR,1,100,14
1659630518.868191,1224405,805,1,HR,1,100,13
1659630523.744722,1229163,1588,1,HR,1,100,13
1659630524.884424,1230275,1756,1,HR,1,100,18
