txtStim,stimFile,AI_Resp,ExplanationFile,Loop_1.thisRepN,Loop_1.thisTrialN,Loop_1.thisN,Loop_1.thisIndex,Loop_2.thisRepN,Loop_2.thisTrialN,Loop_2.thisN,Loop_2.thisIndex,Loop_3.thisRepN,Loop_3.thisTrialN,Loop_3.thisN,Loop_3.thisIndex,Loop_4.thisRepN,Loop_4.thisTrialN,Loop_4.thisN,Loop_4.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trial_start,Text_Intro_Txt.started,Text_Intro_Txt.stopped,Question_Txt_5.started,Question_Txt_5.stopped,Accept_Deny_Button_5.response,Accept_Deny_Button_5.rt,Accept_Deny_Button_5.started,Accept_Deny_Button_5.stopped,ConfidenceSlider_5.response,ConfidenceSlider_5.rt,ConfidenceSlider_5.started,ConfidenceSlider_5.stopped,DenySlider_5.response,DenySlider_5.rt,DenySlider_5.started,DenySlider_5.stopped,mouse_8.x,mouse_8.y,mouse_8.leftButton,mouse_8.midButton,mouse_8.rightButton,mouse_8.time,mouse_8.clicked_name,mouse_8.started,mouse_8.stopped,Click_to_Continue_8.started,Click_to_Continue_8.stopped,trial_end,Q1_Slider.response,Q2_Slider.response,Q3_Slider.response,Q4_Slider.response,Q5_Slider.response,Q6_Slider.response,Q7_Slider.response,Q8_Slider.response,Q9_Slider.response,Q10_Slider.response,Q11_Slider.response,Q12_Slider.response,Q13_Slider.response,Q14_Slider.response,Q15_Slider.response,Q16_Slider.response,Q17_Slider.response,Q18_Slider.response,Q19_Slider.response,Q20_Slider.response,Q21_Slider.response,Q22_Slider.response,Q23_Slider.response,Conversational_Intro_Txt.started,Conversational_Intro_Txt.stopped,Accept_Deny_Button.response,Accept_Deny_Button.rt,Accept_Deny_Button.started,Accept_Deny_Button.stopped,ConfidenceSlider.response,ConfidenceSlider.rt,ConfidenceSlider.started,ConfidenceSlider.stopped,Experimental_Images.started,Experimental_Images.stopped,DenySlider.response,DenySlider.rt,DenySlider.started,DenySlider.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,Click_to_Continue.started,Click_to_Continue.stopped,Feature_Intro_Txt.started,Feature_Intro_Txt.stopped,Question_Txt_3.started,Question_Txt_3.stopped,Accept_Deny_Button_3.response,Accept_Deny_Button_3.rt,Accept_Deny_Button_3.started,Accept_Deny_Button_3.stopped,ConfidenceSlider_3.response,ConfidenceSlider_3.rt,ConfidenceSlider_3.started,ConfidenceSlider_3.stopped,Experimental_Images_3.started,Experimental_Images_3.stopped,DenySlider_3.response,DenySlider_3.rt,DenySlider_3.started,DenySlider_3.stopped,Click_to_Continue_6.started,Click_to_Continue_6.stopped,PresstoCont_8.started,PresstoCont_8.stopped,Image_Intro_Txt.started,Image_Intro_Txt.stopped,Question_Txt_4.started,Question_Txt_4.stopped,Accept_Deny_Button_4.response,Accept_Deny_Button_4.rt,Accept_Deny_Button_4.started,Accept_Deny_Button_4.stopped,ConfidenceSlider_4.response,ConfidenceSlider_4.rt,ConfidenceSlider_4.started,ConfidenceSlider_4.stopped,Experimental_Images_4.started,Experimental_Images_4.stopped,DenySlider_4.response,DenySlider_4.rt,DenySlider_4.started,DenySlider_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.time,mouse_7.clicked_name,mouse_7.started,mouse_7.stopped,Click_to_Continue_7.started,Click_to_Continue_7.stopped,PresstoCont_7.started,PresstoCont_7.stopped,Intro_Text.started,Intro_Text.stopped,Stim_slider.response,Stim_slider.rt,Stim_slider.started,Stim_slider.stopped,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,mouse_5.clicked_name,mouse_5.started,mouse_5.stopped,Click_to_Continue_5.started,Click_to_Continue_5.stopped,Choice_1_Intro_Txt.started,Choice_1_Intro_Txt.stopped,Accept_Deny_Button_6.response,Accept_Deny_Button_6.rt,Accept_Deny_Button_6.started,Accept_Deny_Button_6.stopped,ConfidenceSlider_6.response,ConfidenceSlider_6.rt,ConfidenceSlider_6.started,ConfidenceSlider_6.stopped,Experimental_Images_6.started,Experimental_Images_6.stopped,DenySlider_6.response,DenySlider_6.rt,DenySlider_6.started,DenySlider_6.stopped,mouse_9.x,mouse_9.y,mouse_9.leftButton,mouse_9.midButton,mouse_9.rightButton,mouse_9.time,mouse_9.clicked_name,mouse_9.started,mouse_9.stopped,Click_to_Continue_9.started,Click_to_Continue_9.stopped,end_Txt.started,end_Txt.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Question 8:,stim/Tp_D_CRD_M_N_nat00048_nat00049_11067.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/conversational_Tp_D_CRD_M_N_nat00048_nat00049_11067.jpg.png,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,10:46:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:46:54,,,,,,,,,,,,,,,,,,,,,,,,2114.5864860999864,2124.625907199923,1.0,16.465598799986765,2124.625907199923,None,3.0,17.44788599992171,2124.625907199923,None,2124.625907199923,None,1.0,22.722819600021467,2124.625907199923,None,"[-0.55833334, -0.43703705, 0.2935185, 0.55833334]","[-0.10277778, -0.27685186, -0.18148148, -0.46666667]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[6.230930000077933, 7.219405499985442, 12.523799699964002, 13.577358999988064]",['Click_to_Continue'],10.043949880171567,None,2137.3581263998058,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2022-08-16_10h26.33.262,CSVTrial3,2022.1.3,60.34598769293572,
Question 9:,stim/Au_arc_30794.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/conversational_Au_arc_30794.jpg.png,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,10:46:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:47:14,,,,,,,,,,,,,,,,,,,,,,,,2138.27325879992,2148.325227599824,1.0,17.129269500030205,2148.2933667998295,None,4.0,18.138936900068074,2148.2933667998295,None,2148.2933667998295,None,1.0,19.163686499930918,2148.2933667998295,None,"[-0.5796296, -0.35, 0.30648148, 0.587963]","[-0.0787037, -0.29722223, -0.19166666, -0.4537037]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[6.933457300066948, 7.9559726000297815, 8.93161329999566, 9.894210000056773]",['Click_to_Continue'],10.038270600140095,None,2157.4809666997753,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2022-08-16_10h26.33.262,CSVTrial3,2022.1.3,60.34598769293572,
Question 10:,stim/Au_nat_30352.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/conversational_Au_nat_30352.jpg.png,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,10:47:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:47:37,,,,,,,,,,,,,,,,,,,,,,,,2158.249640799826,2168.3024719997775,1.0,16.676949300104752,2168.2732647999655,None,4.0,18.14682039991021,2168.2732647999655,None,2168.2732647999655,None,3.0,21.522183099994436,2168.2732647999655,None,"[-0.5694444, -0.36481482, 0.5101852, 0.49166667, 0.5685185]","[-0.08981481, -0.29537037, -0.21296297, -0.19351852, -0.44074073]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[6.490470699965954, 7.987205700017512, 9.882726599927992, 11.384755000006407, 12.417442499892786]",['Click_to_Continue'],10.034113240195438,None,2179.810625499813,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2022-08-16_10h26.33.262,CSVTrial3,2022.1.3,60.34598769293572,
Question 12:,stim/Au_arc_30827.jpg.png,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/conversational_Au_arc_30827.jpg.png,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,10:47:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:47:56,,,,,,,,,,,,,,,,,,,,,,,,2180.746118299896,2190.7951926998794,1.0,15.571728099836037,2190.768051599851,None,4.0,17.278184100054204,2190.768051599851,None,2190.768051599851,None,1.0,18.195068399887532,2190.768051599851,None,"[-0.5574074, -0.3611111, 0.30277777, 0.5509259]","[-0.1, -0.28703704, -0.19166666, -0.4398148]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[5.295361800119281, 7.0737622999586165, 8.025376100093126, 8.897011100081727]",['Click_to_Continue'],10.038388040149584,None,2198.988679899834,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2022-08-16_10h26.33.262,CSVTrial3,2022.1.3,60.34598769293572,
Question 13:,stim/Au_art_10012.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/conversational_Au_art_10012.jpg.png,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,10:47:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:48:22,,,,,,,,,,,,,,,,,,,,,,,,2199.7268031998537,2209.778635900002,1.0,23.062597900163382,2209.749206799781,None,4.0,24.695154499961063,2209.749206799781,None,2209.749206799781,None,3.0,25.779270499944687,2209.749206799781,None,"[-0.57222223, -0.3462963, 0.48425925, 0.5509259]","[-0.1, -0.30277777, -0.19722222, -0.4601852]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[12.886843300191686, 14.417618000181392, 15.56486180005595, 16.451599200023338]",['Click_to_Continue'],10.034293839940801,None,2225.545555199962,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2022-08-16_10h26.33.262,CSVTrial3,2022.1.3,60.34598769293572,
Question 14:,stim/Tp_D_CRN_M_B_nat10165_nat10164_12100.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/conversational_Tp_D_CRN_M_B_nat10165_nat10164_12100.jpg.png,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,10:48:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:48:40,,,,,,,,,,,,,,,,,,,,,,,,2226.2636468999553,2236.3147328998893,2.0,14.080374300014228,2236.28066329984,None,4.0,15.12028680020012,2236.28066329984,None,2236.28066329984,None,1.0,16.79434400005266,2236.28066329984,None,"[-0.32685184, -0.34907407, 0.29074073, 0.5972222]","[-0.10925926, -0.31203705, -0.20555556, -0.47037038]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[3.878109699813649, 4.894379999954253, 6.6109943999908864, 7.600114399800077]",['Click_to_Continue'],10.030419640010223,None,2243.1037819997873,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2022-08-16_10h26.33.262,CSVTrial3,2022.1.3,60.34598769293572,
Question 15:,stim/Tp_D_CRN_M_N_art10115_cha00086_11526.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/conversational_Tp_D_CRN_M_N_art10115_cha00086_11526.jpg.png,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,10:48:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:49:03,,,,,,,,,,,,,,,,,,,,,,,,2243.942052599974,2253.9941620999016,2.0,19.18594660004601,2253.9635227997787,None,4.0,20.445648999884725,2253.9635227997787,None,2253.9635227997787,None,1.0,22.22764019994065,2253.9635227997787,None,"[-0.32314816, -0.33888888, 0.3074074, 0.53425926]","[-0.11296296, -0.29259259, -0.20277777, -0.45833334]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[8.999687599949539, 10.24810740002431, 12.039452800061554, 12.994957600021735]",['Click_to_Continue'],10.0340695399791,None,2266.222267099889,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2022-08-16_10h26.33.262,CSVTrial3,2022.1.3,60.34598769293572,
Question 16:,stim/Tp_D_CRN_M_N_nat10154_nat10138_12076.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/conversational_Tp_D_CRN_M_N_nat10154_nat10138_12076.jpg.png,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,10:49:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:49:36,,,,,,,,,,,,,,,,,,,,,,,,2267.0342772998847,2277.082015399821,2.0,28.875477799912915,2277.045775299892,None,4.0,30.792563499882817,2277.045775299892,None,2277.045775299892,None,1.0,32.64189550001174,2277.045775299892,None,"[-0.3361111, -0.35277778, 0.31203705, 0.5083333]","[-0.096296296, -0.29722223, -0.2, -0.45925927]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[18.578034800011665, 20.621543999994174, 22.510243400000036, 23.218509700149298]",['Click_to_Continue'],10.027785500045866,None,2299.711467299843,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2022-08-16_10h26.33.262,CSVTrial3,2022.1.3,60.34598769293572,
Question 17: ,stim/Au_art_20005.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/conversational_Au_art_20005.jpg.png,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,10:49:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:50:10,,,,,,,,,,,,,,,,,,,,,,,,2300.3421606000047,2310.3914827997796,2.0,27.070595600176603,2310.36285509984,None,3.0,28.377254199935123,2310.36285509984,None,2310.36285509984,None,1.0,32.2920508000534,2310.36285509984,None,"[-0.3425926, -0.4648148, 0.275, 0.2851852, 0.29444444, 0.55185187]","[-0.11203704, -0.29814816, -0.17314816, -0.18981482, -0.19166666, -0.4564815]","[1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[16.719291999936104, 17.905213499907404, 20.947195299901068, 21.413707199972123, 22.157418600050732, 23.40894649992697]",['Click_to_Continue'],10.034966300008819,None,2332.677116899984,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2022-08-16_10h26.33.262,CSVTrial3,2022.1.3,60.34598769293572,
Question 18:,stim/Au_art_20034.jpg.png,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/conversational_Au_art_20034.jpg.png,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,10:50:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:50:34,,,,,,,,,,,,,,,,,,,,,,,,2333.8320444999263,2343.8824690999463,2.0,18.131625099806115,2343.8523275998887,None,4.0,20.182550200028345,2343.8523275998887,None,2343.8523275998887,None,1.0,22.91206580004655,2343.8523275998887,None,"[-0.33888888, -0.36018518, 0.27962962, 0.29166666, 0.5601852]","[-0.09259259, -0.2888889, -0.19166666, -0.19814815, -0.4351852]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[7.885978600010276, 9.940568800084293, 12.29648150014691, 12.776876999996603, 13.62568370020017]",['Click_to_Continue'],10.03489654022269,None,2356.784567499999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2022-08-16_10h26.33.262,CSVTrial3,2022.1.3,60.34598769293572,
Question 19:,stim/Tp_D_CRN_M_N_cha10137_art00021_12210.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/conversational_Tp_D_CRN_M_N_cha10137_art00021_12210.jpg.png,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,10:50:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:51:13,,,,,,,,,,,,,,,,,,,,,,,,2357.540635299869,2367.5828516997863,2.0,21.70373579999432,2367.5541838998906,None,4.0,36.74186660000123,2367.5541838998906,None,2367.5541838998906,None,3.0,38.49272760003805,2367.5541838998906,None,"[-0.3175926, -0.35185185, 0.5, 0.5185185]","[-0.10277778, -0.3037037, -0.19814815, -0.44444445]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[11.380516099976376, 26.496467200107872, 28.341533600119874, 29.13068150007166]",['Click_to_Continue'],10.024626840138808,None,2396.084538599942,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2022-08-16_10h26.33.262,CSVTrial3,2022.1.3,60.34598769293572,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2022-08-16_10h26.33.262,CSVTrial3,2022.1.3,60.34598769293572,
Question 1:,stim/Au_ani_00001.jpg,"The AI system has determined that the above image is authentic. 
Do you accept or deny this claim?",stim/feature_based_Au_ani_00001.jpg.png,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 10:52:56",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 10:53:22",,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500.052956499858,2510.141047199955,2510.113070299849,None,1.0,21.621633199974895,2510.113070299849,None,4.0,23.050577600020915,2510.113070299849,None,2510.113070299849,None,3.0,24.764077900210395,2510.113070299849,None,2524.865417199908,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2022-08-16_10h26.33.262,CSVTrial3,2022.1.3,60.34598769293572,
Question 2:,stim/Tp_D_CNN_S_B_ind00018_ind00089_00007.tif,"The AI system has determined that the above image is authentic. 
Do you accept or deny this claim?",stim/feature_based_Tp_D_CNN_S_B_ind00018_ind00089_00007.tif.png,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 10:53:22",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 10:54:05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2526.142690199893,2536.198271199828,2536.166802399792,None,1.0,40.03595309983939,2536.166802399792,None,4.0,40.74817769997753,2536.166802399792,None,2536.166802399792,None,3.0,41.64400229998864,2536.166802399792,None,2567.826387599809,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2022-08-16_10h26.33.262,CSVTrial3,2022.1.3,60.34598769293572,
Question 3:,stim/Au_ani_00003.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/feature_based_Au_ani_00003.jpg.png,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 10:54:05",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 10:54:24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2568.7803173998836,2578.8344852998853,2578.804774399847,None,1.0,15.493172200163826,2578.804774399847,None,4.0,17.217175099998713,2578.804774399847,None,2578.804774399847,None,3.0,18.313166300067678,2578.804774399847,None,2587.131336199818,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2022-08-16_10h26.33.262,CSVTrial3,2022.1.3,60.34598769293572,
Question 4:,stim/Au_ani_00005.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/feature_based_Au_ani_00005.jpg.png,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 10:54:24",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 10:54:57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2587.913670799928,2597.9578792999964,2597.9296475998126,None,2.0,27.719350500032306,2597.9296475998126,None,3.0,28.91577670001425,2597.9296475998126,None,2597.9296475998126,None,3.0,32.42115870001726,2597.9296475998126,None,2620.3708754999097,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2022-08-16_10h26.33.262,CSVTrial3,2022.1.3,60.34598769293572,
Question 5:,stim/Tp_D_CND_M_N_art00076_art00077_10289.tif,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/feature_based_Tp_D_CND_M_N_art00076_art00077_10289.tif.png,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 10:54:57",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 10:55:29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2620.9754374998156,2631.019913399825,2630.990601899801,None,1.0,29.24251430016011,2630.990601899801,None,3.0,30.285247599938884,2630.990601899801,None,2630.990601899801,None,3.0,31.539432999910787,2630.990601899801,None,2652.5501601998694,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2022-08-16_10h26.33.262,CSVTrial3,2022.1.3,60.34598769293572,
Question 6:,stim/Tp_D_CND_M_N_art00077_art00076_10290.tif,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/feature_based_Tp_D_CND_M_N_art00077_art00076_10290.tif.png,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 10:55:29",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 10:55:50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2653.4602067999076,2663.5079218999017,2663.476043699775,None,1.0,18.1961610999424,2663.476043699775,None,3.0,18.999405400129035,2663.476043699775,None,2663.476043699775,None,3.0,20.07981690019369,2663.476043699775,None,2673.581252499949,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2022-08-16_10h26.33.262,CSVTrial3,2022.1.3,60.34598769293572,
Question 7:,stim/Au_ani_00017.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/feature_based_Au_ani_00017.jpg.png,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 10:55:50",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 10:56:11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2674.1890919997822,2684.2154395999387,2684.2154395999387,None,2.0,18.424768700031564,2684.2154395999387,None,3.0,19.33098299987614,2684.2154395999387,None,2684.2154395999387,None,3.0,20.37415359984152,2684.2154395999387,None,2694.605566299986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2022-08-16_10h26.33.262,CSVTrial3,2022.1.3,60.34598769293572,
Question 8:,stim/Tp_D_CND_M_N_ani00018_sec00096_00138.tif,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/feature_based_Tp_D_CND_M_N_ani00018_sec00096_00138.tif.png,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 10:56:11",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 10:56:32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2695.1232840998564,2705.1430353999604,2705.1430353999604,None,2.0,18.007609899854288,2705.1430353999604,None,3.0,18.957307799952105,2705.1430353999604,None,2705.1430353999604,None,3.0,20.05945060006343,2705.1430353999604,None,2715.25585899991,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2022-08-16_10h26.33.262,CSVTrial3,2022.1.3,60.34598769293572,
Question 9:,stim/Au_txt_00005.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/feature_based_Au_txt_00005.jpg.png,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 10:56:32",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 10:56:59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2715.784634699812,2725.8299074999522,2725.8299074999522,None,2.0,24.1572138001211,2725.8299074999522,None,3.0,24.825790400151163,2725.8299074999522,None,2725.8299074999522,None,3.0,26.665324000176042,2725.8299074999522,None,2742.490486799972,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,007,001,2022-08-16_10h26.33.262,CSVTrial3,2022.1.3,60.34598769293572,
