txtStim,stimFile,AI_Resp,ExplanationFile,Loop_1.thisRepN,Loop_1.thisTrialN,Loop_1.thisN,Loop_1.thisIndex,Loop_2.thisRepN,Loop_2.thisTrialN,Loop_2.thisN,Loop_2.thisIndex,Loop_3.thisRepN,Loop_3.thisTrialN,Loop_3.thisN,Loop_3.thisIndex,Loop_4.thisRepN,Loop_4.thisTrialN,Loop_4.thisN,Loop_4.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trial_start,Text_Intro_Txt.started,Text_Intro_Txt.stopped,Question_Txt_5.started,Question_Txt_5.stopped,Accept_Deny_Button_5.response,Accept_Deny_Button_5.rt,Accept_Deny_Button_5.started,Accept_Deny_Button_5.stopped,ConfidenceSlider_5.response,ConfidenceSlider_5.rt,ConfidenceSlider_5.started,ConfidenceSlider_5.stopped,DenySlider_5.response,DenySlider_5.rt,DenySlider_5.started,DenySlider_5.stopped,mouse_8.x,mouse_8.y,mouse_8.leftButton,mouse_8.midButton,mouse_8.rightButton,mouse_8.time,mouse_8.clicked_name,mouse_8.started,mouse_8.stopped,Click_to_Continue_8.started,Click_to_Continue_8.stopped,trial_end,Q1_Slider.response,Q2_Slider.response,Q3_Slider.response,Q4_Slider.response,Q5_Slider.response,Q6_Slider.response,Q7_Slider.response,Q8_Slider.response,Q9_Slider.response,Q10_Slider.response,Q11_Slider.response,Q12_Slider.response,Q13_Slider.response,Q14_Slider.response,Q15_Slider.response,Q16_Slider.response,Q17_Slider.response,Q18_Slider.response,Q19_Slider.response,Q20_Slider.response,Q21_Slider.response,Q22_Slider.response,Q23_Slider.response,Conversational_Intro_Txt.started,Conversational_Intro_Txt.stopped,Accept_Deny_Button.response,Accept_Deny_Button.rt,Accept_Deny_Button.started,Accept_Deny_Button.stopped,ConfidenceSlider.response,ConfidenceSlider.rt,ConfidenceSlider.started,ConfidenceSlider.stopped,Experimental_Images.started,Experimental_Images.stopped,DenySlider.response,DenySlider.rt,DenySlider.started,DenySlider.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,Click_to_Continue.started,Click_to_Continue.stopped,Feature_Intro_Txt.started,Feature_Intro_Txt.stopped,Question_Txt_3.started,Question_Txt_3.stopped,Accept_Deny_Button_3.response,Accept_Deny_Button_3.rt,Accept_Deny_Button_3.started,Accept_Deny_Button_3.stopped,ConfidenceSlider_3.response,ConfidenceSlider_3.rt,ConfidenceSlider_3.started,ConfidenceSlider_3.stopped,Experimental_Images_3.started,Experimental_Images_3.stopped,DenySlider_3.response,DenySlider_3.rt,DenySlider_3.started,DenySlider_3.stopped,Click_to_Continue_6.started,Click_to_Continue_6.stopped,PresstoCont_8.started,PresstoCont_8.stopped,Image_Intro_Txt.started,Image_Intro_Txt.stopped,Question_Txt_4.started,Question_Txt_4.stopped,Accept_Deny_Button_4.response,Accept_Deny_Button_4.rt,Accept_Deny_Button_4.started,Accept_Deny_Button_4.stopped,ConfidenceSlider_4.response,ConfidenceSlider_4.rt,ConfidenceSlider_4.started,ConfidenceSlider_4.stopped,Experimental_Images_4.started,Experimental_Images_4.stopped,DenySlider_4.response,DenySlider_4.rt,DenySlider_4.started,DenySlider_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.time,mouse_7.clicked_name,mouse_7.started,mouse_7.stopped,Click_to_Continue_7.started,Click_to_Continue_7.stopped,PresstoCont_7.started,PresstoCont_7.stopped,Intro_Text.started,Intro_Text.stopped,Stim_slider.response,Stim_slider.rt,Stim_slider.started,Stim_slider.stopped,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,mouse_5.clicked_name,mouse_5.started,mouse_5.stopped,Click_to_Continue_5.started,Click_to_Continue_5.stopped,Choice_4_Intro_Txt.started,Choice_4_Intro_Txt.stopped,Question_Txt_9.started,Question_Txt_9.stopped,Accept_Deny_Button_9.response,Accept_Deny_Button_9.rt,Accept_Deny_Button_9.started,Accept_Deny_Button_9.stopped,ConfidenceSlider_9.response,ConfidenceSlider_9.rt,ConfidenceSlider_9.started,ConfidenceSlider_9.stopped,Experimental_Images_9.started,Experimental_Images_9.stopped,DenySlider_9.response,DenySlider_9.rt,DenySlider_9.started,DenySlider_9.stopped,mouse_12.x,mouse_12.y,mouse_12.leftButton,mouse_12.midButton,mouse_12.rightButton,mouse_12.time,mouse_12.clicked_name,mouse_12.started,mouse_12.stopped,Click_to_Continue_12.started,Click_to_Continue_12.stopped,end_Txt.started,end_Txt.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Question 10:,stim/Tp_D_CRN_M_N_nat00019_nat00028_11048.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/text_based_Tp_D_CRN_M_N_nat00019_nat00028_11048.jpg.png,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 02:25:16",846.0271233001258,856.0533960000612,856.0533960000612,None,2.0,22.583953800145537,856.0533960000612,None,5.0,24.99141369992867,856.0533960000612,None,1.0,26.629526800010353,856.0533960000612,None,"[-0.31851852, -0.25, 0.31203705, 0.5462963]","[-0.09259259, -0.29074073, -0.20462963, -0.46203703]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[12.380929899867624, 14.80874320003204, 16.458014199975878, 20.3550327999983]",['Click_to_Continue_8'],10.030194410122931,None,872.6971819000319,None,"Tuesday, August 16, 2022 02:25:47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 11:,stim/Au_ani_00048.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/text_based_Au_ani_00048.jpg.png,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 02:25:47",876.4739111000672,886.5348521000706,886.4921313999221,None,1.0,17.848178199958056,886.4921313999221,None,5.0,19.827138300053775,886.4921313999221,None,3.0,22.387117200065404,886.4921313999221,None,"[-0.58055556, -0.26018518, 0.51944447, 0.49907407, 0.5935185]","[-0.11481482, -0.29814816, -0.19722222, -0.19537038, -0.46203703]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[7.617116599809378, 9.594744599889964, 11.641423299908638, 12.26510119996965, 14.08204839983955]",['Click_to_Continue_8'],10.025490780128166,None,898.896160100121,None,"Tuesday, August 16, 2022 02:26:11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 12:,stim/Tp_D_CRN_M_N_nat00084_nat00086_10073.tif,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/text_based_Tp_D_CRN_M_N_nat00084_nat00086_10073.tif.png,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 02:26:11",900.6266862000339,910.6654926999472,910.6374756000005,None,2.0,27.90332920011133,910.6374756000005,None,4.0,30.50362700014375,910.6374756000005,None,1.0,33.42898700013757,910.6374756000005,None,"[-0.32407406, -0.3472222, 0.27962962, 0.2898148, 0.30555555, 0.53981483]","[-0.11388889, -0.3037037, -0.21666667, -0.21111111, -0.18518518, -0.4398148]","[1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[17.713602799922228, 20.33612810005434, 21.791214199969545, 22.191360200056806, 23.32396039995365, 31.23060250002891]",['Click_to_Continue_8'],10.029898480279371,None,934.0924935999792,None,"Tuesday, August 16, 2022 02:26:52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 13:,stim/Au_ani_00070.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/text_based_Au_ani_00070.jpg.png,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 02:26:52",941.927241000114,951.995711500058,951.9637577999383,None,2.0,28.14403249998577,951.9637577999383,None,5.0,30.854951800080016,951.9637577999383,None,1.0,31.9141914001666,951.9637577999383,None,"[-0.30833334, -0.3287037, -0.24814814, 0.3037037, 0.57314813]","[-0.10185185, -0.09166667, -0.29537037, -0.20092593, -0.4462963]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[16.875813800143078, 17.910038399975747, 20.65097860014066, 21.754040300147608, 31.179063900141045]",['Click_to_Continue_8'],10.049592880066484,None,973.8778317999095,None,"Tuesday, August 16, 2022 02:27:33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 14:,stim/Tp_D_CRN_S_B_pla00041_pla00040_10978.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/text_based_Tp_D_CRN_S_B_pla00041_pla00040_10978.jpg.png,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 02:27:33",983.1983171000611,993.2480496000499,993.2168912000488,None,1.0,23.377359199803323,993.2168912000488,None,5.0,31.863337900023907,993.2168912000488,None,3.0,34.57157270004973,993.2168912000488,None,"[-0.57592595, -0.25092593, 0.5083333, 0.53425926]","[-0.1037037, -0.29444444, -0.19907407, -0.44907406]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[13.219966900069267, 21.664321799995378, 24.385136099997908, 28.263938900083303]",['Click_to_Continue_8'],10.035102179972455,None,1017.8054124999326,None,"Tuesday, August 16, 2022 02:28:12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 15:,stim/Au_ani_00093.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/text_based_Au_ani_00093.jpg.png,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 02:28:12",1021.5359489000402,1031.5991418000776,1031.570770499995,None,1.0,18.553613000083715,1031.570770499995,None,5.0,24.487433899892494,1031.570770499995,None,1.0,27.17041780008003,1031.570770499995,None,"[-0.575, -0.25277779, 0.29074073, 0.56666666]","[-0.098148145, -0.2962963, -0.2074074, -0.44074073]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[8.35231940005906, 14.298117100028321, 16.98560360004194, 20.127471799962223]",['Click_to_Continue_8'],10.051624580053613,None,1048.7423690999858,None,"Tuesday, August 16, 2022 02:28:42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 16:,stim/Tp_D_CRN_M_N_arc00045_arc00046_10084.tif,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/text_based_Tp_D_CRN_M_N_arc00045_arc00046_10084.tif.png,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 02:28:42",1051.7589020000305,1061.7903215000406,1061.7903215000406,None,1.0,16.66976760001853,1061.7903215000406,None,5.0,22.495392800075933,1061.7903215000406,None,3.0,24.792742100078613,1061.7903215000406,None,"[-0.57222223, -0.24907407, 0.4962963, 0.5462963]","[-0.097222224, -0.28703704, -0.19814815, -0.44444445]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[6.439020099816844, 12.27007419988513, 14.643870099913329, 17.384169899858534]",['Click_to_Continue_8'],10.04266408039257,None,1076.6010962999426,None,"Tuesday, August 16, 2022 02:29:09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 17:,stim/Tp_D_CRN_S_N_ani10120_sec00098_11614.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/text_based_Tp_D_CRN_S_N_ani10120_sec00098_11614.jpg.png,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 02:29:09",1079.2319032999221,1089.2932114000432,1089.2580113001168,None,2.0,24.88792150001973,1089.2580113001168,None,5.0,28.501398500055075,1089.2580113001168,None,1.0,31.550128099974245,1089.2580113001168,None,"[-0.32314816, -0.25277779, 0.2935185, 0.52037036]","[-0.087037034, -0.29166666, -0.20462963, -0.44814816]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[14.699929400114343, 18.296430899994448, 21.389461799990386, 26.296318599954247]",['Click_to_Continue_8'],10.040384280029684,None,1110.820626599947,None,"Tuesday, August 16, 2022 02:29:46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 18:,stim/Tp_D_CRN_M_N_pla00035_pla00033_10997.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/text_based_Tp_D_CRN_M_N_pla00035_pla00033_10997.jpg.png,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 02:29:46",1115.6083587000612,1125.6551580999512,1125.624614899978,None,2.0,22.456032800022513,1125.624614899978,None,5.0,28.463225200073794,1125.624614899978,None,3.0,36.94697259995155,1125.624614899978,None,"[-0.3287037, -0.25092593, 0.5046296, 0.5453704]","[-0.10092592, -0.3037037, -0.19074073, -0.45740741]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[12.237320799846202, 18.27555219992064, 26.741391899995506, 44.71199809992686]",['Click_to_Continue_8'],10.034482080256566,None,1152.6059433000628,None,"Tuesday, August 16, 2022 02:30:41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 19:,stim/Au_nat_20060.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/text_based_Au_nat_20060.jpg.png,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 02:30:41",1170.4095169999637,1180.4625731999986,1180.4338618000038,None,2.0,22.42940070014447,1180.4338618000038,None,5.0,26.520215700147673,1180.4338618000038,None,1.0,28.130358200054616,1180.4338618000038,None,"[-0.3148148, -0.2537037, 0.31574073, 0.5472222]","[-0.10925926, -0.2935185, -0.19629629, -0.44814816]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[12.257264700019732, 16.292525299824774, 17.916218899888918, 19.66739089996554]",['Click_to_Continue_8'],10.041260650148615,None,1198.5753560999874,None,"Tuesday, August 16, 2022 02:31:10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 1:,stim/Tp_D_CNN_M_N_ani00023_ani00024_10205.tif,"The AI system has determined that the above image is not authentic. 
Do you accept or deny this claim?",stim/conversational_Tp_D_CNN_M_N_ani00023_ani00024_10205.tif.png,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,02:34:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:35:18,,,,,,,,,,,,,2.0,1.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,1414.6556619999465,1424.7414613000583,1.0,20.74263220001012,1424.705828800099,None,5.0,27.612535299966112,1424.705828800099,None,1424.705828800099,None,3.0,32.101202899822965,1424.705828800099,None,"[-0.575, -0.25833333, 0.5222222, 0.4925926, 0.5787037]","[-0.10462963, -0.29814816, -0.19814815, -0.20833333, -0.45185184]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[10.521529900142923, 17.39823180017993, 21.42515050014481, 21.90580780012533, 23.11194540001452]",['Click_to_Continue'],10.06856158003211,None,1446.795978799928,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 2:,stim/Tp_D_CNN_S_N_art00007_art00008_01197.tif,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/conversational_Tp_D_CNN_S_N_art00007_art00008_01197.tif.png,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,02:35:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:36:01,,,,,,,,,,,,,,,,,,,,,,,,1447.8774349000305,1457.946140000131,2.0,32.92732909996994,1457.9022176999133,None,4.0,33.91431579994969,1457.9022176999133,None,1457.9022176999133,None,1.0,35.323356200009584,1457.9022176999133,None,"[-0.30925927, -0.31666666, -0.3537037, 0.3037037, 0.5537037]","[-0.097222224, -0.1, -0.30092594, -0.20833333, -0.44722223]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[21.87805309984833, 22.758092999923974, 23.748442000010982, 25.139560000039637, 32.959400000050664]",['Click_to_Continue'],10.039697180036455,None,1483.2366001999471,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 3:,stim/Au_pla_20034.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/conversational_Au_pla_20034.jpg.png,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,02:36:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:36:28,,,,,,,,,,,,,,,,,,,,,,,,1490.9375911001116,1500.984090999933,1.0,14.701108700130135,1500.9540246999823,None,5.0,16.16207249998115,1500.9540246999823,None,1500.9540246999823,None,3.0,18.464590900111943,1500.9540246999823,None,"[-0.5777778, -0.25555557, 0.4962963, 0.5453704]","[-0.1037037, -0.30185184, -0.19074073, -0.45092592]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[4.378638599999249, 5.963167199864984, 8.362491499865428, 16.772470499854535]",['Click_to_Continue'],10.029563649790362,None,1509.441295800032,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 4:,stim/Tp_D_CNN_M_B_nat00056_nat00099_11105.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/conversational_Tp_D_CNN_M_B_nat00056_nat00099_11105.jpg.png,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,02:36:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:36:57,,,,,,,,,,,,,,,,,,,,,,,,1517.804192099953,1527.8594090999104,2.0,21.321111399913207,1527.828999800142,None,5.0,26.70007049990818,1527.828999800142,None,1527.828999800142,None,1.0,27.881349300034344,1527.828999800142,None,"[-0.30092594, -0.31296295, -0.25092593, 0.2962963, 0.57314813]","[-0.07037037, -0.09259259, -0.28055555, -0.19814815, -0.4425926]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[10.587774799903855, 11.102534499950707, 16.554634099826217, 17.705456799827516, 18.708188799908385]",['Click_to_Continue'],10.03655964997597,None,1545.7219100999646,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 5:,stim/Au_ani_10178.jpg.png,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/conversational_Au_ani_10178.jpg.png,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,02:36:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:37:21,,,,,,,,,,,,,,,,,,,,,,,,1546.618824500125,1556.6885190000758,2.0,17.92105649993755,1556.6411707000807,None,5.0,21.72628830000758,1556.6411707000807,None,1556.6411707000807,None,1.0,22.697073199786246,1556.6411707000807,None,"[-0.31203705, -0.32962963, -0.2462963, 0.3074074, 0.53981483]","[-0.09166667, -0.096296296, -0.3, -0.19074073, -0.4462963]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[5.954272300004959, 7.692660600179806, 11.554231000132859, 12.54160870006308, 14.387464300030842]",['Click_to_Continue'],10.03059304971248,None,1569.3556548999622,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 6:,stim/Tp_D_CNN_S_N_nat00095_ani00017_10219.tif,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/conversational_Tp_D_CNN_S_N_nat00095_ani00017_10219.tif.png,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,02:37:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:37:54,,,,,,,,,,,,,,,,,,,,,,,,1571.0911123999394,1581.1278337000404,2.0,16.880316599970683,1581.1278337000404,None,5.0,25.959030400030315,1581.1278337000404,None,1581.1278337000404,None,1.0,31.207570999860764,1581.1278337000404,None,"[-0.31296295, -0.25, 0.3175926, 0.5842593]","[-0.10092592, -0.30833334, -0.21111111, -0.45092592]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[6.679813900031149, 15.585381000069901, 21.035572099965066, 22.497097400017083]",['Click_to_Continue'],10.045725680189207,None,1602.3348225001246,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 7: ,stim/Au_nat_30517.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/conversational_Au_nat_30517.jpg.png,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,02:37:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:38:50,,,,,,,,,,,,,,,,,,,,,,,,1603.6792427001055,1613.7140697999857,2.0,26.984082499984652,1613.6837369999848,None,4.0,51.588989100186154,1613.6837369999848,None,1613.6837369999848,None,1.0,55.359428599942476,1613.6837369999848,None,"[-0.3148148, -0.3564815, 0.30277777, 0.5611111]","[-0.10462963, -0.2935185, -0.19166666, -0.43703705]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[16.806306599872187, 41.42379399994388, 45.21141769993119, 46.31511730002239]",['Click_to_Continue'],10.022369080223143,None,1659.0720500000753,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
