txtStim,stimFile,AI_Resp,ExplanationFile,Loop_1.thisRepN,Loop_1.thisTrialN,Loop_1.thisN,Loop_1.thisIndex,Loop_2.thisRepN,Loop_2.thisTrialN,Loop_2.thisN,Loop_2.thisIndex,Loop_3.thisRepN,Loop_3.thisTrialN,Loop_3.thisN,Loop_3.thisIndex,Loop_4.thisRepN,Loop_4.thisTrialN,Loop_4.thisN,Loop_4.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trial_start,Text_Intro_Txt.started,Text_Intro_Txt.stopped,Question_Txt_5.started,Question_Txt_5.stopped,Accept_Deny_Button_5.response,Accept_Deny_Button_5.rt,Accept_Deny_Button_5.started,Accept_Deny_Button_5.stopped,ConfidenceSlider_5.response,ConfidenceSlider_5.rt,ConfidenceSlider_5.started,ConfidenceSlider_5.stopped,DenySlider_5.response,DenySlider_5.rt,DenySlider_5.started,DenySlider_5.stopped,mouse_8.x,mouse_8.y,mouse_8.leftButton,mouse_8.midButton,mouse_8.rightButton,mouse_8.time,mouse_8.clicked_name,mouse_8.started,mouse_8.stopped,Click_to_Continue_8.started,Click_to_Continue_8.stopped,trial_end,Q1_Slider.response,Q2_Slider.response,Q3_Slider.response,Q4_Slider.response,Q5_Slider.response,Q6_Slider.response,Q7_Slider.response,Q8_Slider.response,Q9_Slider.response,Q10_Slider.response,Q11_Slider.response,Q12_Slider.response,Q13_Slider.response,Q14_Slider.response,Q15_Slider.response,Q16_Slider.response,Q17_Slider.response,Q18_Slider.response,Q19_Slider.response,Q20_Slider.response,Q21_Slider.response,Q22_Slider.response,Q23_Slider.response,Conversational_Intro_Txt.started,Conversational_Intro_Txt.stopped,Accept_Deny_Button.response,Accept_Deny_Button.rt,Accept_Deny_Button.started,Accept_Deny_Button.stopped,ConfidenceSlider.response,ConfidenceSlider.rt,ConfidenceSlider.started,ConfidenceSlider.stopped,Experimental_Images.started,Experimental_Images.stopped,DenySlider.response,DenySlider.rt,DenySlider.started,DenySlider.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,Click_to_Continue.started,Click_to_Continue.stopped,Feature_Intro_Txt.started,Feature_Intro_Txt.stopped,Question_Txt_3.started,Question_Txt_3.stopped,Accept_Deny_Button_3.response,Accept_Deny_Button_3.rt,Accept_Deny_Button_3.started,Accept_Deny_Button_3.stopped,ConfidenceSlider_3.response,ConfidenceSlider_3.rt,ConfidenceSlider_3.started,ConfidenceSlider_3.stopped,Experimental_Images_3.started,Experimental_Images_3.stopped,DenySlider_3.response,DenySlider_3.rt,DenySlider_3.started,DenySlider_3.stopped,Click_to_Continue_6.started,Click_to_Continue_6.stopped,PresstoCont_8.started,PresstoCont_8.stopped,Image_Intro_Txt.started,Image_Intro_Txt.stopped,Question_Txt_4.started,Question_Txt_4.stopped,Accept_Deny_Button_4.response,Accept_Deny_Button_4.rt,Accept_Deny_Button_4.started,Accept_Deny_Button_4.stopped,ConfidenceSlider_4.response,ConfidenceSlider_4.rt,ConfidenceSlider_4.started,ConfidenceSlider_4.stopped,Experimental_Images_4.started,Experimental_Images_4.stopped,DenySlider_4.response,DenySlider_4.rt,DenySlider_4.started,DenySlider_4.stopped,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.time,mouse_7.clicked_name,mouse_7.started,mouse_7.stopped,Click_to_Continue_7.started,Click_to_Continue_7.stopped,PresstoCont_7.started,PresstoCont_7.stopped,Intro_Text.started,Intro_Text.stopped,Stim_slider.response,Stim_slider.rt,Stim_slider.started,Stim_slider.stopped,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,mouse_5.clicked_name,mouse_5.started,mouse_5.stopped,Click_to_Continue_5.started,Click_to_Continue_5.stopped,Choice_4_Intro_Txt.started,Choice_4_Intro_Txt.stopped,Question_Txt_9.started,Question_Txt_9.stopped,Accept_Deny_Button_9.response,Accept_Deny_Button_9.rt,Accept_Deny_Button_9.started,Accept_Deny_Button_9.stopped,ConfidenceSlider_9.response,ConfidenceSlider_9.rt,ConfidenceSlider_9.started,ConfidenceSlider_9.stopped,Experimental_Images_9.started,Experimental_Images_9.stopped,DenySlider_9.response,DenySlider_9.rt,DenySlider_9.started,DenySlider_9.stopped,mouse_12.x,mouse_12.y,mouse_12.leftButton,mouse_12.midButton,mouse_12.rightButton,mouse_12.time,mouse_12.clicked_name,mouse_12.started,mouse_12.stopped,Click_to_Continue_12.started,Click_to_Continue_12.stopped,end_Txt.started,end_Txt.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Question 8:,stim/Tp_D_CRD_M_N_nat00048_nat00049_11067.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/conversational_Tp_D_CRD_M_N_nat00048_nat00049_11067.jpg.png,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,02:38:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:39:44,,,,,,,,,,,,,,,,,,,,,,,,1660.0557735001203,1670.0904932999983,1.0,40.288787599885836,1670.0636215999257,None,2.0,42.47441769996658,1670.0636215999257,None,1670.0636215999257,None,3.0,52.24137269984931,1670.0636215999257,None,"[-0.5796296, -0.54907405, 0.49537036, 0.56296295]","[-0.10277778, -0.29814816, -0.20462963, -0.44166666]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[30.115523899905384, 32.292012199992314, 42.1362942000851, 43.742184800095856]",['Click_to_Continue'],10.021000480046496,None,1712.3323697999585,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 9:,stim/Au_arc_30794.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/conversational_Au_arc_30794.jpg.png,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,02:39:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:40:05,,,,,,,,,,,,,,,,,,,,,,,,1713.8594170999713,1723.8975124000572,1.0,17.327932399930432,1723.8713120000903,None,5.0,18.43766040005721,1723.8713120000903,None,1723.8713120000903,None,3.0,20.069911600090563,1723.8713120000903,None,"[-0.5888889, -0.58055556, -0.25648147, 0.50555557, 0.55277777]","[-0.09907407, -0.10462963, -0.29166666, -0.18148148, -0.44907406]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[6.306825899984688, 7.140478099929169, 8.29112960002385, 9.890839899890125, 11.220473499968648]",['Click_to_Continue'],10.0299187800847,None,1733.9858858999796,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 10:,stim/Au_nat_30352.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/conversational_Au_nat_30352.jpg.png,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,02:40:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:40:38,,,,,,,,,,,,,,,,,,,,,,,,1735.1600719999988,1745.2052965001203,2.0,20.258084299974144,1745.1769163000863,None,4.0,30.71065689995885,1745.1769163000863,None,1745.1769163000863,None,1.0,32.31724820006639,1745.1769163000863,None,"[-0.31388888, -0.3537037, 0.30833334, 0.5611111]","[-0.09259259, -0.28703704, -0.18518518, -0.44351852]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[10.076723199803382, 20.474009899888188, 22.184819099958986, 22.934150599874556]",['Click_to_Continue'],10.020744079956785,None,1767.513403299963,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 12:,stim/Au_arc_30827.jpg.png,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/conversational_Au_arc_30827.jpg.png,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,02:40:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:41:07,,,,,,,,,,,,,,,,,,,,,,,,1768.1629365000408,1778.1975505000446,1.0,18.28836419992149,1778.1975505000446,None,5.0,23.025181300006807,1778.1975505000446,None,1778.1975505000446,None,3.0,24.61288179992698,1778.1975505000446,None,"[-0.5796296, -0.25833333, 0.5037037, 0.5185185]","[-0.09351852, -0.29537037, -0.20277777, -0.43611112]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[8.098729699850082, 12.779980799881741, 14.444613300031051, 18.349410499911755]",['Click_to_Continue'],10.037769209826365,None,1792.8136571000796,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 13:,stim/Au_art_10012.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/conversational_Au_art_10012.jpg.png,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,02:41:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:41:36,,,,,,,,,,,,,,,,,,,,,,,,1796.6077646000776,1806.6639930000529,1.0,24.638230700045824,1806.6369078001007,None,5.0,25.492379499832168,1806.6369078001007,None,1806.6369078001007,None,3.0,27.09600059990771,1806.6369078001007,None,"[-0.6, -0.587963, -0.24444444, 0.48240742, 0.5777778]","[-0.11018518, -0.10185185, -0.28148147, -0.175, -0.44351852]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[13.862433800008148, 14.455323500093073, 15.283426400041208, 16.90508890012279, 18.729725599987432]",['Click_to_Continue'],10.041332880035043,None,1823.7385518001392,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 14:,stim/Tp_D_CRN_M_B_nat10165_nat10164_12100.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/conversational_Tp_D_CRN_M_B_nat10165_nat10164_12100.jpg.png,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,02:41:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:42:02,,,,,,,,,,,,,,,,,,,,,,,,1825.4194179999176,1835.4411933000665,2.0,19.087769099976867,1835.4411933000665,None,4.0,20.343206700170413,1835.4411933000665,None,1835.4411933000665,None,1.0,22.64035060000606,1835.4411933000665,None,"[-0.3314815, -0.34907407, 0.30462962, 0.55925924]","[-0.11574074, -0.2898148, -0.19351852, -0.42962962]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[8.859091799939051, 10.1445090000052, 12.473220000043511, 16.42308930004947]",['Click_to_Continue'],10.027684609871358,None,1848.1033677000087,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 15:,stim/Tp_D_CRN_M_N_art10115_cha00086_11526.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/conversational_Tp_D_CRN_M_N_art10115_cha00086_11526.jpg.png,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,02:42:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:42:31,,,,,,,,,,,,,,,,,,,,,,,,1851.9294376000762,1861.9598352999892,2.0,17.91703739995137,1861.9598352999892,None,5.0,19.19325549993664,1861.9598352999892,None,1861.9598352999892,None,1.0,27.41280069993809,1861.9598352999892,None,"[-0.32314816, -0.25555557, 0.30185184, 0.55277777]","[-0.10555556, -0.28425926, -0.20833333, -0.43055555]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[7.716224099975079, 8.98683559987694, 17.284337499877438, 19.097698299912736]",['Click_to_Continue'],10.037733180215582,None,1879.385266700061,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 16:,stim/Tp_D_CRN_M_N_nat10154_nat10138_12076.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/conversational_Tp_D_CRN_M_N_nat10154_nat10138_12076.jpg.png,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,02:42:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:43:10,,,,,,,,,,,,,,,,,,,,,,,,1881.1321252000052,1891.1639378000982,2.0,13.850529400166124,1891.1386663999874,None,5.0,14.999413100071251,1891.1386663999874,None,1891.1386663999874,None,1.0,38.37846060004085,1891.1386663999874,None,"[-0.31388888, -0.24722221, 0.30648148, 0.5694444]","[-0.08425926, -0.29814816, -0.19259259, -0.4462963]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[3.668260100064799, 4.795962600037456, 28.241859200177714, 28.999177400022745]",['Click_to_Continue'],10.021659850142896,None,1919.5457379000727,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 17: ,stim/Au_art_20005.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/conversational_Au_art_20005.jpg.png,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,02:43:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:43:38,,,,,,,,,,,,,,,,,,,,,,,,1920.2180532999337,1930.2366331999656,1.0,23.494462999980897,1930.2366331999656,None,5.0,24.22444189991802,1930.2366331999656,None,1930.2366331999656,None,3.0,26.522289599990472,1930.2366331999656,None,"[-0.5685185, -0.26296297, 0.5138889, 0.50555557, 0.53981483]","[-0.09537037, -0.28703704, -0.18981482, -0.2074074, -0.4287037]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[13.349409000016749, 14.068153300089762, 15.24384759995155, 16.39847719995305, 17.85734870005399]",['Click_to_Continue'],10.028656749986112,None,1946.7762275999412,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 18:,stim/Au_art_20034.jpg.png,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/conversational_Au_art_20034.jpg.png,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,02:43:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:44:13,,,,,,,,,,,,,,,,,,,,,,,,1948.1487567999866,1958.1793194999918,1.0,24.76101760007441,1958.1526071999688,None,5.0,26.11540919984691,1958.1526071999688,None,1958.1526071999688,None,3.0,34.12486200011335,1958.1526071999688,None,"[-0.5712963, -0.25648147, 0.50185186, 0.5648148]","[-0.107407406, -0.28703704, -0.19722222, -0.43425927]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[14.62101659993641, 15.87347949994728, 23.992153299972415, 24.84061469999142]",['Click_to_Continue'],10.023010480217636,None,1982.3062058999203,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 19:,stim/Tp_D_CRN_M_N_cha10137_art00021_12210.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/conversational_Tp_D_CRN_M_N_cha10137_art00021_12210.jpg.png,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,02:44:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,02:44:49,,,,,,,,,,,,,,,,,,,,,,,,1983.058550799964,1993.0918020000681,1.0,30.432978000026196,1993.0918020000681,None,5.0,31.318827700102702,1993.0918020000681,None,1993.0918020000681,None,3.0,32.42431679996662,1993.0918020000681,None,"[-0.57314813, -0.26203704, 0.50185186, 0.57592595]","[-0.09537037, -0.28703704, -0.18981482, -0.45]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[20.238258299883455, 21.131608800031245, 22.180984699865803, 25.35839039995335]",['Click_to_Continue'],10.040378980105743,None,2015.5222914000042,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 1:,stim/Au_ani_00001.jpg,"The AI system has determined that the above image is authentic. 
Do you accept or deny this claim?",stim/feature_based_Au_ani_00001.jpg.png,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 02:47:47",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 02:48:15",,,,,,,,,,,,,3.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2197.1824513999745,2207.2455362000037,2207.219063299941,None,1.0,23.378102000104263,2207.219063299941,None,5.0,24.288825300056487,2207.219063299941,None,2207.219063299941,None,3.0,26.629099499899894,2207.219063299941,None,2223.8430115999654,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 2:,stim/Tp_D_CNN_S_B_ind00018_ind00089_00007.tif,"The AI system has determined that the above image is authentic. 
Do you accept or deny this claim?",stim/feature_based_Tp_D_CNN_S_B_ind00018_ind00089_00007.tif.png,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 02:48:15",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 02:48:37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2224.38518569991,2234.4271750999615,2234.4002193999477,None,1.0,16.51639030012302,2234.4002193999477,None,5.0,17.36813069996424,2234.4002193999477,None,2234.4002193999477,None,3.0,18.890235899947584,2234.4002193999477,None,2243.3094914001413,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 3:,stim/Au_ani_00003.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/feature_based_Au_ani_00003.jpg.png,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 02:48:37",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 02:49:03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2247.083245099988,2257.124168700073,2257.0992149999365,None,1.0,21.298734299838543,2257.0992149999365,None,5.0,22.989241200033575,2257.0992149999365,None,2257.0992149999365,None,3.0,24.714050999842584,2257.0992149999365,None,2271.831492499914,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 4:,stim/Au_ani_00005.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/feature_based_Au_ani_00005.jpg.png,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 02:49:03",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 02:49:38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2273.0991978000384,2283.133065199945,2283.1076631001197,None,2.0,13.607801900012419,2283.1076631001197,None,4.0,32.55100890016183,2283.1076631001197,None,2283.1076631001197,None,1.0,33.50718710012734,2283.1076631001197,None,2306.637903300114,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 5:,stim/Tp_D_CND_M_N_art00076_art00077_10289.tif,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/feature_based_Tp_D_CND_M_N_art00076_art00077_10289.tif.png,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 02:49:38",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 02:50:03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2307.423742900137,2317.4699872001074,2317.4407329999376,None,2.0,15.205471399938688,2317.4407329999376,None,5.0,16.89704680000432,2317.4407329999376,None,2317.4407329999376,None,1.0,24.54075980000198,2317.4407329999376,None,2332.0030207999516,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 6:,stim/Tp_D_CND_M_N_art00077_art00076_10290.tif,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/feature_based_Tp_D_CND_M_N_art00077_art00076_10290.tif.png,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 02:50:03",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 02:50:32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2333.1647672001272,2343.197709399974,2343.197709399974,None,2.0,25.826831800164655,2343.197709399974,None,4.0,27.308620099909604,2343.197709399974,None,2343.197709399974,None,1.0,27.955794899957255,2343.197709399974,None,2361.1537097999826,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 7:,stim/Au_ani_00017.jpg,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/feature_based_Au_ani_00017.jpg.png,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 02:50:32",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 02:51:07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2361.723100800067,2371.775935499929,2371.7498335000128,None,2.0,23.08068270003423,2371.7498335000128,None,4.0,25.897039599949494,2371.7498335000128,None,2371.7498335000128,None,1.0,29.01595290005207,2371.7498335000128,None,2379.2607024000026,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 8:,stim/Tp_D_CND_M_N_ani00018_sec00096_00138.tif,"The AI system has determined that the above image is authentic.
Do you accept or deny this claim?",stim/feature_based_Tp_D_CND_M_N_ani00018_sec00096_00138.tif.png,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 02:51:07",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 02:51:28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2396.902403899934,2406.9204828001093,2406.9204828001093,None,1.0,13.98487629997544,2406.9204828001093,None,4.0,19.1529810000211,2406.9204828001093,None,2406.9204828001093,None,1.0,20.435219699982554,2406.9204828001093,None,2417.3714869001415,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
Question 9:,stim/Au_txt_00005.jpg,"The AI system has determined that the above image is not authentic.
Do you accept or deny this claim?",stim/feature_based_Au_txt_00005.jpg.png,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 02:51:28",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuesday, August 16, 2022 02:51:46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417.9817181001417,2428.02061649994,2427.9868606000673,None,2.0,14.227841699961573,2427.9868606000673,None,4.0,15.820344200124964,2427.9868606000673,None,2427.9868606000673,None,1.0,16.564243800006807,2427.9868606000673,None,2434.5792741000187,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2022-08-16_14h16.04.369,CSVTrial3,2022.1.3,59.00899122380412,
