LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1658874882.079548,190784.000,29070,1,T1,1,100,28.968
1658874882.340974,191039.000,29089,1,T1,1,100,28.951
1658874882.475275,191170.000,29121,1,T1,1,100,29.050
1658874882.606501,191298.000,29137,1,T1,1,100,29.021
1658874882.740802,191429.000,29154,1,T1,1,100,29.080
1658874882.873052,191558.000,29170,1,T1,1,100,29.106
1658874883.006328,191688.000,29187,1,T1,1,100,29.223
1658874883.139604,191818.000,29220,1,T1,1,100,29.096
1658874883.273393,191948.500,29243,2,T1,1,100,29.184
1658874883.407182,192079.000,29243,2,T1,1,100,29.115
1658874883.540457,192209.000,29259,1,T1,1,100,29.085
1658874883.673733,192339.000,29277,1,T1,1,100,29.179
1658874883.803934,192466.000,29293,1,T1,1,100,29.077
1658874883.938235,192597.000,29326,1,T1,1,100,29.175
1658874884.070486,192726.000,29343,1,T1,1,100,29.182
1658874884.203762,192856.000,29359,1,T1,1,100,29.292
1658874884.338063,192987.000,29376,1,T1,1,100,29.339
1658874884.470314,193116.000,29408,1,T1,1,100,29.218
1658874884.604615,193247.000,29425,1,T1,1,100,29.236
1658874884.736866,193376.000,29442,1,T1,1,100,29.138
1658874884.871167,193507.000,29458,1,T1,1,100,29.166
1658874885.004443,193637.000,29475,1,T1,1,100,29.214
1658874885.136694,193766.000,29493,1,T1,1,100,29.270
1658874885.269970,193896.000,29510,1,T1,1,100,29.259
1658874885.403246,194026.000,29542,1,T1,1,100,29.289
1658874885.537547,194157.000,29558,1,T1,1,100,29.196
1658874885.669798,194286.000,29576,1,T1,1,100,29.262
1658874885.804099,194417.000,29592,1,T1,1,100,29.291
1658874885.935324,194545.000,29609,1,T1,1,100,29.232
1658874886.069626,194676.000,29626,1,T1,1,100,29.278
1658874886.202902,194806.000,29660,1,T1,1,100,29.297
1658874886.335152,194935.000,29678,1,T1,1,100,29.412
1658874886.469454,195066.000,29694,1,T1,1,100,29.356
1658874886.601704,195195.000,29711,1,T1,1,100,29.402
1658874886.736006,195326.000,29728,1,T1,1,100,29.458
1658874886.868598,195455.333,29762,3,T1,1,100,29.375
1658874887.001190,195584.667,29762,3,T1,1,100,29.304
1658874887.133783,195714.000,29762,3,T1,1,100,29.309
1658874887.267572,195844.500,29783,2,T1,1,100,29.346
1658874887.401360,195975.000,29783,2,T1,1,100,29.398
1658874887.533611,196104.000,29800,1,T1,1,100,29.420
1658874887.666887,196234.000,29817,1,T1,1,100,29.359
1658874887.799138,196363.000,29834,1,T1,1,100,29.439
1658874887.933439,196494.000,29850,1,T1,1,100,29.332
1658874888.065690,196623.000,29868,1,T1,1,100,29.427
1658874888.198966,196753.000,29885,1,T1,1,100,29.362
1658874888.333267,196884.000,29917,1,T1,1,100,29.405
1658874888.464493,197012.000,29934,1,T1,1,100,29.352
1658874888.597769,197142.000,29950,1,T1,1,100,29.365
1658874888.730019,197271.000,29987,1,T1,1,100,29.371
1658874888.864321,197402.000,30006,1,T1,1,100,29.409
1658874888.997597,197532.000,30023,1,T1,1,100,29.460
1658874889.131897,197663.000,30041,1,T1,1,100,29.447
1658874889.264148,197792.000,30072,1,T1,1,100,29.477
1658874889.396399,197921.000,30089,1,T1,1,100,29.526
1658874889.529675,198051.000,30106,1,T1,1,100,29.511
1658874889.660901,198179.000,30138,1,T1,1,100,29.434
1658874889.795202,198310.000,30154,1,T1,1,100,29.436
1658874889.927453,198439.000,30171,1,T1,1,100,29.437
1658874890.062779,198571.000,30188,1,T1,1,100,29.402
1658874890.196055,198701.000,30220,1,T1,1,100,29.387
1658874890.328306,198830.000,30238,1,T1,1,100,29.415
1658874890.461582,198960.000,30254,1,T1,1,100,29.463
1658874890.593832,199089.000,30286,1,T1,1,100,29.484
1658874890.727108,199219.000,30303,1,T1,1,100,29.564
1658874890.859359,199348.000,30319,1,T1,1,100,29.599
1658874890.993660,199479.000,30336,1,T1,1,100,29.578
1658874891.126936,199609.000,30369,1,T1,1,100,29.605
1658874891.261238,199740.000,30385,1,T1,1,100,29.510
1658874891.394514,199870.000,30403,1,T1,1,100,29.540
1658874891.525739,199998.000,30434,1,T1,1,100,29.446
1658874891.661066,200130.000,30451,1,T1,1,100,29.406
1658874891.792291,200258.000,30468,1,T1,1,100,29.495
1658874891.926592,200389.000,30484,1,T1,1,100,29.533
1658874892.058843,200518.000,30517,1,T1,1,100,29.656
1658874892.193144,200649.000,30534,1,T1,1,100,29.709
1658874892.326420,200779.000,30551,1,T1,1,100,29.626
1658874892.459696,200909.000,30583,1,T1,1,100,29.555
1658874892.592972,201039.000,30599,1,T1,1,100,29.488
1658874892.723173,201166.000,30616,1,T1,1,100,29.530
1658874892.857474,201297.000,30633,1,T1,1,100,29.584
1658874892.989725,201426.000,30665,1,T1,1,100,29.536
1658874893.124026,201557.000,30682,1,T1,1,100,29.587
1658874893.257302,201687.000,30699,1,T1,1,100,29.644
1658874893.390578,201817.000,30716,1,T1,1,100,29.669
