LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SR
1658874893.140429,201573,30899,1,SR,1,100,1.266667
1658874894.536751,202935,30917,1,SR,1,100,0.066667
1658874901.194399,209429,32081,1,SR,1,100,0.800000
1658874924.490015,232152,35673,1,SR,1,100,0.466667
1658874926.752631,234359,36013,1,SR,1,100,0.333333
1658874927.220122,234815,36032,1,SR,1,100,0.066667
1658874955.568949,262467,40537,1,SR,1,100,0.466667
1658874997.693385,303556,47167,1,SR,1,100,0.800000
1658874998.890819,304724,47241,1,SR,1,100,0.066667
1658875009.142817,314724,48894,1,SR,1,100,0.266667
1658875029.837502,334910,52155,1,SR,1,100,0.333333
1658875030.306018,335367,52177,1,SR,1,100,0.066667
1658875030.838097,335886,52262,1,SR,1,100,0.066667
1658875031.038011,336081,52347,1,SR,1,100,0.400000
1658875031.701315,336728,52449,1,SR,1,100,0.400000
1658875032.765472,337766,52598,1,SR,1,100,0.266667
1658875033.300627,338288,52699,1,SR,1,100,0.400000
1658875033.831680,338806,52751,1,SR,1,100,0.200000
1658875034.296096,339259,52823,1,SR,1,100,0.200000
1658875034.894812,339843,52924,1,SR,1,100,0.200000
1658875036.829365,341730,53216,1,SR,1,100,0.200000
1658875037.158454,342051,53317,1,SR,1,100,0.533333
1658875037.825859,342702,53369,1,SR,1,100,0.200000
1658875038.823378,343675,53521,1,SR,1,100,0.133333
1658875039.488733,344324,53639,1,SR,1,100,0.200000
1658875042.683256,347440,54084,1,SR,1,100,0.400000
1658875044.745958,349452,54401,1,SR,1,100,0.266667
1658875045.144761,349841,54451,1,SR,1,100,0.133333
1658875054.527390,358993,55971,1,SR,1,100,0.400000
1658875055.327045,359773,56058,1,SR,1,100,0.066667
1658875055.526959,359968,56093,1,SR,1,100,0.066667
1658875056.258952,360682,56229,1,SR,1,100,0.266667
1658875056.660830,361074,56263,1,SR,1,100,0.066667
1658875057.257497,361656,56353,1,SR,1,100,0.066667
1658875057.657325,362046,56424,1,SR,1,100,0.066667
1658875057.858264,362242,56457,1,SR,1,100,0.066667
1658875058.056127,362435,56509,1,SR,1,100,0.266667
1658875058.456980,362826,56543,1,SR,1,100,0.066667
1658875058.655869,363020,56611,1,SR,1,100,0.266667
1658875059.053647,363408,56666,1,SR,1,100,0.133333
1658875059.451424,363796,56716,1,SR,1,100,0.066667
1658875059.654414,363994,56768,1,SR,1,100,0.200000
1658875059.986579,364318,56852,1,SR,1,100,0.400000
