LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1658874893.140429,201573,30898,1,SA,1,100,0.032986
1658874894.536751,202935,30916,1,SA,1,100,0.001772
1658874901.194399,209429,32080,1,SA,1,100,0.011411
1658874924.490015,232152,35672,1,SA,1,100,0.006896
1658874926.752631,234359,36012,1,SA,1,100,0.001614
1658874927.220122,234815,36031,1,SA,1,100,0.000513
1658874955.568949,262467,40536,1,SA,1,100,0.002914
1658874997.693385,303556,47166,1,SA,1,100,0.003519
1658874998.890819,304724,47240,1,SA,1,100,0.000341
1658875009.142817,314724,48893,1,SA,1,100,0.000309
1658875029.837502,334910,52154,1,SA,1,100,0.000299
1658875030.306018,335367,52176,1,SA,1,100,0.000195
1658875030.838097,335886,52261,1,SA,1,100,0.000075
1658875031.038011,336081,52346,1,SA,1,100,0.000743
1658875031.701315,336728,52448,1,SA,1,100,0.000953
1658875032.765472,337766,52597,1,SA,1,100,0.000465
1658875033.300627,338288,52698,1,SA,1,100,0.001152
1658875033.831680,338806,52750,1,SA,1,100,0.000417
1658875034.296096,339259,52822,1,SA,1,100,0.000600
1658875034.894812,339843,52923,1,SA,1,100,0.000566
1658875036.829365,341730,53215,1,SA,1,100,0.000213
1658875037.158454,342051,53316,1,SA,1,100,0.001572
1658875037.825859,342702,53368,1,SA,1,100,0.000726
1658875038.823378,343675,53520,1,SA,1,100,0.000330
1658875039.488733,344324,53638,1,SA,1,100,0.000223
1658875042.683256,347440,54083,1,SA,1,100,0.000733
1658875044.745958,349452,54400,1,SA,1,100,0.000388
1658875045.144761,349841,54450,1,SA,1,100,0.000123
1658875054.527390,358993,55970,1,SA,1,100,0.000685
1658875055.327045,359773,56057,1,SA,1,100,0.000111
1658875055.526959,359968,56092,1,SA,1,100,0.000300
1658875056.258952,360682,56228,1,SA,1,100,0.000250
1658875056.660830,361074,56262,1,SA,1,100,0.000024
1658875057.257497,361656,56352,1,SA,1,100,0.000032
1658875057.657325,362046,56423,1,SA,1,100,0.000025
1658875057.858264,362242,56456,1,SA,1,100,0.000235
1658875058.056127,362435,56508,1,SA,1,100,0.000890
1658875058.456980,362826,56542,1,SA,1,100,0.000148
1658875058.655869,363020,56610,1,SA,1,100,0.000409
1658875059.053647,363408,56665,1,SA,1,100,0.000257
1658875059.451424,363796,56715,1,SA,1,100,0.000084
1658875059.654414,363994,56767,1,SA,1,100,0.000446
1658875059.986579,364318,56851,1,SA,1,100,0.001160
1658875060.518657,364837,56901,1,SA,1,100,0.000675
