TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
566174.000000,3466455.000000,1658875266.929320,1658878240.296969,698,190784,3.8084e+06,1.5.10
