LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1658874883.410257,192082.000,29232,2,AK,1,100,28428
1658874883.410257,192082.000,29232,2,AK,1,100,RD
1658874883.446652,192117.500,29235,2,AK,1,100,29233
1658874883.483046,192153.000,29235,2,AK,1,100,RD
1658874886.084491,194690.500,29962,2,AK,1,100,29233
1658874888.685936,197228.000,29962,2,AK,1,100,RD
1658874888.700289,197242.000,29965,2,AK,1,100,29963
1658874888.714641,197256.000,29965,2,AK,1,100,RD
1658874891.318649,199796.000,30794,2,AK,1,100,29963
1658874893.922657,202336.000,30794,2,AK,1,100,RD
1658874893.937009,202350.000,30797,2,AK,1,100,30795
1658874893.951362,202364.000,30797,2,AK,1,100,RD
1658874896.554344,204903.000,31630,2,AK,1,100,30795
1658874899.157327,207442.000,31630,2,AK,1,100,RD
1658874899.204999,207488.500,31633,2,AK,1,100,31631
1658874899.252671,207535.000,31633,2,AK,1,100,RD
1658874901.826947,210046.000,32444,2,AK,1,100,31631
1658874904.401224,212557.000,32444,2,AK,1,100,RD
1658874904.437619,212592.500,32447,2,AK,1,100,32445
1658874904.474013,212628.000,32447,2,AK,1,100,RD
1658874907.064181,215154.500,33273,2,AK,1,100,32445
1658874909.654348,217681.000,33273,2,AK,1,100,RD
1658874909.668701,217695.000,33276,2,AK,1,100,33274
1658874909.683054,217709.000,33276,2,AK,1,100,RD
1658874912.314742,220276.000,34103,2,AK,1,100,33274
1658874914.946430,222843.000,34103,2,AK,1,100,RD
1658874914.961295,222857.500,34106,2,AK,1,100,34104
1658874914.976161,222872.000,34106,2,AK,1,100,RD
1658874917.584269,225416.000,34919,2,AK,1,100,34104
1658874920.192378,227960.000,34919,2,AK,1,100,RD
1658874920.235436,228002.000,34922,2,AK,1,100,34920
1658874920.278494,228044.000,34922,2,AK,1,100,RD
1658874922.863536,230565.500,35742,2,AK,1,100,34920
1658874925.448577,233087.000,35742,2,AK,1,100,RD
1658874925.463955,233102.000,35745,2,AK,1,100,35743
1658874925.479333,233117.000,35745,2,AK,1,100,RD
1658874928.080778,235654.500,36562,2,AK,1,100,35743
1658874930.682222,238192.000,36562,2,AK,1,100,RD
1658874930.732970,238241.500,36565,2,AK,1,100,36563
1658874930.783717,238291.000,36565,2,AK,1,100,RD
1658874933.351330,240795.500,37383,2,AK,1,100,36563
1658874935.918943,243300.000,37383,2,AK,1,100,RD
1658874935.933809,243314.500,37386,2,AK,1,100,37384
1658874935.948674,243329.000,37386,2,AK,1,100,RD
1658874938.572673,245888.500,38219,2,AK,1,100,37384
1658874941.196672,248448.000,38219,2,AK,1,100,RD
1658874941.216663,248467.500,38222,2,AK,1,100,38220
1658874941.236655,248487.000,38222,2,AK,1,100,RD
1658874943.832973,251019.500,39036,2,AK,1,100,38220
1658874946.429292,253552.000,39036,2,AK,1,100,RD
1658874946.445183,253567.500,39039,2,AK,1,100,39037
1658874946.461073,253583.000,39039,2,AK,1,100,RD
1658874949.063543,256121.500,39854,2,AK,1,100,39037
1658874951.666013,258660.000,39854,2,AK,1,100,RD
1658874951.682929,258676.500,39857,2,AK,1,100,39855
1658874951.699844,258693.000,39857,2,AK,1,100,RD
1658874954.324356,261253.000,40671,2,AK,1,100,39855
1658874956.948868,263813.000,40671,2,AK,1,100,RD
1658874956.990388,263853.500,40674,2,AK,1,100,40672
1658874957.031909,263894.000,40674,2,AK,1,100,RD
1658874959.608236,266407.000,41491,2,AK,1,100,40672
1658874962.184563,268920.000,41491,2,AK,1,100,RD
1658874962.200454,268935.500,41494,2,AK,1,100,41492
1658874962.216345,268951.000,41494,2,AK,1,100,RD
1658874964.818814,271489.500,42308,2,AK,1,100,41492
1658874967.421284,274028.000,42308,2,AK,1,100,RD
1658874967.436150,274042.500,42311,2,AK,1,100,42309
1658874967.451015,274057.000,42311,2,AK,1,100,RD
1658874970.051947,276594.000,43121,2,AK,1,100,42309
1658874972.652879,279131.000,43121,2,AK,1,100,RD
1658874975.270727,281684.500,43934,2,AK,1,100,43122
1658874977.888575,284238.000,43934,2,AK,1,100,RD
1658874977.900877,284250.000,43936,2,AK,1,100,43122
1658874977.913179,284262.000,43936,2,AK,1,100,RD
1658874977.954700,284302.500,43939,2,AK,1,100,43937
1658874977.996221,284343.000,43939,2,AK,1,100,RD
1658874980.558195,286842.000,44754,2,AK,1,100,43937
1658874983.120169,289341.000,44754,2,AK,1,100,RD
1658874983.136060,289356.500,44757,2,AK,1,100,44755
1658874983.151951,289372.000,44757,2,AK,1,100,RD
1658874985.783126,291938.500,45586,2,AK,1,100,44755
1658874988.414302,294505.000,45586,2,AK,1,100,RD
1658874988.430705,294521.000,45589,2,AK,1,100,45587
1658874988.447108,294537.000,45589,2,AK,1,100,RD
1658874991.047015,297073.000,46401,2,AK,1,100,45587
1658874993.646922,299609.000,46401,2,AK,1,100,RD
1658874996.261181,302159.000,47215,2,AK,1,100,46402
1658874998.875441,304709.000,47215,2,AK,1,100,RD
1658874998.882105,304715.500,47217,2,AK,1,100,46402
1658874998.888768,304722.000,47217,2,AK,1,100,RD
1658874998.902609,304735.500,47220,2,AK,1,100,47218
1658874998.916449,304749.000,47220,2,AK,1,100,RD
1658875001.544036,307312.000,48051,2,AK,1,100,47218
1658875004.171623,309875.000,48051,2,AK,1,100,RD
1658875004.193152,309896.000,48054,2,AK,1,100,48052
1658875004.214682,309917.000,48054,2,AK,1,100,RD
1658875006.826891,312465.000,48888,2,AK,1,100,48052
1658875009.439100,315013.000,48888,2,AK,1,100,RD
1658875009.453965,315027.500,48891,2,AK,1,100,48889
1658875009.468831,315042.000,48891,2,AK,1,100,RD
1658875012.082578,317591.500,49723,2,AK,1,100,48889
1658875014.696325,320141.000,49723,2,AK,1,100,RD
1658875014.709652,320154.000,49726,2,AK,1,100,49724
1658875014.722980,320167.000,49726,2,AK,1,100,RD
1658875017.340315,322720.000,50555,2,AK,1,100,49724
1658875019.957651,325273.000,50555,2,AK,1,100,RD
1658875019.980718,325295.500,50558,2,AK,1,100,50556
1658875020.003785,325318.000,50558,2,AK,1,100,RD
1658875022.594977,327845.500,51369,2,AK,1,100,50556
1658875025.186170,330373.000,51369,2,AK,1,100,RD
1658875025.200523,330387.000,51372,2,AK,1,100,51370
1658875025.214875,330401.000,51372,2,AK,1,100,RD
1658875027.818883,332941.000,52171,2,AK,1,100,51370
1658875030.422891,335481.000,52171,2,AK,1,100,RD
1658875030.437243,335495.000,52174,2,AK,1,100,52172
1658875030.451596,335509.000,52174,2,AK,1,100,RD
1658875033.056116,338049.500,52992,2,AK,1,100,52172
1658875035.660637,340590.000,52992,2,AK,1,100,RD
1658875035.709846,340638.000,52995,2,AK,1,100,52993
1658875035.759056,340686.000,52995,2,AK,1,100,RD
1658875038.456357,343317.000,53822,2,AK,1,100,52993
1658875041.153657,345948.000,53822,2,AK,1,100,RD
1658875043.792522,348522.000,54619,2,AK,1,100,53823
1658875046.431386,351096.000,54619,2,AK,1,100,RD
1658875046.438050,351102.500,54621,2,AK,1,100,53823
1658875046.444714,351109.000,54621,2,AK,1,100,RD
1658875046.473419,351137.000,54624,2,AK,1,100,54622
1658875046.502125,351165.000,54624,2,AK,1,100,RD
1658875049.087167,353686.500,55446,2,AK,1,100,54622
1658875051.672208,356208.000,55446,2,AK,1,100,RD
1658875051.686048,356221.500,55449,2,AK,1,100,55447
1658875051.699888,356235.000,55449,2,AK,1,100,RD
1658875054.310047,358781.000,56282,2,AK,1,100,55447
1658875056.920206,361327.000,56282,2,AK,1,100,RD
1658875056.934559,361341.000,56285,2,AK,1,100,56283
1658875056.948912,361355.000,56285,2,AK,1,100,RD
1658875059.555995,363898.000,57125,2,AK,1,100,56283
1658875062.163078,366441.000,57125,2,AK,1,100,RD
1658875062.177431,366455.000,57128,2,AK,1,100,57126
1658875062.191784,366469.000,57128,2,AK,1,100,RD
1658875064.822446,369035.000,57984,2,AK,1,100,57126
1658875067.453109,371601.000,57984,2,AK,1,100,RD
1658875067.484890,371632.000,57987,2,AK,1,100,57985
1658875067.516672,371663.000,57987,2,AK,1,100,RD
1658875070.098125,374181.000,58818,2,AK,1,100,57985
1658875072.679578,376699.000,58818,2,AK,1,100,RD
1658875072.694956,376714.000,58821,2,AK,1,100,58819
1658875072.710334,376729.000,58821,2,AK,1,100,RD
1658875075.330232,379284.500,59668,2,AK,1,100,58819
1658875077.950130,381840.000,59668,2,AK,1,100,RD
1658875077.966021,381855.500,59671,2,AK,1,100,59669
1658875077.981912,381871.000,59671,2,AK,1,100,RD
1658875080.584894,384410.000,60497,2,AK,1,100,59669
1658875083.187876,386949.000,60497,2,AK,1,100,RD
1658875083.202742,386963.500,60500,2,AK,1,100,60498
1658875083.217607,386978.000,60500,2,AK,1,100,RD
1658875085.842632,389538.500,61356,2,AK,1,100,60498
1658875088.467656,392099.000,61356,2,AK,1,100,RD
1658875088.485084,392116.000,61359,2,AK,1,100,61357
1658875088.502513,392133.000,61359,2,AK,1,100,RD
1658875091.129587,394695.500,62204,2,AK,1,100,61357
1658875093.756662,397258.000,62204,2,AK,1,100,RD
1658875093.791006,397291.500,62207,2,AK,1,100,62205
1658875093.825350,397325.000,62207,2,AK,1,100,RD
1658875096.428333,399864.000,63024,2,AK,1,100,62205
1658875099.031315,402403.000,63024,2,AK,1,100,RD
1658875099.045668,402417.000,63027,2,AK,1,100,63025
1658875099.060021,402431.000,63027,2,AK,1,100,RD
1658875101.668642,404975.500,63845,2,AK,1,100,63025
1658875104.277263,407520.000,63845,2,AK,1,100,RD
1658875104.320834,407562.500,63848,2,AK,1,100,63846
1658875104.364405,407605.000,63848,2,AK,1,100,RD
1658875106.935093,410112.500,64673,2,AK,1,100,63846
