LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1658874883.012480,191694.000,29198,1,B%,1,100,85
1658874884.012049,192669.000,29336,1,B%,1,100,85
1658874885.010594,193643.000,29486,1,B%,1,100,84
1658874886.011189,194619.000,29637,1,B%,1,100,84
1658874887.009734,195593.000,29773,1,B%,1,100,84
1658874888.007253,196566.000,29879,1,B%,1,100,84
1658874889.004773,197539.000,30034,1,B%,1,100,84
1658874890.002292,198512.000,30199,1,B%,1,100,85
1658874891.000837,199486.000,30347,1,B%,1,100,84
1658874892.000407,200461.000,30511,1,B%,1,100,84
1658874892.995876,201432.000,30676,1,B%,1,100,85
1658874893.995446,202407.000,30831,1,B%,1,100,85
1658874894.993990,203381.000,30983,1,B%,1,100,85
1658874895.993560,204356.000,31147,1,B%,1,100,84
1658874896.990054,205328.000,31314,1,B%,1,100,85
1658874897.989624,206303.000,31462,1,B%,1,100,85
1658874898.988169,207277.000,31627,1,B%,1,100,84
1658874899.986714,208251.000,31765,1,B%,1,100,84
1658874900.984233,209224.000,31930,1,B%,1,100,85
1658874901.982778,210198.000,32077,1,B%,1,100,85
1658874902.981322,211172.000,32245,1,B%,1,100,84
1658874903.980892,212147.000,32410,1,B%,1,100,85
1658874904.977386,213119.000,32548,1,B%,1,100,84
1658874905.977982,214095.000,32713,1,B%,1,100,84
1658874906.977551,215070.000,32860,1,B%,1,100,85
1658874907.975071,216043.000,33024,1,B%,1,100,85
1658874908.972590,217016.000,33189,1,B%,1,100,86
1658874909.971135,217990.000,33326,1,B%,1,100,85
1658874910.969680,218964.000,33492,1,B%,1,100,85
1658874911.967199,219937.000,33657,1,B%,1,100,84
1658874912.963693,220909.000,33805,1,B%,1,100,84
1658874913.964288,221885.000,33969,1,B%,1,100,85
1658874914.962833,222859.000,34125,1,B%,1,100,84
1658874915.962403,223834.000,34273,1,B%,1,100,83
1658874916.959922,224807.000,34438,1,B%,1,100,84
1658874917.959492,225782.000,34587,1,B%,1,100,84
1658874918.957012,226755.000,34752,1,B%,1,100,84
1658874919.954531,227728.000,34900,1,B%,1,100,84
1658874920.952050,228701.000,35039,1,B%,1,100,84
1658874921.950595,229675.000,35205,1,B%,1,100,84
1658874922.948115,230648.000,35352,1,B%,1,100,84
1658874923.947685,231623.000,35520,1,B%,1,100,84
1658874924.944179,232595.000,35671,1,B%,1,100,84
1658874925.945799,233572.000,35829,1,B%,1,100,84
1658874926.944344,234546.000,35994,1,B%,1,100,84
1658874927.940838,235518.000,36146,1,B%,1,100,85
1658874928.938357,236491.000,36311,1,B%,1,100,85
1658874929.937927,237466.000,36459,1,B%,1,100,85
1658874930.934422,238438.000,36616,1,B%,1,100,84
1658874931.930916,239410.000,36766,1,B%,1,100,84
1658874932.927410,240382.000,36933,1,B%,1,100,83
1658874933.928005,241358.000,37098,1,B%,1,100,84
1658874934.926550,242332.000,37249,1,B%,1,100,85
1658874935.926120,243307.000,37405,1,B%,1,100,84
1658874936.922614,244279.000,37555,1,B%,1,100,84
1658874937.922184,245254.000,37720,1,B%,1,100,84
1658874938.918678,246226.000,37871,1,B%,1,100,84
1658874939.916197,247199.000,38038,1,B%,1,100,84
1658874940.914742,248173.000,38201,1,B%,1,100,84
1658874941.913287,249147.000,38340,1,B%,1,100,84
1658874942.909781,250119.000,38505,1,B%,1,100,84
1658874943.909351,251094.000,38653,1,B%,1,100,84
1658874944.906870,252067.000,38818,1,B%,1,100,84
1658874945.908490,253044.000,38983,1,B%,1,100,84
1658874946.906010,254017.000,39123,1,B%,1,100,84
1658874947.902504,254989.000,39273,1,B%,1,100,85
1658874948.901049,255963.000,39440,1,B%,1,100,85
1658874949.900619,256938.000,39607,1,B%,1,100,85
1658874950.898138,257911.000,39756,1,B%,1,100,85
1658874951.894632,258883.000,39893,1,B%,1,100,85
1658874952.893177,259857.000,40058,1,B%,1,100,85
1658874953.893772,260833.000,40223,1,B%,1,100,85
1658874954.892317,261807.000,40354,1,B%,1,100,85
1658874955.891887,262782.000,40518,1,B%,1,100,85
1658874956.889406,263755.000,40693,1,B%,1,100,84
1658874957.887951,264729.000,40826,1,B%,1,100,84
1658874958.885470,265702.000,40992,1,B%,1,100,84
1658874959.882990,266675.000,41139,1,B%,1,100,85
1658874960.881534,267649.000,41307,1,B%,1,100,84
1658874961.879054,268622.000,41474,1,B%,1,100,85
1658874962.874523,269593.000,41612,1,B%,1,100,84
1658874963.875118,270569.000,41761,1,B%,1,100,84
1658874964.874688,271544.000,41927,1,B%,1,100,84
1658874965.874258,272519.000,42075,1,B%,1,100,84
1658874966.870752,273491.000,42241,1,B%,1,100,85
1658874967.867246,274463.000,42378,1,B%,1,100,85
1658874968.865791,275437.000,42543,1,B%,1,100,84
1658874969.865361,276412.000,42708,1,B%,1,100,84
1658874970.862880,277385.000,42857,1,B%,1,100,84
1658874971.859374,278357.000,43021,1,B%,1,100,84
1658874972.857919,279331.000,43158,1,B%,1,100,84
1658874973.858514,280307.000,43323,1,B%,1,100,84
1658874974.856034,281280.000,43471,1,B%,1,100,84
1658874975.855603,282255.000,43635,1,B%,1,100,84
1658874976.854148,283229.000,43802,1,B%,1,100,84
1658874977.852693,284203.000,43958,1,B%,1,100,84
1658874978.850212,285176.000,44092,1,B%,1,100,84
1658874979.847732,286149.000,44256,1,B%,1,100,84
1658874980.845251,287122.000,44406,1,B%,1,100,84
1658874981.843796,288096.000,44572,1,B%,1,100,85
1658874982.839265,289067.000,44720,1,B%,1,100,84
1658874983.838835,290042.000,44874,1,B%,1,100,84
1658874984.837379,291016.000,45041,1,B%,1,100,84
1658874985.836949,291991.000,45188,1,B%,1,100,84
1658874986.834469,292964.000,45354,1,B%,1,100,84
1658874987.834038,293939.000,45519,1,B%,1,100,84
1658874988.832583,294913.000,45658,1,B%,1,100,84
1658874989.831128,295887.000,45823,1,B%,1,100,84
1658874990.828647,296860.000,45972,1,B%,1,100,84
1658874991.827192,297834.000,46136,1,B%,1,100,84
