LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1660673729.304429,8324931.000,22633,1,SF,1,100,6.4878
1660673729.636854,8325255.000,22683,1,SF,1,100,6.4128
1660673730.036996,8325645.000,22750,1,SF,1,100,6.3386
1660673730.368396,8325968.000,22798,1,SF,1,100,6.2653
1660673730.636183,8326229.000,22848,1,SF,1,100,6.1928
1660673730.971687,8326556.000,22898,1,SF,1,100,6.1211
1660673731.302060,8326878.000,22947,1,SF,1,100,6.0503
1660673731.702202,8327268.000,23015,1,SF,1,100,5.9803
1660673731.968963,8327528.000,23063,1,SF,1,100,5.9112
1660673732.301389,8327852.000,23114,1,SF,1,100,5.8428
1660673732.632788,8328175.000,23163,1,SF,1,100,5.7752
1660673732.965214,8328499.000,23212,1,SF,1,100,5.7084
1660673733.365356,8328889.000,23278,1,SF,1,100,5.6423
1660673733.696755,8329212.000,23328,1,SF,1,100,5.5771
1660673733.965569,8329474.000,23377,1,SF,1,100,5.5126
1660673734.301072,8329801.000,23432,1,SF,1,100,5.4488
1660673734.630419,8330122.000,23484,1,SF,1,100,5.3858
1660673734.964897,8330448.000,23532,1,SF,1,100,5.3235
1660673735.364013,8330837.000,23600,1,SF,1,100,5.2619
1660673735.694386,8331159.000,23649,1,SF,1,100,5.2010
1660673735.963200,8331421.000,23697,1,SF,1,100,5.1408
1660673736.294599,8331744.000,23748,1,SF,1,100,5.0814
1660673736.628051,8332069.000,23797,1,SF,1,100,5.0226
1660673737.026141,8332457.000,23862,1,SF,1,100,4.9645
1660673737.293928,8332718.000,23913,1,SF,1,100,4.9071
1660673737.630457,8333046.000,23964,1,SF,1,100,4.8503
1660673737.958779,8333366.000,24013,1,SF,1,100,4.7942
1660673738.360973,8333758.000,24079,1,SF,1,100,4.7387
1660673738.694424,8334083.000,24128,1,SF,1,100,4.6839
1660673738.960160,8334342.000,24178,1,SF,1,100,4.6297
1660673739.292585,8334666.000,24226,1,SF,1,100,4.5762
1660673739.625011,8334990.000,24283,1,SF,1,100,4.5232
1660673739.956410,8335313.000,24331,1,SF,1,100,4.4709
1660673740.354500,8335701.000,24397,1,SF,1,100,4.4192
1660673740.690004,8336028.000,24446,1,SF,1,100,4.3681
1660673740.958817,8336290.000,24496,1,SF,1,100,4.3175
1660673741.288164,8336611.000,24545,1,SF,1,100,4.2676
1660673741.622642,8336937.000,24594,1,SF,1,100,4.2182
1660673742.023810,8337328.000,24661,1,SF,1,100,4.1694
1660673742.353157,8337649.000,24710,1,SF,1,100,4.1212
1660673742.620944,8337910.000,24759,1,SF,1,100,4.0735
1660673742.954396,8338235.000,24810,1,SF,1,100,4.0264
1660673743.286822,8338559.000,24858,1,SF,1,100,3.9798
1660673743.619247,8338883.000,24910,1,SF,1,100,6.0160
1660673744.020415,8339274.000,24976,1,SF,1,100,5.9464
1660673744.288202,8339535.000,25025,1,SF,1,100,5.8776
1660673744.617550,8339856.000,25080,1,SF,1,100,5.8097
1660673744.952027,8340182.000,25130,1,SF,1,100,5.7424
1660673745.284453,8340506.000,25179,1,SF,1,100,5.6760
1660673745.682543,8340894.000,25245,1,SF,1,100,5.6104
1660673746.015994,8341219.000,25293,1,SF,1,100,5.5455
1660673746.283782,8341480.000,25344,1,SF,1,100,5.4813
1660673746.616207,8341804.000,25393,1,SF,1,100,5.4179
1660673746.948632,8342128.000,25442,1,SF,1,100,5.3552
1660673747.347748,8342517.000,25512,1,SF,1,100,5.2933
1660673747.681200,8342842.000,25560,1,SF,1,100,5.2320
1660673747.944883,8343099.000,25609,1,SF,1,100,5.1715
1660673748.279361,8343425.000,25659,1,SF,1,100,5.1117
1660673748.614864,8343752.000,25711,1,SF,1,100,5.0526
1660673749.012954,8344140.000,25776,1,SF,1,100,4.9941
1660673749.347432,8344466.000,25824,1,SF,1,100,4.9363
1660673749.614193,8344726.000,25876,1,SF,1,100,4.8792
1660673749.945592,8345049.000,25929,1,SF,1,100,4.8228
1660673750.279044,8345374.000,25980,1,SF,1,100,4.7670
1660673750.611470,8345698.000,26029,1,SF,1,100,4.7119
1660673750.946973,8346025.000,26078,1,SF,1,100,4.6573
1660673751.345063,8346413.000,26146,1,SF,1,100,4.6035
1660673751.609772,8346671.000,26196,1,SF,1,100,4.5502
1660673751.945276,8346998.000,26245,1,SF,1,100,4.4976
1660673752.278727,8347323.000,26294,1,SF,1,100,4.4456
1660673752.611153,8347647.000,26345,1,SF,1,100,4.3941
1660673753.013346,8348039.000,26410,1,SF,1,100,4.3433
1660673753.278056,8348297.000,26458,1,SF,1,100,4.2931
1660673753.610481,8348621.000,26510,1,SF,1,100,4.2434
1660673753.943933,8348946.000,26558,1,SF,1,100,4.1943
1660673754.278410,8349272.000,26607,1,SF,1,100,4.1458
1660673754.674448,8349658.000,26675,1,SF,1,100,4.0978
1660673755.006874,8349982.000,26723,1,SF,1,100,4.0504
1660673755.341351,8350308.000,26777,1,SF,1,100,4.0036
1660673755.673777,8350632.000,26828,1,SF,1,100,3.9572
1660673755.941564,8350893.000,26877,1,SF,1,100,3.9115
1660673756.273990,8351217.000,26927,1,SF,1,100,3.8662
1660673756.607441,8351542.000,26977,1,SF,1,100,3.8215
1660673757.004505,8351929.000,27042,1,SF,1,100,3.7773
1660673757.272292,8352190.000,27090,1,SF,1,100,3.7336
1660673757.608822,8352518.000,27142,1,SF,1,100,3.6904
1660673757.937143,8352838.000,27190,1,SF,1,100,3.6477
1660673758.338311,8353229.000,27256,1,SF,1,100,3.6055
1660673758.672789,8353555.000,27305,1,SF,1,100,3.5638
1660673758.938524,8353814.000,27355,1,SF,1,100,3.5226
1660673759.270949,8354138.000,27404,1,SF,1,100,3.4818
1660673759.604401,8354463.000,27453,1,SF,1,100,3.4416
1660673760.004543,8354853.000,27520,1,SF,1,100,3.4017
1660673760.335943,8355176.000,27574,1,SF,1,100,3.3624
1660673760.669394,8355501.000,27625,1,SF,1,100,3.3235
1660673761.001819,8355825.000,27674,1,SF,1,100,3.2850
1660673761.267555,8356084.000,27722,1,SF,1,100,3.2470
1660673761.602032,8356410.000,27774,1,SF,1,100,3.2095
1660673761.935484,8356735.000,27822,1,SF,1,100,3.1724
1660673762.334600,8357124.000,27888,1,SF,1,100,3.1357
1660673762.669077,8357450.000,27938,1,SF,1,100,3.0994
1660673762.934812,8357709.000,27987,1,SF,1,100,3.0635
1660673763.267238,8358033.000,28036,1,SF,1,100,3.0281
1660673763.598638,8358356.000,28086,1,SF,1,100,2.9931
1660673763.999805,8358747.000,28152,1,SF,1,100,2.9584
1660673764.332231,8359071.000,28201,1,SF,1,100,2.9242
1660673764.665682,8359396.000,28250,1,SF,1,100,2.8904
1660673764.932444,8359656.000,28301,1,SF,1,100,2.8570
1660673765.265895,8359981.000,28349,1,SF,1,100,2.8239
1660673765.598321,8360305.000,28405,1,SF,1,100,2.7912
1660673765.930746,8360629.000,28454,1,SF,1,100,2.7589
1660673766.330888,8361019.000,28520,1,SF,1,100,2.7270
1660673766.595597,8361277.000,28569,1,SF,1,100,2.6955
1660673766.930075,8361603.000,28619,1,SF,1,100,2.6643
1660673767.262501,8361927.000,28668,1,SF,1,100,2.6335
1660673767.598004,8362254.000,28717,1,SF,1,100,2.6030
