LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1660673729.017148,8324651.000,22605,1,EA,1,100,3.173002
1660673729.170022,8324800.000,22620,1,EA,1,100,3.191462
1660673729.237226,8324865.500,22637,2,EA,1,100,3.184916
1660673729.304429,8324931.000,22637,2,EA,1,100,3.184196
1660673729.371119,8324996.000,22655,1,EA,1,100,3.198383
1660673729.437809,8325061.000,22671,2,EA,1,100,3.199847
1660673729.504500,8325126.000,22671,2,EA,1,100,3.212707
1660673729.570677,8325190.500,22687,2,EA,1,100,3.216768
1660673729.636854,8325255.000,22687,2,EA,1,100,3.218995
1660673729.704571,8325321.000,22703,1,EA,1,100,3.223072
1660673729.770748,8325385.500,22720,2,EA,1,100,3.238363
1660673729.836926,8325450.000,22720,2,EA,1,100,3.246247
1660673729.904642,8325516.000,22736,1,EA,1,100,3.247017
1660673729.970819,8325580.500,22754,2,EA,1,100,3.253048
1660673730.036996,8325645.000,22754,2,EA,1,100,3.256459
1660673730.102661,8325709.000,22768,1,EA,1,100,3.264059
1660673730.168325,8325773.000,22785,2,EA,1,100,3.278205
1660673730.233989,8325837.000,22785,2,EA,1,100,3.275520
1660673730.301193,8325902.500,22802,2,EA,1,100,3.285907
1660673730.368396,8325968.000,22802,2,EA,1,100,3.279742
1660673730.436112,8326034.000,22820,1,EA,1,100,3.283975
1660673730.502803,8326099.000,22834,2,EA,1,100,3.286674
1660673730.569493,8326164.000,22834,2,EA,1,100,3.287841
1660673730.636183,8326229.000,22852,1,EA,1,100,3.292084
1660673730.702873,8326294.000,22868,2,EA,1,100,3.299470
1660673730.769564,8326359.000,22868,2,EA,1,100,3.298295
1660673730.835228,8326423.000,22885,1,EA,1,100,3.297522
1660673730.903457,8326489.500,22902,2,EA,1,100,3.292474
1660673730.971687,8326556.000,22902,2,EA,1,100,3.298697
1660673731.036325,8326619.000,22917,1,EA,1,100,3.297131
1660673731.102502,8326683.500,22933,2,EA,1,100,3.296359
1660673731.168679,8326748.000,22933,2,EA,1,100,3.293244
1660673731.235370,8326813.000,22951,2,EA,1,100,3.299078
1660673731.302060,8326878.000,22951,2,EA,1,100,3.292875
1660673731.369776,8326944.000,22970,1,EA,1,100,3.295186
1660673731.435441,8327008.000,22986,2,EA,1,100,3.293645
1660673731.501105,8327072.000,22986,2,EA,1,100,3.288608
1660673731.568821,8327138.000,23001,1,EA,1,100,3.286285
1660673731.635512,8327203.000,23019,2,EA,1,100,3.288219
1660673731.702202,8327268.000,23019,2,EA,1,100,3.283210
1660673731.767866,8327332.000,23035,1,EA,1,100,3.282057
1660673731.835583,8327398.000,23052,2,EA,1,100,3.285907
1660673731.903299,8327464.000,23052,2,EA,1,100,3.293244
1660673731.968963,8327528.000,23067,1,EA,1,100,3.288998
1660673732.034628,8327592.000,23084,2,EA,1,100,3.276658
1660673732.100292,8327656.000,23084,2,EA,1,100,3.276282
1660673732.166982,8327721.000,23100,2,EA,1,100,3.287062
1660673732.233673,8327786.000,23100,2,EA,1,100,3.280130
1660673732.301389,8327852.000,23118,1,EA,1,100,3.274748
1660673732.367566,8327916.500,23134,2,EA,1,100,3.277055
1660673732.433743,8327981.000,23134,2,EA,1,100,3.272455
1660673732.498382,8328044.000,23150,1,EA,1,100,3.272069
1660673732.565585,8328109.500,23167,2,EA,1,100,3.270539
1660673732.632788,8328175.000,23167,2,EA,1,100,3.270539
1660673732.698453,8328239.000,23184,1,EA,1,100,3.269780
1660673732.765656,8328304.500,23200,2,EA,1,100,3.272069
1660673732.832859,8328370.000,23200,2,EA,1,100,3.266725
1660673732.899037,8328434.500,23216,2,EA,1,100,3.267098
1660673732.965214,8328499.000,23216,2,EA,1,100,3.271309
1660673733.032930,8328565.000,23232,1,EA,1,100,3.266341
1660673733.099621,8328630.000,23249,2,EA,1,100,3.268636
1660673733.166311,8328695.000,23249,2,EA,1,100,3.264059
1660673733.234027,8328761.000,23265,1,EA,1,100,3.257584
1660673733.299691,8328825.000,23282,2,EA,1,100,3.261387
1660673733.365356,8328889.000,23282,2,EA,1,100,3.259484
1660673733.431020,8328953.000,23298,1,EA,1,100,3.263676
1660673733.496684,8329017.000,23315,2,EA,1,100,3.264059
1660673733.562349,8329081.000,23315,2,EA,1,100,3.266341
1660673733.629552,8329146.500,23332,2,EA,1,100,3.265573
1660673733.696755,8329212.000,23332,2,EA,1,100,3.256078
1660673733.764472,8329278.000,23349,1,EA,1,100,3.259113
1660673733.831675,8329343.500,23365,2,EA,1,100,3.263282
1660673733.898878,8329409.000,23365,2,EA,1,100,3.256459
1660673733.965569,8329474.000,23381,1,EA,1,100,3.256830
1660673734.032772,8329539.500,23402,2,EA,1,100,3.257976
1660673734.099975,8329605.000,23402,2,EA,1,100,3.254181
1660673734.166152,8329669.500,23419,2,EA,1,100,3.256459
1660673734.232330,8329734.000,23419,2,EA,1,100,3.255696
1660673734.301072,8329801.000,23436,1,EA,1,100,3.251536
1660673734.367249,8329865.500,23456,2,EA,1,100,3.254181
1660673734.433427,8329930.000,23456,2,EA,1,100,3.253429
1660673734.497039,8329992.000,23470,1,EA,1,100,3.261015
1660673734.563729,8330057.000,23488,2,EA,1,100,3.256078
1660673734.630419,8330122.000,23488,2,EA,1,100,3.248894
1660673734.696597,8330186.500,23504,2,EA,1,100,3.253429
1660673734.762774,8330251.000,23504,2,EA,1,100,3.253429
1660673734.830491,8330317.000,23521,1,EA,1,100,3.249264
1660673734.897694,8330382.500,23536,2,EA,1,100,3.250024
1660673734.964897,8330448.000,23536,2,EA,1,100,3.250405
1660673735.031587,8330513.000,23553,1,EA,1,100,3.247017
1660673735.098278,8330578.000,23569,2,EA,1,100,3.250024
1660673735.164968,8330643.000,23569,2,EA,1,100,3.248135
1660673735.231658,8330708.000,23586,1,EA,1,100,3.244752
1660673735.297836,8330772.500,23604,2,EA,1,100,3.245131
1660673735.364013,8330837.000,23604,2,EA,1,100,3.246247
1660673735.428651,8330900.000,23619,1,EA,1,100,3.242122
1660673735.495855,8330965.500,23635,2,EA,1,100,3.238730
1660673735.563058,8331031.000,23635,2,EA,1,100,3.239496
1660673735.628722,8331095.000,23653,2,EA,1,100,3.242490
1660673735.694386,8331159.000,23653,2,EA,1,100,3.242122
1660673735.763129,8331226.000,23669,1,EA,1,100,3.234990
1660673735.829819,8331291.000,23684,2,EA,1,100,3.240987
1660673735.896509,8331356.000,23684,2,EA,1,100,3.236864
1660673735.963200,8331421.000,23701,1,EA,1,100,3.232752
1660673736.029377,8331485.500,23718,2,EA,1,100,3.237241
1660673736.095554,8331550.000,23718,2,EA,1,100,3.231634
1660673736.162245,8331615.000,23734,1,EA,1,100,3.238363
1660673736.228422,8331679.500,23752,2,EA,1,100,3.234623
1660673736.294599,8331744.000,23752,2,EA,1,100,3.232010
1660673736.362316,8331810.000,23767,1,EA,1,100,3.230506
1660673736.429006,8331875.000,23784,2,EA,1,100,3.230506
1660673736.495696,8331940.000,23784,2,EA,1,100,3.225671
1660673736.561873,8332004.500,23801,2,EA,1,100,3.219357
1660673736.628051,8332069.000,23801,2,EA,1,100,3.222324
1660673736.695767,8332135.000,23818,1,EA,1,100,3.225671
1660673736.762457,8332200.000,23832,2,EA,1,100,3.232010
1660673736.829148,8332265.000,23832,2,EA,1,100,3.224558
1660673736.892760,8332327.000,23849,1,EA,1,100,3.220850
1660673736.959450,8332392.000,23866,2,EA,1,100,3.225671
1660673737.026141,8332457.000,23866,2,EA,1,100,3.224558
1660673737.093857,8332523.000,23885,1,EA,1,100,3.222708
1660673737.160547,8332588.000,23901,2,EA,1,100,3.224558
1660673737.227238,8332653.000,23901,2,EA,1,100,3.214184
1660673737.293928,8332718.000,23917,1,EA,1,100,3.223446
1660673737.361644,8332784.000,23934,2,EA,1,100,3.218995
1660673737.429361,8332850.000,23934,2,EA,1,100,3.216396
1660673737.495538,8332914.500,23951,2,EA,1,100,3.218995
1660673737.561715,8332979.000,23951,2,EA,1,100,3.210860
1660673737.630457,8333046.000,23968,1,EA,1,100,3.209768
1660673737.696635,8333110.500,23983,2,EA,1,100,3.211613
1660673737.762812,8333175.000,23983,2,EA,1,100,3.213812
1660673737.826424,8333237.000,23999,1,EA,1,100,3.211964
1660673737.892602,8333301.500,24017,2,EA,1,100,3.210860
1660673737.958779,8333366.000,24017,2,EA,1,100,3.207184
1660673738.027521,8333433.000,24033,1,EA,1,100,3.204615
1660673738.093186,8333497.000,24050,2,EA,1,100,3.209016
1660673738.158850,8333561.000,24050,2,EA,1,100,3.201670
1660673738.226566,8333627.000,24064,1,EA,1,100,3.200215
1660673738.293770,8333692.500,24083,2,EA,1,100,3.202049
1660673738.360973,8333758.000,24083,2,EA,1,100,3.205344
1660673738.427663,8333823.000,24099,2,EA,1,100,3.207925
1660673738.494354,8333888.000,24099,2,EA,1,100,3.194010
1660673738.561044,8333953.000,24116,1,EA,1,100,3.191462
1660673738.627734,8334018.000,24132,2,EA,1,100,3.204255
1660673738.694424,8334083.000,24132,2,EA,1,100,3.201670
1660673738.759063,8334146.000,24148,1,EA,1,100,3.192186
1660673738.825753,8334211.000,24164,2,EA,1,100,3.190719
1660673738.892443,8334276.000,24164,2,EA,1,100,3.192909
1660673738.960160,8334342.000,24182,1,EA,1,100,3.192909
1660673739.025824,8334406.000,24198,2,EA,1,100,3.190719
1660673739.091488,8334470.000,24198,2,EA,1,100,3.183456
1660673739.156126,8334533.000,24213,1,EA,1,100,3.186012
1660673739.224356,8334599.500,24230,2,EA,1,100,3.193286
1660673739.292585,8334666.000,24230,2,EA,1,100,3.183112
1660673739.358763,8334730.500,24253,2,EA,1,100,3.188908
1660673739.424940,8334795.000,24253,2,EA,1,100,3.186368
1660673739.492656,8334861.000,24269,1,EA,1,100,3.184916
1660673739.558833,8334925.500,24287,2,EA,1,100,3.181653
1660673739.625011,8334990.000,24287,2,EA,1,100,3.180581
1660673739.691701,8335055.000,24301,2,EA,1,100,3.182382
1660673739.758391,8335120.000,24301,2,EA,1,100,3.182382
1660673739.824056,8335184.000,24318,1,EA,1,100,3.175884
1660673739.890233,8335248.500,24335,2,EA,1,100,3.175168
1660673739.956410,8335313.000,24335,2,EA,1,100,3.173717
1660673740.024127,8335379.000,24352,1,EA,1,100,3.171562
1660673740.091330,8335444.500,24367,2,EA,1,100,3.171915
1660673740.158533,8335510.000,24367,2,EA,1,100,3.170838
1660673740.222145,8335572.000,24383,1,EA,1,100,3.168688
1660673740.288323,8335636.500,24401,2,EA,1,100,3.167976
1660673740.354500,8335701.000,24401,2,EA,1,100,3.165819
1660673740.423242,8335768.000,24418,1,EA,1,100,3.171915
1660673740.489933,8335833.000,24434,2,EA,1,100,3.175168
1660673740.556623,8335898.000,24434,2,EA,1,100,3.174432
1660673740.623313,8335963.000,24450,2,EA,1,100,3.170487
1660673740.690004,8336028.000,24450,2,EA,1,100,3.165819
1660673740.757720,8336094.000,24466,1,EA,1,100,3.164026
1660673740.823897,8336158.500,24483,2,EA,1,100,3.172629
1660673740.890074,8336223.000,24483,2,EA,1,100,3.162605
1660673740.958817,8336290.000,24500,1,EA,1,100,3.156884
1660673741.025507,8336355.000,24516,2,EA,1,100,3.161875
1660673741.092197,8336420.000,24516,2,EA,1,100,3.156526
1660673741.155810,8336482.000,24531,1,EA,1,100,3.151194
1660673741.221987,8336546.500,24549,2,EA,1,100,3.159378
1660673741.288164,8336611.000,24549,2,EA,1,100,3.152257
1660673741.356907,8336678.000,24566,1,EA,1,100,3.149418
1660673741.422571,8336742.000,24583,2,EA,1,100,3.153331
1660673741.488235,8336806.000,24583,2,EA,1,100,3.158669
1660673741.555439,8336871.500,24598,2,EA,1,100,3.155470
1660673741.622642,8336937.000,24598,2,EA,1,100,3.149775
1660673741.689332,8337002.000,24615,1,EA,1,100,3.145178
1660673741.756022,8337067.000,24631,2,EA,1,100,3.145178
1660673741.822713,8337132.000,24631,2,EA,1,100,3.147643
1660673741.889403,8337197.000,24648,1,EA,1,100,3.143409
1660673741.956606,8337262.500,24665,2,EA,1,100,3.151552
1660673742.023810,8337328.000,24665,2,EA,1,100,3.148714
1660673742.088448,8337391.000,24680,1,EA,1,100,3.150142
1660673742.155138,8337456.000,24696,2,EA,1,100,3.156884
1660673742.221829,8337521.000,24696,2,EA,1,100,3.152257
1660673742.287493,8337585.000,24714,2,EA,1,100,3.160087
1660673742.353157,8337649.000,24714,2,EA,1,100,3.162605
1660673742.420874,8337715.000,24731,1,EA,1,100,3.172629
1660673742.487051,8337779.500,24747,2,EA,1,100,3.181653
1660673742.553228,8337844.000,24747,2,EA,1,100,3.192542
1660673742.620944,8337910.000,24763,1,EA,1,100,3.212707
1660673742.687122,8337974.500,24780,2,EA,1,100,3.216768
1660673742.753299,8338039.000,24780,2,EA,1,100,3.220850
1660673742.821015,8338105.000,24796,2,EA,1,100,3.231258
1660673742.888732,8338171.000,24796,2,EA,1,100,3.240609
1660673742.954396,8338235.000,24814,1,EA,1,100,3.250024
1660673743.021086,8338300.000,24828,2,EA,1,100,3.256078
1660673743.087777,8338365.000,24828,2,EA,1,100,3.259867
1660673743.154467,8338430.000,24845,1,EA,1,100,3.267098
1660673743.220644,8338494.500,24862,2,EA,1,100,3.274748
1660673743.286822,8338559.000,24862,2,EA,1,100,3.283210
1660673743.354538,8338625.000,24880,1,EA,1,100,3.287062
1660673743.421228,8338690.000,24898,2,EA,1,100,3.290145
1660673743.487919,8338755.000,24898,2,EA,1,100,3.290935
1660673743.553583,8338819.000,24914,2,EA,1,100,3.295186
1660673743.619247,8338883.000,24914,2,EA,1,100,3.300243
1660673743.683885,8338946.000,24930,1,EA,1,100,3.303743
1660673743.752115,8339012.500,24947,2,EA,1,100,3.308049
1660673743.820344,8339079.000,24947,2,EA,1,100,3.312739
