LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1660673729.017148,8324651.000,22606,1,EL,1,100,-19101.500000
1660673729.170022,8324800.000,22621,1,EL,1,100,-19104.050781
1660673729.237226,8324865.500,22638,2,EL,1,100,-19103.150391
1660673729.304429,8324931.000,22638,2,EL,1,100,-19103.050781
1660673729.371119,8324996.000,22656,1,EL,1,100,-19105.000000
1660673729.437809,8325061.000,22672,2,EL,1,100,-19105.199219
1660673729.504500,8325126.000,22672,2,EL,1,100,-19106.949219
1660673729.570677,8325190.500,22688,2,EL,1,100,-19107.500000
1660673729.636854,8325255.000,22688,2,EL,1,100,-19107.800781
1660673729.704571,8325321.000,22704,1,EL,1,100,-19108.349609
1660673729.770748,8325385.500,22721,2,EL,1,100,-19110.400391
1660673729.836926,8325450.000,22721,2,EL,1,100,-19111.449219
1660673729.904642,8325516.000,22737,1,EL,1,100,-19111.550781
1660673729.970819,8325580.500,22755,2,EL,1,100,-19112.349609
1660673730.036996,8325645.000,22755,2,EL,1,100,-19112.800781
1660673730.102661,8325709.000,22769,1,EL,1,100,-19113.800781
1660673730.168325,8325773.000,22786,2,EL,1,100,-19115.650391
1660673730.233989,8325837.000,22786,2,EL,1,100,-19115.300781
1660673730.301193,8325902.500,22803,2,EL,1,100,-19116.650391
1660673730.368396,8325968.000,22803,2,EL,1,100,-19115.849609
1660673730.436112,8326034.000,22821,1,EL,1,100,-19116.400391
1660673730.502803,8326099.000,22835,2,EL,1,100,-19116.750000
1660673730.569493,8326164.000,22835,2,EL,1,100,-19116.900391
1660673730.636183,8326229.000,22853,1,EL,1,100,-19117.449219
1660673730.702873,8326294.000,22869,2,EL,1,100,-19118.400391
1660673730.769564,8326359.000,22869,2,EL,1,100,-19118.250000
1660673730.835228,8326423.000,22886,1,EL,1,100,-19118.150391
1660673730.903457,8326489.500,22903,2,EL,1,100,-19117.500000
1660673730.971687,8326556.000,22903,2,EL,1,100,-19118.300781
1660673731.036325,8326619.000,22918,1,EL,1,100,-19118.099609
1660673731.102502,8326683.500,22934,2,EL,1,100,-19118.000000
1660673731.168679,8326748.000,22934,2,EL,1,100,-19117.599609
1660673731.235370,8326813.000,22952,2,EL,1,100,-19118.349609
1660673731.302060,8326878.000,22952,2,EL,1,100,-19117.550781
1660673731.369776,8326944.000,22971,1,EL,1,100,-19117.849609
1660673731.435441,8327008.000,22987,2,EL,1,100,-19117.650391
1660673731.501105,8327072.000,22987,2,EL,1,100,-19117.000000
1660673731.568821,8327138.000,23002,1,EL,1,100,-19116.699219
1660673731.635512,8327203.000,23020,2,EL,1,100,-19116.949219
1660673731.702202,8327268.000,23020,2,EL,1,100,-19116.300781
