LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1660673731.390297,8326964,22966,1,HR,1,100,36
1660673734.436505,8329933,23452,1,HR,1,100,34
1660673737.049739,8332480,23881,1,HR,1,100,33
1660673747.234888,8342407,25493,1,HR,1,100,29
1660673748.336817,8343481,25677,1,HR,1,100,33
1660673750.991091,8346068,26096,1,HR,1,100,31
1660673768.907186,8363530,28934,1,HR,1,100,28
1660673771.611735,8366166,29370,1,HR,1,100,27
1660673774.191110,8368680,29767,1,HR,1,100,27
1660673777.281437,8371692,30271,1,HR,1,100,26
1660673778.736311,8373110,30486,1,HR,1,100,28
1660673779.945971,8374289,30685,1,HR,1,100,31
1660673782.398122,8376679,31074,1,HR,1,100,30
1660673783.199432,8377460,31206,1,HR,1,100,35
1660673788.441290,8382569,32038,1,HR,1,100,32
1660673789.447801,8383550,32205,1,HR,1,100,36
1660673810.702515,8404266,35560,1,HR,1,100,32
1660673811.835224,8405370,35742,1,HR,1,100,34
1660673815.094841,8408547,36245,1,HR,1,100,32
1660673818.724846,8412085,36814,1,HR,1,100,31
1660673831.568374,8424603,38837,1,HR,1,100,28
1660673858.884724,8451227,43122,1,HR,1,100,25
1660673860.612516,8452911,43377,1,HR,1,100,26
1660673866.252464,8458408,44276,1,HR,1,100,24
1660673868.830814,8460921,44688,1,HR,1,100,24
1660673876.164696,8468069,45834,1,HR,1,100,22
1660673879.658242,8471474,46385,1,HR,1,100,22
1660673880.590880,8472383,46535,1,HR,1,100,27
1660673882.321750,8474070,46807,1,HR,1,100,28
1660673888.369022,8479964,47755,1,HR,1,100,26
1660673906.285117,8497426,50561,1,HR,1,100,23
1660673907.904152,8499004,50796,1,HR,1,100,25
1660673908.820375,8499897,50947,1,HR,1,100,29
1660673916.557477,8507438,52163,1,HR,1,100,27
1660673917.530129,8508386,52314,1,HR,1,100,31
1660673919.335897,8510146,52585,1,HR,1,100,31
1660673920.302394,8511088,52752,1,HR,1,100,35
1660673930.656834,8521180,54350,1,HR,1,100,32
1660673933.998531,8524437,54899,1,HR,1,100,30
1660673941.451430,8531701,56060,1,HR,1,100,27
1660673945.563657,8535709,56707,1,HR,1,100,26
1660673946.654299,8536772,56874,1,HR,1,100,29
1660673949.470683,8539517,57338,1,HR,1,100,28
1660673951.716607,8541706,57674,1,HR,1,100,28
1660673955.146541,8545049,58211,1,HR,1,100,27
1660673960.092910,8549870,58973,1,HR,1,100,25
1660673969.205884,8558752,60403,1,HR,1,100,23
1660673970.254461,8559774,60568,1,HR,1,100,27
1660673972.062281,8561536,60858,1,HR,1,100,28
1660673972.960035,8562411,60991,1,HR,1,100,33
1660673974.688853,8564096,61273,1,HR,1,100,33
1660673975.646116,8565029,61424,1,HR,1,100,36
1660673978.276792,8567593,61829,1,HR,1,100,35
1660673980.730995,8569985,62210,1,HR,1,100,34
1660673985.473189,8574607,62959,1,HR,1,100,31
1660673986.562806,8575669,63143,1,HR,1,100,34
1660673989.102168,8578144,63546,1,HR,1,100,33
1660673991.716428,8580692,63941,1,HR,1,100,32
1660673992.965076,8581909,64133,1,HR,1,100,34
1660673994.628229,8583530,64398,1,HR,1,100,34
1660673995.635766,8584512,64565,1,HR,1,100,37
1660673997.320466,8586154,64833,1,HR,1,100,37
1660673999.774669,8588546,65214,1,HR,1,100,35
1660674001.555813,8590282,65496,1,HR,1,100,35
1660674005.104764,8593741,531,1,HR,1,100,33
1660674007.358896,8595938,894,1,HR,1,100,32
1660674009.166717,8597700,1179,1,HR,1,100,32
1660674013.407194,8601833,1845,1,HR,1,100,30
1660674015.127804,8603510,2111,1,HR,1,100,31
1660674017.711284,8606028,2522,1,HR,1,100,30
1660674020.408650,8608657,2962,1,HR,1,100,29
1660674021.855317,8610067,3194,1,HR,1,100,31
1660674024.086878,8612242,3548,1,HR,1,100,30
1660674030.109525,8618112,4512,1,HR,1,100,28
1660674038.051828,8625853,5756,1,HR,1,100,25
1660674049.906287,8637407,7636,1,HR,1,100,23
1660674055.741176,8643094,8566,1,HR,1,100,22
1660674058.280538,8645569,8964,1,HR,1,100,22
1660674062.477923,8649660,9632,1,HR,1,100,21
1660674063.594216,8650748,9815,1,HR,1,100,25
1660674065.689318,8652790,10151,1,HR,1,100,25
1660674068.887375,8655907,10648,1,HR,1,100,25
1660674080.090320,8666826,12426,1,HR,1,100,22
1660674086.766533,8673333,13491,1,HR,1,100,21
1660674088.823673,8675338,13823,1,HR,1,100,22
1660674090.804888,8677269,14137,1,HR,1,100,23
1660674094.993039,8681351,14805,1,HR,1,100,22
1660674096.773157,8683086,15069,1,HR,1,100,23
1660674097.778642,8684066,15227,1,HR,1,100,28
1660674100.952075,8687159,15723,1,HR,1,100,27
1660674102.778363,8688939,16011,1,HR,1,100,27
1660674105.140226,8691241,16393,1,HR,1,100,27
1660674106.147763,8692223,16560,1,HR,1,100,31
1660674108.448066,8694465,16914,1,HR,1,100,30
1660674109.501772,8695492,17081,1,HR,1,100,34
1660674111.102340,8697052,17332,1,HR,1,100,34
1660674117.026491,8702826,18217,1,HR,1,100,31
1660674122.227309,8707895,19049,1,HR,1,100,29
1660674124.165432,8709784,19352,1,HR,1,100,29
1660674126.663754,8712219,19750,1,HR,1,100,29
1660674132.592009,8717997,20679,1,HR,1,100,26
1660674133.547220,8718928,20829,1,HR,1,100,31
1660674135.193957,8720533,21101,1,HR,1,100,31
1660674136.327692,8721638,21285,1,HR,1,100,34
1660674137.893375,8723164,21534,1,HR,1,100,35
1660674142.330846,8727489,22235,1,HR,1,100,32
1660674143.912945,8729031,22483,1,HR,1,100,33
1660674149.825811,8734794,23418,1,HR,1,100,30
1660674154.171967,8739030,24096,1,HR,1,100,28
1660674156.921659,8741710,24549,1,HR,1,100,28
1660674161.676165,8746344,25298,1,HR,1,100,26
1660674163.006894,8747641,25515,1,HR,1,100,28
1660674164.772648,8749362,25795,1,HR,1,100,29
1660674166.458374,8751005,26066,1,HR,1,100,30
1660674168.078435,8752584,26332,1,HR,1,100,31
1660674169.807253,8754269,26596,1,HR,1,100,31
1660674171.549409,8755967,26886,1,HR,1,100,32
1660674172.682118,8757071,27067,1,HR,1,100,34
1660674173.437258,8757807,27186,1,HR,1,100,39
1660674175.094255,8759422,27451,1,HR,1,100,39
1660674177.300166,8761572,27805,1,HR,1,100,38
1660674206.432544,8789966,32353,1,HR,1,100,33
1660674208.165466,8791655,32625,1,HR,1,100,34
1660674210.626852,8794054,33007,1,HR,1,100,33
1660674212.477764,8795858,33305,1,HR,1,100,33
1660674228.121258,8811105,35655,1,HR,1,100,29
1660674230.416431,8813342,36011,1,HR,1,100,29
1660674232.062143,8814946,36276,1,HR,1,100,30
1660674235.566975,8818362,36813,1,HR,1,100,28
1660674237.948332,8820683,37194,1,HR,1,100,28
1660674248.992247,8831447,38920,1,HR,1,100,25
1660674251.571623,8833961,39308,1,HR,1,100,25
1660674252.247760,8834620,39427,1,HR,1,100,33
1660674253.746753,8836081,39659,1,HR,1,100,33
1660674257.414720,8839656,40228,1,HR,1,100,31
1660674261.281732,8843425,40831,1,HR,1,100,30
1660674262.173330,8844294,40982,1,HR,1,100,34
1660674263.735935,8845817,41230,1,HR,1,100,35
1660674265.385751,8847425,41486,1,HR,1,100,35
1660674266.349169,8848364,41637,1,HR,1,100,38
1660674268.089273,8850060,41921,1,HR,1,100,38
1660674269.047562,8850994,42070,1,HR,1,100,41
1660674269.935056,8851859,42204,1,HR,1,100,44
1660674272.632422,8854488,42626,1,HR,1,100,41
1660674274.572597,8856379,42923,1,HR,1,100,40
1660674275.666318,8857445,43107,1,HR,1,100,42
1660674278.355477,8860066,43527,1,HR,1,100,40
1660674280.785056,8862434,43910,1,HR,1,100,38
1660674281.702304,8863328,44047,1,HR,1,100,41
1660674282.476938,8864083,44164,1,HR,1,100,46
1660674285.732451,8867256,44694,1,HR,1,100,42
1660674288.552938,8870005,45131,1,HR,1,100,40
1660674292.425080,8873779,45732,1,HR,1,100,37
1660674295.887846,8877154,46279,1,HR,1,100,35
1660674298.341023,8879545,46649,1,HR,1,100,34
1660674299.837964,8881004,46899,1,HR,1,100,34
1660674301.571912,8882694,47165,1,HR,1,100,34
1660674303.504905,8884578,47455,1,HR,1,100,34
1660674307.009737,8887994,48018,1,HR,1,100,32
1660674307.940324,8888901,48157,1,HR,1,100,36
1660674309.262844,8890190,48373,1,HR,1,100,37
1660674312.839496,8893676,48893,1,HR,1,100,35
1660674313.647988,8894464,49027,1,HR,1,100,39
1660674315.901094,8896660,49392,1,HR,1,100,38
1660674318.248593,8898948,49745,1,HR,1,100,37
1660674319.005785,8899686,49879,1,HR,1,100,42
1660674321.417922,8902037,50260,1,HR,1,100,40
1660674322.426484,8903020,50410,1,HR,1,100,42
1660674324.248669,8904796,50701,1,HR,1,100,41
1660674326.250404,8906747,51016,1,HR,1,100,40
1660674328.300362,8908745,51354,1,HR,1,100,38
1660674330.448816,8910839,51670,1,HR,1,100,37
1660674332.093501,8912442,51937,1,HR,1,100,37
1660674333.943388,8914245,52224,1,HR,1,100,37
1660674336.082608,8916330,52571,1,HR,1,100,36
1660674337.815530,8918019,52853,1,HR,1,100,36
1660674340.637043,8920769,53286,1,HR,1,100,34
1660674348.133033,8928075,54467,1,HR,1,100,31
1660674349.874163,8929772,54739,1,HR,1,100,31
1660674352.330419,8932166,55120,1,HR,1,100,31
1660674353.613950,8933417,55335,1,HR,1,100,32
1660674357.890338,8937585,55989,1,HR,1,100,30
1660674361.185866,8940797,56505,1,HR,1,100,29
1660674362.111322,8941699,56656,1,HR,1,100,33
1660674364.096641,8943634,56971,1,HR,1,100,33
1660674366.551870,8946027,57359,1,HR,1,100,32
1660674367.544017,8946994,57526,1,HR,1,100,35
1660674368.634660,8948057,57694,1,HR,1,100,38
1660674371.130929,8950490,58080,1,HR,1,100,36
1660674372.951062,8952264,58364,1,HR,1,100,36
1660674373.842660,8953133,58514,1,HR,1,100,40
1660674374.799922,8954066,58665,1,HR,1,100,42
1660674376.015738,8955251,58857,1,HR,1,100,43
1660674378.952164,8958113,59320,1,HR,1,100,40
1660674380.600953,8959720,59569,1,HR,1,100,40
1660674383.390660,8962439,60003,1,HR,1,100,38
1660674385.070230,8964076,60270,1,HR,1,100,38
1660674385.890008,8964875,60403,1,HR,1,100,42
1660674386.805204,8965767,60545,1,HR,1,100,45
1660674391.032344,8969887,61222,1,HR,1,100,41
1660674392.764240,8971575,61490,1,HR,1,100,40
1660674394.381223,8973151,61754,1,HR,1,100,40
1660674396.842608,8975550,62141,1,HR,1,100,38
1660674399.022868,8977675,62474,1,HR,1,100,37
1660674400.625488,8979237,62741,1,HR,1,100,37
1660674404.688467,8983197,63375,1,HR,1,100,34
1660674406.334178,8984801,63641,1,HR,1,100,35
1660674409.164925,8987560,64075,1,HR,1,100,33
1660674411.618103,8989951,64456,1,HR,1,100,32
1660674412.537403,8990847,64613,1,HR,1,100,36
1660674414.317521,8992582,64881,1,HR,1,100,36
1660674415.533337,8993767,65062,1,HR,1,100,37
1660674416.740944,8994944,65264,1,HR,1,100,39
1660674417.610996,8995792,65397,1,HR,1,100,42
1660674422.689720,9000742,661,1,HR,1,100,39
1660674426.771167,9004720,1313,1,HR,1,100,36
1660674430.104656,9007969,1843,1,HR,1,100,34
1660674432.401881,9010208,2209,1,HR,1,100,33
1660674434.297938,9012056,2497,1,HR,1,100,33
1660674436.672112,9014370,2878,1,HR,1,100,32
1660674438.333214,9015989,3144,1,HR,1,100,33
1660674439.417701,9017046,3316,1,HR,1,100,35
1660674445.343904,9022822,4264,1,HR,1,100,32
1660674449.771115,9027137,4964,1,HR,1,100,30
1660674451.218808,9028548,5196,1,HR,1,100,31
1660674452.059106,9029367,5330,1,HR,1,100,36
1660674454.524595,9031770,5733,1,HR,1,100,35
1660674456.211347,9033414,5998,1,HR,1,100,35
