TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
8360329.000000,10574062.000000,1660673765.622945,1660676036.923501,539,8.32464e+06,1.11173e+07,1.5.10
