LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1660673729.162840,8324793.000,22616,4,EM,1,100,RS
1660673729.162840,8324793.000,22616,4,EM,1,100,RB
1660673729.162840,8324793.000,22616,4,EM,1,100,2022-08-16_14-15-28-999100.csv
1660673729.162840,8324793.000,22616,4,EM,1,100,PS
1660673729.224144,8324852.750,22651,4,EM,1,100,RS
1660673729.285448,8324912.500,22651,4,EM,1,100,RB
1660673729.346752,8324972.250,22651,4,EM,1,100,2022-08-16_14-15-28-999100.csv
1660673729.408056,8325032.000,22651,4,EM,1,100,PS
1660673729.459612,8325082.250,22682,4,EM,1,100,RS
1660673729.511169,8325132.500,22682,4,EM,1,100,RB
1660673729.562726,8325182.750,22682,4,EM,1,100,2022-08-16_14-15-28-999100.csv
1660673729.614282,8325233.000,22682,4,EM,1,100,PS
1660673729.665839,8325283.250,22716,4,EM,1,100,RS
1660673729.717396,8325333.500,22716,4,EM,1,100,RB
1660673729.768953,8325383.750,22716,4,EM,1,100,2022-08-16_14-15-28-999100.csv
1660673729.820509,8325434.000,22716,4,EM,1,100,PS
1660673729.873092,8325485.250,22749,4,EM,1,100,RS
1660673729.925675,8325536.500,22749,4,EM,1,100,RB
1660673729.978258,8325587.750,22749,4,EM,1,100,2022-08-16_14-15-28-999100.csv
1660673730.030840,8325639.000,22749,4,EM,1,100,PS
1660673730.082397,8325689.250,22781,4,EM,1,100,RS
1660673730.133954,8325739.500,22781,4,EM,1,100,RB
1660673730.185511,8325789.750,22781,4,EM,1,100,2022-08-16_14-15-28-999100.csv
1660673730.237067,8325840.000,22781,4,EM,1,100,PS
1660673730.288624,8325890.250,22816,4,EM,1,100,RS
1660673730.340181,8325940.500,22816,4,EM,1,100,RB
1660673730.391737,8325990.750,22816,4,EM,1,100,2022-08-16_14-15-28-999100.csv
1660673730.443294,8326041.000,22816,4,EM,1,100,PS
1660673730.496903,8326093.250,22847,4,EM,1,100,RS
1660673730.550512,8326145.500,22847,4,EM,1,100,RB
1660673730.604120,8326197.750,22847,4,EM,1,100,2022-08-16_14-15-28-999100.csv
1660673730.657729,8326250.000,22847,4,EM,1,100,PS
1660673730.709286,8326300.250,22881,4,EM,1,100,RS
1660673730.760843,8326350.500,22881,4,EM,1,100,RB
1660673730.812399,8326400.750,22881,4,EM,1,100,2022-08-16_14-15-28-999100.csv
1660673730.863956,8326451.000,22881,4,EM,1,100,PS
1660673730.915513,8326501.250,22913,4,EM,1,100,RS
1660673730.967070,8326551.500,22913,4,EM,1,100,RB
1660673731.018626,8326601.750,22913,4,EM,1,100,2022-08-16_14-15-28-999100.csv
1660673731.070183,8326652.000,22913,4,EM,1,100,PS
1660673731.121740,8326702.250,22946,4,EM,1,100,RS
1660673731.173297,8326752.500,22946,4,EM,1,100,RB
1660673731.224853,8326802.750,22946,4,EM,1,100,2022-08-16_14-15-28-999100.csv
1660673731.276410,8326853.000,22946,4,EM,1,100,PS
1660673731.327967,8326903.250,22982,4,EM,1,100,RS
1660673731.379524,8326953.500,22982,4,EM,1,100,RB
1660673731.431080,8327003.750,22982,4,EM,1,100,2022-08-16_14-15-28-999100.csv
1660673731.482637,8327054.000,22982,4,EM,1,100,PS
1660673731.534194,8327104.250,23014,4,EM,1,100,RS
1660673731.585751,8327154.500,23014,4,EM,1,100,RB
1660673731.637307,8327204.750,23014,4,EM,1,100,2022-08-16_14-15-28-999100.csv
1660673731.688864,8327255.000,23014,4,EM,1,100,PS
1660673731.740421,8327305.250,23048,4,EM,1,100,RS
1660673731.791977,8327355.500,23048,4,EM,1,100,RB
1660673731.843534,8327405.750,23048,4,EM,1,100,2022-08-16_14-15-28-999100.csv
1660673731.895091,8327456.000,23048,4,EM,1,100,PS
1660673731.946648,8327506.250,23080,4,EM,1,100,RS
1660673731.998204,8327556.500,23080,4,EM,1,100,RB
1660673732.049761,8327606.750,23080,4,EM,1,100,2022-08-16_14-15-28-999100.csv
1660673732.101318,8327657.000,23080,4,EM,1,100,PS
1660673732.152875,8327707.250,23113,4,EM,1,100,RS
1660673732.204431,8327757.500,23113,4,EM,1,100,RB
1660673732.255988,8327807.750,23113,4,EM,1,100,2022-08-16_14-15-28-999100.csv
1660673732.307545,8327858.000,23113,4,EM,1,100,PS
1660673732.359615,8327908.750,23146,4,EM,1,100,RS
1660673732.411684,8327959.500,23146,4,EM,1,100,RB
1660673732.463754,8328010.250,23146,4,EM,1,100,2022-08-16_14-15-28-999100.csv
1660673732.515824,8328061.000,23146,4,EM,1,100,PS
1660673732.567380,8328111.250,23180,4,EM,1,100,RS
1660673732.618937,8328161.500,23180,4,EM,1,100,RB
1660673732.670494,8328211.750,23180,4,EM,1,100,2022-08-16_14-15-28-999100.csv
1660673732.722051,8328262.000,23180,4,EM,1,100,PS
1660673732.773607,8328312.250,23211,4,EM,1,100,RS
1660673732.825164,8328362.500,23211,4,EM,1,100,RB
1660673732.876721,8328412.750,23211,4,EM,1,100,2022-08-16_14-15-28-999100.csv
1660673732.928278,8328463.000,23211,4,EM,1,100,PS
1660673732.979835,8328513.250,23245,4,EM,1,100,RS
1660673733.031391,8328563.500,23245,4,EM,1,100,RB
1660673733.082948,8328613.750,23245,4,EM,1,100,2022-08-16_14-15-28-999100.csv
1660673733.134505,8328664.000,23245,4,EM,1,100,PS
1660673733.186061,8328714.250,23277,4,EM,1,100,RS
1660673733.237618,8328764.500,23277,4,EM,1,100,RB
1660673733.289175,8328814.750,23277,4,EM,1,100,2022-08-16_14-15-28-999100.csv
1660673733.340732,8328865.000,23277,4,EM,1,100,PS
