LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1660673734.108183,8329613.000,23396,2,RD,1,100,TL
1660673734.108183,8329613.000,23396,2,RD,1,100,TU
1660673736.752710,8332190.500,24246,2,RD,1,100,TL
1660673739.397238,8334768.000,24246,2,RD,1,100,TU
1660673742.016628,8337321.000,25076,2,RD,1,100,TL
1660673744.636018,8339874.000,25076,2,RD,1,100,TU
1660673747.256947,8342428.500,25910,2,RD,1,100,TL
1660673749.877876,8344983.000,25910,2,RD,1,100,TU
1660673752.498292,8347537.000,26743,2,RD,1,100,TL
1660673755.118708,8350091.000,26743,2,RD,1,100,TU
1660673757.739124,8352645.000,27571,2,RD,1,100,TL
1660673760.359540,8355199.000,27571,2,RD,1,100,TU
1660673762.979957,8357753.000,28402,2,RD,1,100,TL
1660673765.600373,8360307.000,28402,2,RD,1,100,TU
1660673768.221815,8362862.000,29234,2,RD,1,100,TL
1660673770.843257,8365417.000,29234,2,RD,1,100,TU
1660673773.462647,8367970.000,30067,2,RD,1,100,TL
1660673776.082037,8370523.000,30067,2,RD,1,100,TU
1660673778.702453,8373077.000,30903,2,RD,1,100,TL
1660673781.322869,8375631.000,30903,2,RD,1,100,TU
1660673783.943799,8378185.500,31737,2,RD,1,100,TL
1660673786.564728,8380740.000,31737,2,RD,1,100,TU
1660673789.208742,8383317.000,32586,2,RD,1,100,TL
1660673791.852756,8385894.000,32586,2,RD,1,100,TU
1660673794.473172,8388448.000,33415,2,RD,1,100,TL
1660673797.093588,8391002.000,33415,2,RD,1,100,TU
1660673799.741707,8393583.000,34246,2,RD,1,100,TL
1660673802.389825,8396164.000,34246,2,RD,1,100,TU
1660673805.030248,8398737.500,35077,2,RD,1,100,TL
1660673807.670671,8401311.000,35077,2,RD,1,100,TU
1660673810.301860,8403875.500,35909,2,RD,1,100,TL
1660673812.933049,8406440.000,35909,2,RD,1,100,TU
1660673815.577064,8409017.000,36742,2,RD,1,100,TL
1660673818.221078,8411594.000,36742,2,RD,1,100,TU
1660673820.853293,8414159.500,37574,2,RD,1,100,TL
1660673823.485508,8416725.000,37574,2,RD,1,100,TU
1660673826.139782,8419312.000,38403,2,RD,1,100,TL
1660673828.794057,8421899.000,38403,2,RD,1,100,TU
1660673831.431402,8424469.500,39235,2,RD,1,100,TL
1660673834.068747,8427040.000,39235,2,RD,1,100,TU
1660673836.690702,8429595.500,40051,2,RD,1,100,TL
1660673839.312657,8432151.000,40051,2,RD,1,100,TU
1660673841.954107,8434725.500,40882,2,RD,1,100,TL
1660673844.595556,8437300.000,40882,2,RD,1,100,TU
1660673847.220589,8439858.500,41694,2,RD,1,100,TL
1660673849.845622,8442417.000,41694,2,RD,1,100,TU
1660673852.486558,8444991.000,42523,2,RD,1,100,TL
1660673855.127495,8447565.000,42523,2,RD,1,100,TU
1660673857.763814,8450134.500,43355,2,RD,1,100,TL
1660673860.400133,8452704.000,43355,2,RD,1,100,TU
1660673863.041069,8455278.000,44186,2,RD,1,100,TL
1660673865.682005,8457852.000,44186,2,RD,1,100,TU
1660673868.315247,8460418.500,45021,2,RD,1,100,TL
1660673870.948488,8462985.000,45021,2,RD,1,100,TU
1660673873.593015,8465562.500,45853,2,RD,1,100,TL
