left eye 1,left eye 2,right eye 1,right eye 2,current time
0.389185995,0.429953724,0.413688898,0.541634381,09:03.9
0.414796144,0.873505175,0.433504879,0.749727726,09:03.9
0.414796144,0.873505175,0.451117039,1.03367877,09:04.0
0.440964997,1.410782933,0.454188108,1.258551955,09:04.0
0.455596954,1.486116529,0.45141533,1.475638866,09:04.1
0.470626682,1.542643189,0.454134345,1.524295449,09:04.1
0.472705334,1.525296807,0.453983724,1.517657042,09:04.2
0.475649685,1.5241189,0.451188177,1.526924253,09:04.2
0.474705219,1.521920204,0.449838877,1.52284348,09:04.3
0.473180681,1.516111016,0.450611502,1.524184704,09:04.3
0.473090827,1.524770021,0.451194257,1.527764559,09:04.4
0.475829005,1.529017448,0.452642381,1.52531755,09:04.4
0.485420853,1.535783648,0.453425735,1.530226946,09:04.4
0.476532012,1.540706754,0.456036597,1.533430815,09:04.5
0.468187034,1.531953335,0.458077759,1.531016231,09:04.6
0.466561764,1.526222587,0.454684824,1.528113008,09:04.6
0.498354793,1.511830091,0.457679987,1.531026125,09:04.7
0.530359149,1.510976315,0.536656678,1.526706934,09:04.7
0.553097427,1.526068449,0.536656678,1.526706934,09:04.8
0.554552197,1.530690312,0.545288444,1.527752638,09:04.8
0.55637145,1.536651611,0.538238108,1.517246842,09:04.9
0.555280447,1.53491199,0.534219265,1.51752007,09:04.9
0.556091726,1.524531841,0.535709023,1.51305747,09:05.0
0.556743383,1.526781082,0.535446942,1.513987899,09:05.0
0.564574718,1.536265492,0.537127137,1.529792547,09:05.1
0.56648159,1.534020424,0.540692627,1.515385747,09:05.1
0.564192891,1.53388536,0.538874924,1.518642306,09:05.2
0.563551724,1.529927969,0.540780902,1.530091405,09:05.2
0.553681552,1.52040422,0.538654029,1.528548598,09:05.3
0.547615051,1.525200129,0.536683261,1.521137834,09:05.3
0.547615051,1.525200129,0.540895998,1.524217844,09:05.4
0.54980576,1.525909424,0.544984996,1.54272306,09:05.4
0.555974066,1.538011551,0.544984996,1.54272306,09:05.5
0.504513979,1.534975171,0.430162758,1.542360067,09:05.5
0.41655159,1.546329618,0.410663038,1.513654113,09:05.5
0.406451523,1.548942447,0.394490749,1.508643031,09:05.6
0.404009342,1.540010571,0.39839685,1.532146931,09:05.6
0.403256506,1.54507792,0.386335552,1.53256166,09:05.7
0.403165877,1.554589748,0.386578321,1.506397605,09:05.7
0.40130648,1.552024841,0.386617035,1.506726861,09:05.8
0.407938302,1.554837227,0.38641417,1.532780766,09:05.8
0.406636029,1.551729083,0.387667388,1.536198735,09:05.9
0.400735408,1.534775019,0.387841314,1.52054286,09:05.9
0.40285331,1.537637591,0.388514966,1.527493358,09:06.0
0.405557722,1.556701899,0.38862896,1.524415612,09:06.0
0.40383327,1.554391623,0.385900229,1.521903157,09:06.0
0.402544081,1.52458787,0.383693427,1.544346571,09:06.1
0.402728736,1.513574719,0.384406924,1.541891932,09:06.2
0.402728736,1.513574719,0.362805724,1.520292282,09:06.2
0.351729363,1.520426631,0.330296993,1.515188932,09:06.3
0.347606331,1.520956516,0.331057996,1.512402415,09:06.3
0.346618295,1.519565701,0.330336511,1.519670367,09:06.4
0.349708706,1.525612593,0.320286423,1.54562366,09:06.4
0.347996712,1.526902795,0.324033558,1.545728564,09:06.5
0.346125692,1.520223498,0.332323492,1.526527166,09:06.5
0.349258304,1.520973086,0.333956897,1.523471236,09:06.6
0.349258304,1.520973086,0.327084661,1.540061116,09:06.7
0.342750192,1.502253532,0.330040604,1.536434174,09:06.7
0.342750192,1.502253532,0.330480516,1.529351473,09:06.8
0.333959728,1.523162603,0.321864337,1.530829787,09:06.8
0.303738534,1.529745102,0.289481282,1.511104822,09:06.8
0.276053011,1.529622197,0.259628475,1.511366844,09:06.9
0.270050734,1.546665192,0.259501696,1.52350986,09:06.9
0.269523293,1.542702794,0.260028094,1.516904235,09:07.0
0.279748946,1.521084905,0.256667018,1.518402815,09:07.0
0.280169427,1.523438811,0.255834758,1.521606684,09:07.1
0.275773495,1.519100308,0.25406307,1.533246875,09:07.1
0.276795328,1.517778993,0.254095107,1.537933588,09:07.2
0.276795328,1.517778993,0.255173743,1.522871017,09:07.2
0.280534536,1.51172781,0.256366879,1.520095587,09:07.3
0.280534536,1.51172781,0.306628734,1.344703317,09:07.3
0.341055274,0.813471556,0.380483925,0.945585608,09:07.4
0.341055274,0.813471556,0.386708736,0.665643573,09:07.4
0.370092779,0.399948657,0.391249388,0.458669513,09:07.5
0.370092779,0.399948657,0.395986289,0.390426069,09:07.5
0.373621523,0.3780123,0.37985763,0.365061015,09:07.6
0.373621523,0.3780123,0.383456588,0.358942121,09:07.6
nan, nan,0.384412378,0.364084452,09:07.7
0.38223201,0.380725175,0.389002025,0.362434626,09:07.7
0.379040718,0.37814799,0.389714122,0.361548543,09:07.8
0.371542364,0.368469566,0.385360867,0.367348403,09:07.8
0.371875703,0.370217055,0.385584801,0.365202665,09:07.9
0.375774324,0.364519805,0.386198133,0.363027453,09:08.0
0.376744837,0.359211266,0.387170941,0.364201874,09:08.0
0.379953951,0.362355769,0.390945256,0.35854584,09:08.0
0.376066357,0.358923435,0.389398128,0.355257452,09:08.1
0.369413197,0.357997119,0.3816818,0.356237561,09:08.1
0.372481793,0.362264782,0.384203136,0.349343151,09:08.2
0.376120418,0.356401473,0.390335232,0.339383453,09:08.3
0.376074463,0.355940521,0.386948109,0.337210417,09:08.3
0.371092945,0.342675567,0.385123312,0.341455251,09:08.4
0.372327656,0.336965442,0.386006087,0.347721905,09:08.4
0.379604459,0.346132606,0.38831678,0.346649468,09:08.5
0.379489422,0.345834464,0.387423933,0.341823667,09:08.6
0.379388481,0.355380654,0.382599115,0.338169813,09:08.6
0.378614038,0.349379927,0.380696684,0.342872798,09:08.6
0.374437839,0.341008544,0.386031091,0.345169306,09:08.7
0.373978674,0.349725068,0.387170941,0.33940345,09:08.7
0.378103644,0.352806151,0.382987916,0.338001639,09:08.8
0.379818857,0.351071835,0.385158002,0.337474138,09:08.8
0.380966902,0.34365201,0.383311987,0.341707975,09:08.9
0.380172402,0.340589315,0.385129541,0.347311348,09:08.9
0.383765489,0.339505792,0.387521029,0.3441028,09:09.0
0.384550095,0.341809064,0.387781978,0.338696331,09:09.0
0.374039292,0.354428113,0.388768643,0.327078223,09:09.1
0.372061014,0.351155132,0.388019353,0.329190701,09:09.1
0.374952108,0.335469902,0.385430038,0.343156636,09:09.2
0.372367561,0.340850204,0.384395123,0.342348605,09:09.2
0.370237857,0.346635044,0.389272273,0.332942754,09:09.3
0.37060371,0.342839152,0.391202301,0.338768005,09:09.3
0.377869099,0.342564255,0.391501695,0.347801268,09:09.4
0.380463243,0.344693989,0.391303718,0.343393356,09:09.4
0.37957716,0.343308359,0.387691081,0.343180835,09:09.5
0.379698426,0.344132781,0.387583613,0.34207195,09:09.5
0.374916881,0.335093796,0.388633758,0.345045447,09:09.6
0.371589422,0.334760904,0.3888987,0.345881492,09:09.6
0.369691312,0.347346961,0.387825042,0.345863253,09:09.7
0.37166968,0.348427922,0.388225853,0.344799876,09:09.8
0.371286154,0.343113184,0.391935319,0.338076949,09:09.8
0.370972067,0.342318237,0.390229285,0.341312915,09:09.9
0.371076494,0.337942928,0.391184419,0.335768908,09:09.9
0.37156269,0.340169638,0.393428206,0.33567217,09:10.0
0.378932863,0.352954179,0.392518014,0.352499515,09:10.0
0.377975047,0.355046272,0.390883803,0.347838789,09:10.1
0.372276127,0.349539876,0.386729687,0.342670858,09:10.1
0.374557912,0.342384696,0.388281733,0.345448226,09:10.2
0.381464273,0.351447076,0.390576422,0.342361003,09:10.2
0.380932271,0.36130929,0.387865424,0.344931245,09:10.3
0.377749294,0.349557728,0.387356818,0.335967898,09:10.3
0.379676819,0.342078596,0.389506221,0.334247798,09:10.4
0.384490609,0.34357506,0.392181873,0.336113542,09:10.4
0.383061886,0.341319978,0.391604453,0.334357113,09:10.5
0.375967383,0.347498149,0.390853494,0.339352041,09:10.6
0.375002325,0.349069387,0.391177088,0.33986792,09:10.6
0.379220754,0.348440617,0.393094331,0.341558933,09:10.7
0.380354941,0.352044851,0.39279902,0.337319911,09:10.7
0.379495829,0.343327761,0.391759813,0.339684576,09:10.8
0.381362081,0.33910051,0.395642012,0.346133083,09:10.8
0.381562114,0.344031096,0.396955967,0.34528631,09:10.9
0.381872326,0.345766723,0.39468798,0.341287553,09:10.9
0.396837234,0.362187117,0.413546085,0.358664066,09:11.0
0.411732137,0.378217578,0.434721738,0.380319804,09:11.0
0.427342474,0.391378522,0.442065328,0.381354839,09:11.1
0.427409947,0.393529892,0.439457923,0.380659044,09:11.1
0.424848974,0.394736081,0.436694235,0.385629207,09:11.2
0.424151659,0.392203122,0.437676311,0.382674992,09:11.2
0.425487101,0.396504074,0.440891802,0.380266339,09:11.2
0.42818442,0.397912085,0.442117929,0.381525695,09:11.3
0.426839739,0.397446513,0.442703456,0.383511186,09:11.3
0.424379498,0.394627392,0.441225529,0.379835159,09:11.5
0.420205742,0.399887741,0.440604508,0.382656097,09:11.5
0.424186468,0.400263906,0.441090852,0.383567631,09:11.6
0.426408917,0.39792183,0.439153582,0.372531533,09:11.6
0.424773812,0.399505883,0.441816032,0.376579046,09:11.7
0.427015901,0.389961213,0.444741666,0.380781323,09:11.7
0.425541103,0.388991386,0.443593532,0.373181194,09:11.7
0.422163367,0.395365179,0.438527882,0.370685697,09:11.8
0.422581077,0.397920609,0.436166048,0.374354631,09:11.8
0.417330831,0.3964369,0.436357647,0.372703463,09:11.9
0.418338597,0.399388015,0.437280834,0.374960214,09:11.9
0.420892656,0.395913899,0.438842833,0.384403348,09:12.0
0.420093685,0.396066248,0.440157175,0.385837913,09:12.0
0.423824042,0.399949253,0.439465553,0.384170651,09:12.1
0.422479659,0.397917956,0.438681513,0.383506536,09:12.1
0.4266949,0.389551729,0.439433008,0.37368089,09:12.2
0.429454535,0.393757671,0.439950436,0.37247175,09:12.2
0.426174045,0.392193943,0.438906819,0.3862831,09:12.3
0.423278242,0.393825084,0.438060373,0.382738531,09:12.3
0.421519399,0.40446645,0.438730747,0.372902095,09:12.4
0.422409594,0.407254636,0.440125704,0.369807094,09:12.4
0.42905122,0.401907265,0.440368533,0.380445451,09:12.5
0.429917574,0.396170944,0.440178603,0.384618133,09:12.5
0.422639906,0.412871599,0.43848151,0.383202642,09:12.6
0.421713054,0.412798971,0.436379522,0.385112345,09:12.6
0.427848488,0.408534646,0.435542732,0.377606809,09:12.7
0.427733094,0.405497909,0.435893625,0.375390261,09:12.7
0.428272545,0.403391153,0.436218768,0.379675359,09:12.8
0.430791467,0.406779617,0.435791105,0.379324049,09:12.8
0.430432856,0.402265251,0.436931252,0.379363626,09:12.9
0.430412531,0.401447862,0.43972224,0.381010801,09:12.9
0.430172622,0.39848882,0.437175274,0.371810824,09:13.0
0.426035315,0.399015039,0.435686022,0.374808997,09:13.0
0.421390027,0.405481845,0.437127054,0.37962845,09:13.1
0.423863053,0.4085868,0.434749752,0.376213312,09:13.1
0.431622237,0.408966571,0.436146975,0.371272892,09:13.1
0.429700255,0.401402593,0.439763963,0.373877198,09:13.2
0.424005181,0.391839296,0.438557714,0.37667796,09:13.2
0.426189929,0.389205337,0.437520385,0.372589946,09:13.3
0.42137751,0.393198609,0.437758982,0.373626351,09:13.3
0.422819406,0.399880946,0.436048836,0.376511067,09:13.4
0.430054158,0.406707972,0.435658306,0.373759747,09:13.4
0.428913057,0.403791577,0.437228084,0.372839391,09:13.5
0.433958709,0.40017432,0.43800354,0.371680439,09:13.5
0.431075513,0.394218236,0.437616825,0.373061329,09:13.6
0.428377301,0.390435547,0.437888086,0.373989433,09:13.6
0.430981427,0.393334806,0.439026713,0.371513098,09:13.6
0.431148678,0.398476899,0.438381404,0.371808261,09:13.7
0.431611359,0.398529321,0.437982321,0.370308459,09:13.7
0.426899076,0.395356804,0.438227624,0.370068103,09:13.8
0.426618248,0.393995017,0.437340498,0.371874243,09:13.9
0.42275092,0.395116061,0.437325478,0.371503979,09:13.9
0.42479372,0.395357311,0.439023435,0.369026035,09:14.0
0.425506145,0.394632399,0.44171989,0.370492458,09:14.0
0.424536437,0.395257741,0.440946221,0.370748103,09:14.1
0.430014104,0.389301538,0.439632535,0.369806439,09:14.1
0.431095988,0.389861226,0.439121604,0.366901875,09:14.2
0.433672696,0.389271349,0.438801765,0.364710987,09:14.2
0.434419692,0.388110846,0.43801716,0.366069078,09:14.3
0.434559822,0.391306818,0.437972277,0.368749887,09:14.3
0.43475914,0.391159534,0.439045906,0.369102061,09:14.4
0.432881743,0.38970992,0.438566685,0.365391284,09:14.4
0.43248713,0.388402104,0.440148413,0.366303772,09:14.5
0.432008892,0.384072661,0.44568029,0.376458645,09:14.5
0.430418342,0.383623183,0.444913477,0.374907345,09:14.6
0.42601952,0.379172564,0.44031623,0.36612004,09:14.6
0.425650835,0.38305673,0.439126164,0.368234068,09:14.6
0.419958413,0.384890318,0.435103297,0.366606951,09:14.7
0.419723392,0.382602334,0.435829192,0.364789218,09:14.7
0.422472119,0.387180954,0.438097864,0.356166124,09:14.8
0.420825511,0.386183232,0.438673288,0.358174115,09:14.8
0.420028329,0.378118575,0.438906372,0.380173326,09:14.9
0.419762731,0.382463783,0.438762546,0.381004632,09:14.9
0.421047121,0.38313514,0.439014375,0.380452037,09:15.0
0.419361204,0.382068872,0.438530952,0.382989913,09:15.0
0.417273521,0.390174389,0.43538481,0.379351318,09:15.1
0.420352817,0.395354867,0.434090167,0.377854139,09:15.1
0.422007263,0.39054203,0.439775079,0.377988845,09:15.2
0.423404127,0.38531214,0.442250043,0.377146542,09:15.2
0.424491882,0.38574779,0.442786247,0.381270945,09:15.3
0.423973978,0.386303008,0.440780759,0.379030764,09:15.3
0.42474702,0.387642443,0.437313378,0.347508907,09:15.4
0.42652753,0.404487699,0.449936152,0.394106656,09:15.4
0.418736666,0.36554274,0.427967876,0.483743429,09:15.5
0.415791392,0.365457177,0.473624766,0.473171264,09:15.5
