left eye 1,left eye 2,right eye 1,right eye 2,current time
nan, nan,nan, nan,15:18.1
nan, nan,nan, nan,15:18.1
nan, nan,nan, nan,15:18.1
nan, nan,nan, nan,15:18.2
nan, nan,nan, nan,15:18.2
0.417187929,0.820836961,nan, nan,15:18.3
0.443247229,0.814686656,nan, nan,15:18.3
0.445095479,0.798903286,nan, nan,15:18.3
0.421128213,0.770250857,nan, nan,15:18.4
0.422397017,0.734475672,0.416599542,0.7843256,15:18.4
0.431088954,0.745171189,0.434593409,0.778545976,15:18.4
0.431088954,0.745171189,0.455506504,0.771828771,15:18.5
0.428266376,0.750118434,0.437437981,0.782851398,15:18.6
0.428266376,0.750118434,0.437437981,0.782851398,15:18.6
0.456446022,0.758371294,0.437023789,0.810314953,15:18.6
0.456446022,0.758371294,0.437023789,0.810314953,15:18.7
0.431459308,0.762431204,0.450736225,0.799885094,15:18.8
0.420134991,0.768252432,0.428500473,0.793814421,15:18.8
0.418245792,0.752680302,0.427018076,0.786208272,15:18.9
0.413611263,0.738904834,0.447392642,0.783717096,15:18.9
0.413095772,0.7470451,0.44151178,0.773752868,15:19.0
0.425102681,0.74431473,0.44151178,0.773752868,15:19.0
0.434728473,0.767239153,nan, nan,15:19.1
0.420451641,0.766323328,nan, nan,15:19.1
0.427265495,0.764166296,nan, nan,15:19.1
0.423148632,0.759060502,0.418545395,0.764561832,15:19.2
0.410278618,0.737848759,0.426511794,0.772025943,15:19.2
0.413413018,0.737955451,0.429665446,0.773085773,15:19.2
0.426722974,0.757830501,0.430763245,0.771885157,15:19.2
0.429023296,0.761649251,0.430496156,0.774117172,15:19.2
0.42053169,0.756543636,0.426362187,0.775082767,15:19.3
0.418925554,0.751541495,0.424117267,0.762948096,15:19.3
0.424788654,0.750800848,0.425962448,0.762578785,15:19.4
0.422112435,0.74811703,0.426382095,0.7649616,15:19.4
0.418253511,0.752885401,0.429001302,0.764483571,15:19.5
0.43441993,0.756496787,0.430419981,0.764541566,15:19.5
0.416701406,0.712444425,0.430535227,0.764890969,15:19.6
0.412062973,0.734435618,0.43900457,0.779172063,15:19.6
0.425411582,0.750688434,0.442134619,0.76742661,15:19.7
0.445280671,0.747923791,0.433946013,0.767015576,15:19.7
0.444238007,0.754999042,0.430854976,0.75909251,15:19.8
0.426142186,0.75323534,0.436135024,0.746318877,15:19.8
0.421757221,0.740560412,0.436497837,0.749102592,15:19.9
0.420269966,0.738424301,0.435752839,0.740252018,15:19.9
0.418922096,0.732096195,0.434533119,0.743402243,15:20.0
0.422856301,0.733206272,0.429884791,0.747431159,15:20.0
0.41918394,0.732592881,0.430195481,0.74706769,15:20.1
0.417392731,0.727506518,0.434461981,0.763915181,15:20.1
0.421177745,0.728920698,0.429136038,0.787871897,15:20.2
0.420923918,0.729172289,0.428434104,0.757937431,15:20.2
0.426014602,0.730006695,0.436145782,0.75506717,15:20.3
0.427749336,0.726852238,0.433378637,0.755163252,15:20.3
0.42906785,0.738992393,0.428667635,0.753145516,15:20.4
0.428280681,0.743312538,0.431384087,0.749566734,15:20.4
0.415783346,0.720282435,0.430027992,0.750957668,15:20.5
0.418628603,0.726599932,0.428886592,0.758458257,15:20.5
0.432281077,0.749027371,0.431795895,0.751578867,15:20.6
0.428823054,0.732988954,0.434445143,0.745488226,15:20.6
0.416925639,0.712544322,0.439111859,0.747330189,15:20.6
0.422684342,0.718456566,0.436031073,0.750195801,15:20.7
0.434244007,0.733022571,0.431481063,0.746637106,15:20.7
0.434806168,0.737602353,0.432363302,0.747582257,15:20.8
0.434437394,0.742345691,0.426780194,0.754285634,15:20.8
0.427347124,0.738159776,0.42598927,0.752618194,15:20.9
0.42000398,0.720044613,0.43290481,0.735775411,15:20.9
0.419992983,0.717024982,0.434735686,0.734843314,15:21.0
0.42065832,0.708696187,0.429431021,0.747897625,15:21.1
0.390148431,0.716933727,0.401975632,0.766361415,15:21.1
0.350651979,0.738177299,0.373859167,0.770599902,15:21.2
0.345266879,0.752073884,0.365287185,0.771667182,15:21.2
0.342736006,0.752857983,0.365315676,0.761480987,15:21.3
0.338374048,0.756329477,0.362644881,0.760176897,15:21.3
0.33660233,0.751141608,0.3569538,0.765020549,15:21.4
0.338257998,0.738835871,0.356402546,0.767354846,15:21.4
0.341181427,0.752755404,0.360963047,0.768286943,15:21.5
0.343716294,0.758383572,0.364690989,0.768558502,15:21.5
0.343917936,0.751813412,0.36102134,0.766086638,15:21.6
0.344677001,0.752842724,0.35602805,0.761398375,15:21.6
0.344727188,0.754322827,0.358229399,0.763848484,15:21.7
0.345506668,0.755613804,0.355125785,0.769475043,15:21.7
0.343813062,0.753938973,0.35988003,0.768307805,15:21.8
0.343650013,0.759338081,0.360318869,0.765587687,15:21.8
0.351103723,0.763594687,0.358028293,0.77016896,15:21.9
0.352057457,0.753643513,0.35798794,0.767670155,15:21.9
0.350451916,0.752102315,0.357278317,0.767471373,15:22.0
0.351220101,0.759286284,0.357645869,0.765605509,15:22.0
0.344428182,0.75462085,0.355430454,0.761767209,15:22.1
0.345982194,0.749727249,0.356143057,0.754958212,15:22.1
0.34723419,0.756740034,0.356825799,0.759397864,15:22.1
0.344170868,0.755169451,0.357400358,0.770761311,15:22.2
0.349609733,0.75449419,0.3583076,0.772161841,15:22.2
0.345265925,0.759647906,0.355920613,0.767890692,15:22.3
0.339749396,0.754855633,0.355817258,0.768315315,15:22.3
0.344298571,0.75709337,0.355180085,0.778204441,15:22.4
0.345612556,0.76195842,0.355094761,0.778319299,15:22.4
0.342287183,0.760105252,0.357031047,0.781760454,15:22.5
0.346462339,0.752506375,0.356179297,0.782266855,15:22.5
0.347156227,0.749171674,0.355372876,0.774998605,15:22.6
0.399628729,0.748226106,0.397865653,0.754185975,15:22.6
0.462501854,0.725793004,0.452094972,0.738648713,15:22.7
0.562644422,0.747884572,0.564078629,0.746492326,15:22.7
0.550535262,0.735934496,0.563123286,0.751015842,15:22.8
0.543667853,0.722236395,0.562828481,0.752984524,15:22.8
0.544964731,0.733200431,0.562732399,0.754551411,15:22.9
0.552829087,0.736110508,0.564822257,0.752175689,15:22.9
0.552079856,0.736529112,0.562796056,0.748237252,15:23.0
0.545341372,0.732356787,0.558431804,0.751582265,15:23.0
0.546854913,0.733614385,0.562251151,0.751268089,15:23.1
0.548891485,0.743258655,0.565680087,0.752851367,15:23.1
0.54891187,0.741208434,0.563624799,0.752923608,15:23.2
0.547731876,0.738346219,0.557254791,0.751345694,15:23.2
0.543534935,0.736218512,0.56033659,0.757640302,15:23.3
0.537002265,0.733409226,0.560781598,0.759778798,15:23.3
0.537829995,0.736051977,0.55273062,0.75867492,15:23.4
0.541028082,0.747015238,0.556155682,0.760853827,15:23.4
0.540592492,0.746752262,0.550385654,0.758695364,15:23.4
0.540465891,0.740917027,0.551481843,0.759322286,15:23.5
0.540448308,0.734654248,0.553672791,0.762226403,15:23.5
0.543427408,0.740408182,0.550114751,0.759742975,15:23.6
0.543914497,0.744316816,0.55139035,0.760977328,15:23.6
0.542729437,0.735923588,0.54919523,0.758985519,15:23.7
0.542639494,0.739982009,0.549907804,0.751712739,15:23.7
0.53473717,0.739929497,0.554106712,0.759403706,15:23.8
0.535664439,0.745912075,0.552014947,0.758001447,15:23.8
0.543886542,0.7478441,0.551556766,0.754031003,15:23.9
0.54247278,0.735327303,0.551188231,0.759777248,15:23.9
0.534786999,0.727765501,0.549235761,0.764415264,15:24.0
0.530353308,0.726279855,0.550676465,0.760027647,15:24.0
0.536308706,0.728741646,0.554132223,0.747402668,15:24.1
0.515183628,0.686527669,0.535618663,0.698707938,15:24.1
0.4642663,0.574672282,0.516781032,0.664939165,15:24.2
0.43955183,0.51796627,0.431246579,0.50491631,15:24.3
0.432927758,0.509191811,0.438228071,0.514043093,15:24.3
0.434849828,0.500045538,0.435497344,0.514243901,15:24.3
0.436418563,0.512573004,0.432861209,0.522430658,15:24.4
0.437218726,0.511197925,0.434820771,0.516158819,15:24.4
0.436553687,0.506275058,0.437769562,0.518991172,15:24.5
0.439362556,0.507581234,0.435526729,0.52624464,15:24.6
0.445746839,0.508668303,0.43225801,0.532239854,15:24.6
0.44362551,0.502764046,0.430257976,0.536582112,15:24.7
0.446544468,0.512143731,0.427674025,0.534724593,15:24.8
0.448265254,0.523808062,0.429834545,0.52960223,15:24.8
0.444588393,0.50806129,0.428446382,0.519041896,15:24.9
0.444528699,0.494879335,0.433931679,0.51506418,15:24.9
0.431488693,0.486629158,0.438295096,0.476039201,15:24.9
0.408076614,0.44639352,0.418435484,0.41776666,15:25.0
0.403584033,0.38739273,0.410600156,0.387426138,15:25.0
0.406054229,0.399603635,0.413793653,0.386578649,15:25.1
0.401049942,0.407817662,0.406637698,0.386483788,15:25.1
0.398198813,0.403965473,0.406641036,0.386519045,15:25.2
0.405601889,0.418221384,0.406164557,0.386698365,15:25.2
0.405510396,0.410233945,0.409430772,0.39180553,15:25.3
0.406264454,0.392588884,0.414462507,0.390829086,15:25.4
0.406937718,0.38964799,0.409561992,0.394039601,15:25.4
0.397449642,0.387904614,0.401154965,0.396929473,15:25.4
0.395726442,0.388912767,0.402317315,0.389350682,15:25.5
0.402329773,0.389606357,0.405373931,0.38099888,15:25.6
0.403288066,0.396429837,0.404889643,0.387556612,15:25.6
0.400792331,0.40075025,0.411323786,0.395464659,15:25.7
0.401121259,0.398840219,0.411073029,0.387686491,15:25.7
0.399675518,0.405172437,0.404061973,0.391495764,15:25.8
0.402011663,0.404514879,0.404330939,0.392996818,15:25.8
0.40335381,0.392808795,0.408757806,0.387064487,15:25.9
0.401674658,0.396060497,0.405954033,0.395742297,15:25.9
0.399942249,0.402907938,0.402519971,0.398869216,15:25.9
0.400017738,0.410390645,0.407849878,0.389217049,15:26.0
0.406995386,0.409416825,0.411659002,0.383359224,15:26.0
0.403975636,0.402421266,0.409723192,0.380713284,15:26.1
0.400743932,0.407944977,0.402276784,0.385291666,15:26.2
0.398397774,0.403786719,0.401697934,0.390254617,15:26.2
0.399119824,0.391314864,0.404685348,0.379618257,15:26.2
0.399033159,0.39182508,0.405096889,0.378529638,15:26.3
