LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1658841680.532615,1287572.000,10065,1,EA,1,100,0.030419
1658841680.631035,1287668.000,10081,2,EA,1,100,0.030419
1658841680.729455,1287764.000,10081,2,EA,1,100,0.030419
1658841680.797118,1287830.000,10097,1,EA,1,100,0.030420
1658841680.863244,1287894.500,10113,2,EA,1,100,0.030419
1658841680.929370,1287959.000,10113,2,EA,1,100,0.030419
1658841680.994983,1288023.000,10128,1,EA,1,100,0.030420
1658841681.062134,1288088.500,10146,2,EA,1,100,0.030419
1658841681.129285,1288154.000,10146,2,EA,1,100,0.030419
1658841681.195924,1288219.000,10162,1,EA,1,100,0.030419
1658841681.263075,1288284.500,10179,2,EA,1,100,0.030419
1658841681.330225,1288350.000,10179,2,EA,1,100,0.030419
1658841681.396864,1288415.000,10194,2,EA,1,100,0.030420
1658841681.463502,1288480.000,10194,2,EA,1,100,0.030420
1658841681.528090,1288543.000,10212,1,EA,1,100,0.030420
1658841681.594729,1288608.000,10228,2,EA,1,100,0.030420
1658841681.661367,1288673.000,10228,2,EA,1,100,0.030420
1658841681.728005,1288738.000,10246,1,EA,1,100,0.030420
1658841681.794131,1288802.500,10261,2,EA,1,100,0.030420
1658841681.860257,1288867.000,10261,2,EA,1,100,0.030420
1658841681.925870,1288931.000,10277,1,EA,1,100,0.030420
1658841681.993021,1288996.500,10294,2,EA,1,100,0.030420
1658841682.060172,1289062.000,10294,2,EA,1,100,0.030420
1658841682.126298,1289126.500,10311,2,EA,1,100,0.030420
1658841682.192424,1289191.000,10311,2,EA,1,100,0.030420
1658841682.261112,1289258.000,10327,1,EA,1,100,0.030420
1658841682.327751,1289323.000,10343,2,EA,1,100,0.030420
1658841682.394389,1289388.000,10343,2,EA,1,100,0.030420
1658841682.461028,1289453.000,10360,1,EA,1,100,0.030420
1658841682.527153,1289517.500,10377,2,EA,1,100,0.030420
1658841682.593279,1289582.000,10377,2,EA,1,100,0.030420
1658841682.660943,1289648.000,10393,1,EA,1,100,0.030420
1658841682.726556,1289712.000,10411,2,EA,1,100,0.030420
1658841682.792169,1289776.000,10411,2,EA,1,100,0.030420
1658841682.857782,1289840.000,10425,1,EA,1,100,0.030420
1658841682.924421,1289905.000,10442,2,EA,1,100,0.030420
1658841682.991059,1289970.000,10442,2,EA,1,100,0.030420
1658841683.057698,1290035.000,10459,2,EA,1,100,0.030420
1658841683.124336,1290100.000,10459,2,EA,1,100,0.030420
1658841683.193025,1290167.000,10476,1,EA,1,100,0.030420
1658841683.259663,1290232.000,10490,2,EA,1,100,0.030420
1658841683.326302,1290297.000,10490,2,EA,1,100,0.030420
1658841683.391915,1290361.000,10508,1,EA,1,100,0.030420
1658841683.459578,1290427.000,10525,2,EA,1,100,0.030420
1658841683.527242,1290493.000,10525,2,EA,1,100,0.030420
1658841683.592855,1290557.000,10542,2,EA,1,100,0.030420
1658841683.658468,1290621.000,10542,2,EA,1,100,0.030420
1658841683.725107,1290686.000,10559,1,EA,1,100,0.030420
1658841683.791745,1290751.000,10574,2,EA,1,100,0.030420
1658841683.858383,1290816.000,10574,2,EA,1,100,0.030420
1658841683.922971,1290879.000,10590,1,EA,1,100,0.030420
1658841683.989097,1290943.500,10608,2,EA,1,100,0.030420
1658841684.055223,1291008.000,10608,2,EA,1,100,0.030420
1658841684.123912,1291075.000,10624,1,EA,1,100,0.030420
1658841684.190550,1291140.000,10641,2,EA,1,100,0.030420
1658841684.257189,1291205.000,10641,2,EA,1,100,0.030420
1658841684.322802,1291269.000,10655,1,EA,1,100,0.030420
1658841684.390465,1291335.000,10674,2,EA,1,100,0.030420
1658841684.458129,1291401.000,10674,2,EA,1,100,0.030420
1658841684.524767,1291466.000,10690,2,EA,1,100,0.030420
1658841684.591406,1291531.000,10690,2,EA,1,100,0.030420
1658841684.657019,1291595.000,10707,1,EA,1,100,0.030420
1658841684.724170,1291660.500,10722,2,EA,1,100,0.030420
1658841684.791321,1291726.000,10722,2,EA,1,100,0.030420
1658841684.855909,1291789.000,10739,1,EA,1,100,0.030420
1658841684.922547,1291854.000,10755,2,EA,1,100,0.030420
