LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1658841680.532615,1287572.000,10066,1,EL,1,100,26448.000000
1658841680.631035,1287668.000,10082,2,EL,1,100,26448.199219
1658841680.729455,1287764.000,10082,2,EL,1,100,26448.000000
1658841680.797118,1287830.000,10098,1,EL,1,100,26447.949219
1658841680.863244,1287894.500,10114,2,EL,1,100,26448.000000
1658841680.929370,1287959.000,10114,2,EL,1,100,26448.050781
1658841680.994983,1288023.000,10129,1,EL,1,100,26447.949219
1658841681.062134,1288088.500,10147,2,EL,1,100,26448.050781
1658841681.129285,1288154.000,10147,2,EL,1,100,26448.000000
1658841681.195924,1288219.000,10163,1,EL,1,100,26448.000000
1658841681.263075,1288284.500,10180,2,EL,1,100,26448.000000
1658841681.330225,1288350.000,10180,2,EL,1,100,26448.099609
1658841681.396864,1288415.000,10195,2,EL,1,100,26447.949219
1658841681.463502,1288480.000,10195,2,EL,1,100,26447.849609
1658841681.528090,1288543.000,10213,1,EL,1,100,26447.750000
1658841681.594729,1288608.000,10229,2,EL,1,100,26447.750000
1658841681.661367,1288673.000,10229,2,EL,1,100,26447.699219
1658841681.728005,1288738.000,10247,1,EL,1,100,26447.599609
1658841681.794131,1288802.500,10262,2,EL,1,100,26447.750000
1658841681.860257,1288867.000,10262,2,EL,1,100,26447.750000
1658841681.925870,1288931.000,10278,1,EL,1,100,26447.550781
1658841681.993021,1288996.500,10295,2,EL,1,100,26447.550781
1658841682.060172,1289062.000,10295,2,EL,1,100,26447.400391
1658841682.126298,1289126.500,10312,2,EL,1,100,26447.449219
1658841682.192424,1289191.000,10312,2,EL,1,100,26447.349609
1658841682.261112,1289258.000,10328,1,EL,1,100,26447.250000
1658841682.327751,1289323.000,10344,2,EL,1,100,26447.449219
1658841682.394389,1289388.000,10344,2,EL,1,100,26447.150391
1658841682.461028,1289453.000,10361,1,EL,1,100,26447.000000
1658841682.527153,1289517.500,10378,2,EL,1,100,26447.199219
1658841682.593279,1289582.000,10378,2,EL,1,100,26446.949219
1658841682.660943,1289648.000,10394,1,EL,1,100,26446.949219
1658841682.726556,1289712.000,10412,2,EL,1,100,26447.050781
1658841682.792169,1289776.000,10412,2,EL,1,100,26446.900391
1658841682.857782,1289840.000,10426,1,EL,1,100,26446.900391
1658841682.924421,1289905.000,10443,2,EL,1,100,26446.900391
1658841682.991059,1289970.000,10443,2,EL,1,100,26447.000000
1658841683.057698,1290035.000,10460,2,EL,1,100,26447.050781
1658841683.124336,1290100.000,10460,2,EL,1,100,26446.849609
1658841683.193025,1290167.000,10477,1,EL,1,100,26447.099609
1658841683.259663,1290232.000,10491,2,EL,1,100,26447.199219
1658841683.326302,1290297.000,10491,2,EL,1,100,26447.150391
1658841683.391915,1290361.000,10509,1,EL,1,100,26447.300781
1658841683.459578,1290427.000,10526,2,EL,1,100,26447.099609
1658841683.527242,1290493.000,10526,2,EL,1,100,26447.199219
1658841683.592855,1290557.000,10543,2,EL,1,100,26447.349609
1658841683.658468,1290621.000,10543,2,EL,1,100,26447.599609
1658841683.725107,1290686.000,10560,1,EL,1,100,26447.199219
1658841683.791745,1290751.000,10575,2,EL,1,100,26447.349609
1658841683.858383,1290816.000,10575,2,EL,1,100,26447.099609
1658841683.922971,1290879.000,10591,1,EL,1,100,26447.050781
1658841683.989097,1290943.500,10609,2,EL,1,100,26447.099609
1658841684.055223,1291008.000,10609,2,EL,1,100,26447.199219
1658841684.123912,1291075.000,10625,1,EL,1,100,26447.199219
1658841684.190550,1291140.000,10642,2,EL,1,100,26447.250000
1658841684.257189,1291205.000,10642,2,EL,1,100,26447.099609
1658841684.322802,1291269.000,10656,1,EL,1,100,26447.199219
1658841684.390465,1291335.000,10675,2,EL,1,100,26447.150391
1658841684.458129,1291401.000,10675,2,EL,1,100,26447.150391
1658841684.524767,1291466.000,10691,2,EL,1,100,26447.400391
1658841684.591406,1291531.000,10691,2,EL,1,100,26447.349609
1658841684.657019,1291595.000,10708,1,EL,1,100,26447.199219
1658841684.724170,1291660.500,10723,2,EL,1,100,26447.349609
1658841684.791321,1291726.000,10723,2,EL,1,100,26447.199219
1658841684.855909,1291789.000,10740,1,EL,1,100,26447.150391
1658841684.922547,1291854.000,10756,2,EL,1,100,26447.349609
1658841684.989186,1291919.000,10756,2,EL,1,100,26447.300781
1658841685.056849,1291985.000,10774,1,EL,1,100,26447.099609
1658841685.123487,1292050.000,10790,2,EL,1,100,26447.150391
1658841685.190126,1292115.000,10790,2,EL,1,100,26447.099609
1658841685.254714,1292178.000,10805,1,EL,1,100,26447.300781
1658841685.322377,1292244.000,10822,2,EL,1,100,26447.500000
1658841685.390041,1292310.000,10822,2,EL,1,100,26447.500000
1658841685.456167,1292374.500,10845,2,EL,1,100,26447.500000
1658841685.522293,1292439.000,10845,2,EL,1,100,26447.550781
1658841685.589444,1292504.500,10861,2,EL,1,100,26447.550781
1658841685.656595,1292570.000,10861,2,EL,1,100,26447.500000
1658841685.724258,1292636.000,10879,1,EL,1,100,26447.400391
1658841685.789871,1292700.000,10893,2,EL,1,100,26447.650391
1658841685.855484,1292764.000,10893,2,EL,1,100,26447.550781
1658841685.922123,1292829.000,10910,1,EL,1,100,26447.800781
1658841685.988761,1292894.000,10927,2,EL,1,100,26447.900391
1658841686.055400,1292959.000,10927,2,EL,1,100,26447.800781
1658841686.122038,1293024.000,10944,1,EL,1,100,26447.800781
1658841686.189189,1293089.500,10960,2,EL,1,100,26447.900391
1658841686.256340,1293155.000,10960,2,EL,1,100,26447.699219
1658841686.321953,1293219.000,10975,1,EL,1,100,26447.849609
1658841686.388079,1293283.500,10993,2,EL,1,100,26448.000000
1658841686.454205,1293348.000,10993,2,EL,1,100,26448.000000
1658841686.520843,1293413.000,11010,2,EL,1,100,26448.150391
1658841686.587481,1293478.000,11010,2,EL,1,100,26448.099609
1658841686.655145,1293544.000,11026,1,EL,1,100,26448.199219
1658841686.721271,1293608.500,11042,2,EL,1,100,26448.099609
1658841686.787397,1293673.000,11042,2,EL,1,100,26448.199219
1658841686.855060,1293739.000,11058,1,EL,1,100,26448.050781
1658841686.921186,1293803.500,11075,2,EL,1,100,26447.900391
1658841686.987312,1293868.000,11075,2,EL,1,100,26447.949219
