LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RD
1658841976.939646,1576691.500,57100,2,RD,1,100,TL
1658841979.553409,1579241.000,57100,2,RD,1,100,TU
1658841982.188188,1581811.000,57931,2,RD,1,100,TL
1658841984.822967,1584381.000,57931,2,RD,1,100,TU
1658841987.446469,1586940.000,58747,2,RD,1,100,TL
1658841990.069971,1589499.000,58747,2,RD,1,100,TU
1658841992.707826,1592072.000,59577,2,RD,1,100,TL
1658841995.345681,1594645.000,59577,2,RD,1,100,TU
1658841997.965082,1597200.000,60391,2,RD,1,100,TL
1658842000.584483,1599755.000,60391,2,RD,1,100,TU
1658842003.197221,1602303.500,61204,2,RD,1,100,TL
1658842005.809958,1604852.000,61204,2,RD,1,100,TU
1658842008.443712,1607421.000,62036,2,RD,1,100,TL
1658842011.077466,1609990.000,62036,2,RD,1,100,TU
1658842013.695842,1612544.000,62851,2,RD,1,100,TL
1658842016.314218,1615098.000,62851,2,RD,1,100,TU
1658842018.932594,1617652.000,63663,2,RD,1,100,TL
1658842021.550970,1620206.000,63663,2,RD,1,100,TU
1658842024.180111,1622770.500,64478,2,RD,1,100,TL
1658842026.809251,1625335.000,64478,2,RD,1,100,TU
1658842029.447619,1627908.500,65308,2,RD,1,100,TL
1658842032.085986,1630482.000,65308,2,RD,1,100,TU
1658842034.708463,1633040.000,587,2,RD,1,100,TL
1658842037.330940,1635598.000,587,2,RD,1,100,TU
1658842039.965207,1638167.500,1418,2,RD,1,100,TL
1658842042.599473,1640737.000,1418,2,RD,1,100,TU
1658842045.219387,1643292.500,2249,2,RD,1,100,TL
1658842047.839301,1645848.000,2249,2,RD,1,100,TU
1658842050.477156,1648421.000,3083,2,RD,1,100,TL
1658842053.115011,1650994.000,3083,2,RD,1,100,TU
1658842055.731336,1653546.000,3916,2,RD,1,100,TL
1658842058.347662,1656098.000,3916,2,RD,1,100,TU
1658842060.968088,1658654.000,4729,2,RD,1,100,TL
1658842063.588515,1661210.000,4729,2,RD,1,100,TU
1658842066.201765,1663759.000,5561,2,RD,1,100,TL
1658842068.815015,1666308.000,5561,2,RD,1,100,TU
1658842071.436466,1668865.000,6391,2,RD,1,100,TL
1658842074.057918,1671422.000,6391,2,RD,1,100,TU
1658842076.698848,1673998.000,7218,2,RD,1,100,TL
1658842079.339779,1676574.000,7218,2,RD,1,100,TU
1658842081.965331,1679135.000,8045,2,RD,1,100,TL
1658842084.590884,1681696.000,8045,2,RD,1,100,TU
1658842087.230277,1684270.500,8875,2,RD,1,100,TL
1658842089.869669,1686845.000,8875,2,RD,1,100,TU
1658842092.485482,1689396.500,9708,2,RD,1,100,TL
1658842095.101295,1691948.000,9708,2,RD,1,100,TU
1658842097.718646,1694501.000,10539,2,RD,1,100,TL
1658842100.335997,1697054.000,10539,2,RD,1,100,TU
1658842102.972826,1699626.000,11368,2,RD,1,100,TL
1658842105.609656,1702198.000,11368,2,RD,1,100,TU
1658842108.228032,1704752.000,12201,2,RD,1,100,TL
1658842110.846408,1707306.000,12201,2,RD,1,100,TU
1658842113.460171,1709855.500,13034,2,RD,1,100,TL
1658842116.073933,1712405.000,13034,2,RD,1,100,TU
1658842118.692309,1714959.000,13865,2,RD,1,100,TL
1658842121.310685,1717513.000,13865,2,RD,1,100,TU
1658842123.942901,1720080.500,14682,2,RD,1,100,TL
1658842126.575118,1722648.000,14682,2,RD,1,100,TU
1658842129.179653,1725188.500,15466,2,RD,1,100,TL
1658842131.784189,1727729.000,15466,2,RD,1,100,TU
1658842134.417431,1730297.500,16295,2,RD,1,100,TL
1658842137.050672,1732866.000,16295,2,RD,1,100,TU
1658842139.672636,1735423.500,17112,2,RD,1,100,TL
1658842142.294600,1737981.000,17112,2,RD,1,100,TU
1658842144.917077,1740539.000,17917,2,RD,1,100,TL
1658842147.539554,1743097.000,17917,2,RD,1,100,TU
1658842150.156392,1745649.500,18749,2,RD,1,100,TL
1658842152.773231,1748202.000,18749,2,RD,1,100,TU
1658842155.417237,1750781.000,19584,2,RD,1,100,TL
1658842158.061243,1753360.000,19584,2,RD,1,100,TU
1658842160.678593,1755913.000,20413,2,RD,1,100,TL
1658842163.295944,1758466.000,20413,2,RD,1,100,TU
1658842165.912270,1761018.000,21229,2,RD,1,100,TL
1658842168.528595,1763570.000,21229,2,RD,1,100,TU
1658842171.147997,1766125.000,22032,2,RD,1,100,TL
1658842173.767398,1768680.000,22032,2,RD,1,100,TU
1658842176.384749,1771233.000,22847,2,RD,1,100,TL
1658842179.002099,1773786.000,22847,2,RD,1,100,TU
1658842181.628165,1776347.500,23616,2,RD,1,100,TL
1658842184.254230,1778909.000,23616,2,RD,1,100,TU
1658842186.866454,1781457.000,24447,2,RD,1,100,TL
1658842189.478679,1784005.000,24447,2,RD,1,100,TU
1658842192.101668,1786563.500,25284,2,RD,1,100,TL
1658842194.724658,1789122.000,25284,2,RD,1,100,TU
1658842197.342521,1791675.500,26113,2,RD,1,100,TL
1658842199.960385,1794229.000,26113,2,RD,1,100,TU
1658842202.591063,1796795.000,26946,2,RD,1,100,TL
1658842205.221741,1799361.000,26946,2,RD,1,100,TU
1658842207.852420,1801927.000,27775,2,RD,1,100,TL
1658842210.483099,1804493.000,27775,2,RD,1,100,TU
1658842213.099936,1807045.500,28609,2,RD,1,100,TL
1658842215.716775,1809598.000,28609,2,RD,1,100,TU
1658842218.335151,1812152.000,29442,2,RD,1,100,TL
1658842220.953527,1814706.000,29442,2,RD,1,100,TU
1658842223.569852,1817258.000,30270,2,RD,1,100,TL
1658842226.186178,1819810.000,30270,2,RD,1,100,TU
1658842228.823008,1822382.000,31113,2,RD,1,100,TL
1658842231.459837,1824954.000,31113,2,RD,1,100,TU
1658842234.093079,1827522.500,31957,2,RD,1,100,TL
1658842236.726320,1830091.000,31957,2,RD,1,100,TU
1658842239.343671,1832644.000,32794,2,RD,1,100,TL
1658842241.961022,1835197.000,32794,2,RD,1,100,TU
1658842244.596826,1837768.000,33653,2,RD,1,100,TL
1658842247.232631,1840339.000,33653,2,RD,1,100,TU
1658842249.866897,1842908.500,34507,2,RD,1,100,TL
1658842252.501164,1845478.000,34507,2,RD,1,100,TU
1658842255.126717,1848039.000,35363,2,RD,1,100,TL
1658842257.752269,1850600.000,35363,2,RD,1,100,TU
1658842260.394225,1853177.000,36214,2,RD,1,100,TL
1658842263.036180,1855754.000,36214,2,RD,1,100,TU
1658842265.654044,1858307.500,37055,2,RD,1,100,TL
1658842268.271907,1860861.000,37055,2,RD,1,100,TU
1658842270.902073,1863426.500,37899,2,RD,1,100,TL
1658842273.532239,1865992.000,37899,2,RD,1,100,TU
1658842276.165480,1868560.500,38750,2,RD,1,100,TL
1658842278.798722,1871129.000,38750,2,RD,1,100,TU
1658842281.439140,1873704.500,39602,2,RD,1,100,TL
1658842284.079558,1876280.000,39602,2,RD,1,100,TU
1658842286.714849,1878850.500,40453,2,RD,1,100,TL
1658842289.350142,1881421.000,40453,2,RD,1,100,TU
1658842291.983383,1883989.500,41309,2,RD,1,100,TL
1658842294.616624,1886558.000,41309,2,RD,1,100,TU
1658842297.254479,1889131.000,42168,2,RD,1,100,TL
1658842299.892334,1891704.000,42168,2,RD,1,100,TU
1658842302.515324,1894262.500,43025,2,RD,1,100,TL
1658842305.138313,1896821.000,43025,2,RD,1,100,TU
1658842307.758739,1899377.000,43855,2,RD,1,100,TL
1658842310.379166,1901933.000,43855,2,RD,1,100,TU
1658842313.012407,1904501.500,44715,2,RD,1,100,TL
1658842315.645649,1907070.000,44715,2,RD,1,100,TU
1658842318.284016,1909643.500,45571,2,RD,1,100,TL
1658842320.922384,1912217.000,45571,2,RD,1,100,TU
1658842323.540760,1914771.000,46412,2,RD,1,100,TL
1658842326.159136,1917325.000,46412,2,RD,1,100,TU
1658842328.795453,1919896.500,47262,2,RD,1,100,TL
1658842331.431770,1922468.000,47262,2,RD,1,100,TU
1658842334.054247,1925026.000,48113,2,RD,1,100,TL
1658842336.676723,1927584.000,48113,2,RD,1,100,TU
1658842339.295099,1930138.000,48952,2,RD,1,100,TL
1658842341.913476,1932692.000,48952,2,RD,1,100,TU
1658842344.554406,1935268.000,49803,2,RD,1,100,TL
1658842347.195337,1937844.000,49803,2,RD,1,100,TU
1658842349.831141,1940415.000,50655,2,RD,1,100,TL
1658842352.466946,1942986.000,50655,2,RD,1,100,TU
1658842355.106338,1945560.500,51514,2,RD,1,100,TL
1658842357.745731,1948135.000,51514,2,RD,1,100,TU
1658842360.387174,1950711.500,52373,2,RD,1,100,TL
1658842363.028617,1953288.000,52373,2,RD,1,100,TU
1658842365.666985,1955861.500,53229,2,RD,1,100,TL
1658842368.305352,1958435.000,53229,2,RD,1,100,TU
1658842370.941669,1961006.500,54080,2,RD,1,100,TL
1658842373.577986,1963578.000,54080,2,RD,1,100,TU
1658842376.212253,1966147.500,54943,2,RD,1,100,TL
1658842378.846520,1968717.000,54943,2,RD,1,100,TU
1658842381.464383,1971270.500,55782,2,RD,1,100,TL
1658842384.082247,1973824.000,55782,2,RD,1,100,TU
1658842386.722152,1976399.000,56638,2,RD,1,100,TL
1658842389.362057,1978974.000,56638,2,RD,1,100,TU
1658842391.999912,1981547.000,57495,2,RD,1,100,TL
1658842394.637767,1984120.000,57495,2,RD,1,100,TU
1658842397.276134,1986693.500,58350,2,RD,1,100,TL
1658842399.914502,1989267.000,58350,2,RD,1,100,TU
1658842402.547743,1991835.500,59212,2,RD,1,100,TL
1658842405.180985,1994404.000,59212,2,RD,1,100,TU
1658842407.815764,1996974.000,60064,2,RD,1,100,TL
1658842410.450543,1999544.000,60064,2,RD,1,100,TU
1658842413.083272,2002112.000,60921,2,RD,1,100,TL
1658842415.716001,2004680.000,60921,2,RD,1,100,TU
1658842418.353856,2007253.000,61774,2,RD,1,100,TL
1658842420.991711,2009826.000,61774,2,RD,1,100,TU
1658842423.631616,2012401.000,62634,2,RD,1,100,TL
1658842426.271522,2014976.000,62634,2,RD,1,100,TU
1658842428.906814,2017546.500,63497,2,RD,1,100,TL
1658842431.542105,2020117.000,63497,2,RD,1,100,TU
1658842434.158944,2022669.500,64337,2,RD,1,100,TL
1658842436.775782,2025222.000,64337,2,RD,1,100,TU
1658842439.419788,2027801.000,65188,2,RD,1,100,TL
1658842442.063794,2030380.000,65188,2,RD,1,100,TU
1658842444.681657,2032933.500,488,2,RD,1,100,TL
1658842447.299521,2035487.000,488,2,RD,1,100,TU
1658842449.916872,2038040.000,1351,2,RD,1,100,TL
1658842452.534222,2040593.000,1351,2,RD,1,100,TU
1658842455.154136,2043148.500,2207,2,RD,1,100,TL
1658842457.774050,2045704.000,2207,2,RD,1,100,TU
1658842460.391913,2048257.500,3064,2,RD,1,100,TL
1658842463.009777,2050811.000,3064,2,RD,1,100,TU
1658842465.627127,2053364.000,3926,2,RD,1,100,TL
1658842468.244478,2055917.000,3926,2,RD,1,100,TU
1658842470.863879,2058472.000,4783,2,RD,1,100,TL
1658842473.483281,2061027.000,4783,2,RD,1,100,TU
1658842476.100631,2063580.000,5637,2,RD,1,100,TL
1658842478.717982,2066133.000,5637,2,RD,1,100,TU
1658842481.336871,2068687.500,6498,2,RD,1,100,TL
1658842483.955760,2071242.000,6498,2,RD,1,100,TU
1658842486.574135,2073796.000,7357,2,RD,1,100,TL
1658842489.192511,2076350.000,7357,2,RD,1,100,TU
1658842491.832929,2078925.500,8236,2,RD,1,100,TL
1658842494.473347,2081501.000,8236,2,RD,1,100,TU
1658842497.092236,2084055.500,9093,2,RD,1,100,TL
1658842499.711124,2086610.000,9093,2,RD,1,100,TU
1658842502.328475,2089163.000,9948,2,RD,1,100,TL
1658842504.945826,2091716.000,9948,2,RD,1,100,TU
1658842507.564202,2094270.000,10804,2,RD,1,100,TL
1658842510.182578,2096824.000,10804,2,RD,1,100,TU
1658842512.801979,2099379.000,11661,2,RD,1,100,TL
1658842515.421380,2101934.000,11661,2,RD,1,100,TU
1658842518.039244,2104487.500,12517,2,RD,1,100,TL
1658842520.657107,2107041.000,12517,2,RD,1,100,TU
1658842523.275483,2109595.000,13373,2,RD,1,100,TL
1658842525.893859,2112149.000,13373,2,RD,1,100,TU
1658842528.512235,2114703.000,14233,2,RD,1,100,TL
1658842531.130611,2117257.000,14233,2,RD,1,100,TU
1658842533.748987,2119811.000,15086,2,RD,1,100,TL
1658842536.367363,2122365.000,15086,2,RD,1,100,TU
1658842539.012907,2124945.500,15957,2,RD,1,100,TL
1658842541.658451,2127526.000,15957,2,RD,1,100,TU
1658842544.305020,2130107.500,16827,2,RD,1,100,TL
1658842546.951589,2132689.000,16827,2,RD,1,100,TU
1658842549.569453,2135242.500,17667,2,RD,1,100,TL
1658842552.187316,2137796.000,17667,2,RD,1,100,TU
1658842554.806205,2140350.500,18523,2,RD,1,100,TL
1658842557.425093,2142905.000,18523,2,RD,1,100,TU
1658842560.044494,2145460.000,19369,2,RD,1,100,TL
1658842562.663896,2148015.000,19369,2,RD,1,100,TU
1658842565.276633,2150563.500,20229,2,RD,1,100,TL
1658842567.889370,2153112.000,20229,2,RD,1,100,TU
1658842570.511847,2155670.000,21091,2,RD,1,100,TL
1658842573.134324,2158228.000,21091,2,RD,1,100,TU
1658842575.749112,2160778.500,21938,2,RD,1,100,TL
1658842578.363899,2163329.000,21938,2,RD,1,100,TU
1658842580.989964,2165890.500,22793,2,RD,1,100,TL
1658842583.616030,2168452.000,22793,2,RD,1,100,TU
1658842586.233893,2171005.500,23626,2,RD,1,100,TL
1658842588.851756,2173559.000,23626,2,RD,1,100,TU
1658842591.471158,2176114.000,24449,2,RD,1,100,TL
1658842594.090559,2178669.000,24449,2,RD,1,100,TU
1658842596.715086,2181229.000,25289,2,RD,1,100,TL
1658842599.339613,2183789.000,25289,2,RD,1,100,TU
1658842601.980031,2186364.500,26103,2,RD,1,100,TL
1658842604.620449,2188940.000,26103,2,RD,1,100,TU
1658842607.234211,2191489.500,26953,2,RD,1,100,TL
1658842609.847974,2194039.000,26953,2,RD,1,100,TU
1658842612.508384,2196634.000,27827,2,RD,1,100,TL
1658842615.168793,2199229.000,27827,2,RD,1,100,TU
1658842617.785631,2201781.500,28677,2,RD,1,100,TL
1658842620.402469,2204334.000,28677,2,RD,1,100,TU
1658842623.019307,2206886.500,29486,2,RD,1,100,TL
1658842625.636146,2209439.000,29486,2,RD,1,100,TU
1658842628.254009,2211992.500,30334,2,RD,1,100,TL
1658842630.871872,2214546.000,30334,2,RD,1,100,TU
1658842633.489736,2217099.500,31176,2,RD,1,100,TL
1658842636.107599,2219653.000,31176,2,RD,1,100,TU
1658842638.725975,2222207.000,31965,2,RD,1,100,TL
1658842641.344351,2224761.000,31965,2,RD,1,100,TU
1658842643.983744,2227335.500,32820,2,RD,1,100,TL
1658842646.623137,2229910.000,32820,2,RD,1,100,TU
1658842649.238950,2232461.500,33670,2,RD,1,100,TL
1658842651.854763,2235013.000,33670,2,RD,1,100,TU
1658842654.474164,2237568.000,34515,2,RD,1,100,TL
1658842657.093565,2240123.000,34515,2,RD,1,100,TU
1658842659.711941,2242677.000,35351,2,RD,1,100,TL
1658842662.330317,2245231.000,35351,2,RD,1,100,TU
1658842664.953819,2247790.000,36196,2,RD,1,100,TL
1658842667.577321,2250349.000,36196,2,RD,1,100,TU
1658842670.194672,2252902.000,37038,2,RD,1,100,TL
1658842672.812022,2255455.000,37038,2,RD,1,100,TU
1658842675.431424,2258010.000,37868,2,RD,1,100,TL
1658842678.050825,2260565.000,37868,2,RD,1,100,TU
1658842680.684579,2263134.000,38711,2,RD,1,100,TL
1658842683.318333,2265703.000,38711,2,RD,1,100,TU
1658842685.916718,2268237.500,39550,2,RD,1,100,TL
1658842688.515102,2270772.000,39550,2,RD,1,100,TU
1658842691.141680,2273334.000,40393,2,RD,1,100,TL
1658842693.768257,2275896.000,40393,2,RD,1,100,TU
1658842696.420465,2278483.000,41252,2,RD,1,100,TL
1658842699.072673,2281070.000,41252,2,RD,1,100,TU
1658842701.706427,2283639.000,42094,2,RD,1,100,TL
1658842704.340181,2286208.000,42094,2,RD,1,100,TU
1658842706.957532,2288761.000,42933,2,RD,1,100,TL
1658842709.574883,2291314.000,42933,2,RD,1,100,TU
1658842712.194284,2293869.000,43777,2,RD,1,100,TL
1658842714.813685,2296424.000,43777,2,RD,1,100,TU
1658842717.430523,2298976.500,44627,2,RD,1,100,TL
1658842720.047361,2301529.000,44627,2,RD,1,100,TU
1658842722.666250,2304083.500,45461,2,RD,1,100,TL
1658842725.285138,2306638.000,45461,2,RD,1,100,TU
1658842727.903002,2309191.500,46304,2,RD,1,100,TL
1658842730.520865,2311745.000,46304,2,RD,1,100,TU
1658842733.172048,2314331.000,47166,2,RD,1,100,TL
1658842735.823230,2316917.000,47166,2,RD,1,100,TU
1658842738.441094,2319470.500,48005,2,RD,1,100,TL
1658842741.058957,2322024.000,48005,2,RD,1,100,TU
1658842743.698350,2324598.500,48864,2,RD,1,100,TL
1658842746.337743,2327173.000,48864,2,RD,1,100,TU
1658842748.957144,2329728.000,49706,2,RD,1,100,TL
1658842751.576545,2332283.000,49706,2,RD,1,100,TU
1658842754.193383,2334835.500,50547,2,RD,1,100,TL
1658842756.810221,2337388.000,50547,2,RD,1,100,TU
1658842759.429622,2339943.000,51386,2,RD,1,100,TL
1658842762.049024,2342498.000,51386,2,RD,1,100,TU
1658842764.668425,2345053.000,52230,2,RD,1,100,TL
1658842767.287826,2347608.000,52230,2,RD,1,100,TU
1658842769.900563,2350156.500,53067,2,RD,1,100,TL
1658842772.513301,2352705.000,53067,2,RD,1,100,TU
1658842775.154744,2355281.500,53919,2,RD,1,100,TL
1658842777.796187,2357858.000,53919,2,RD,1,100,TU
1658842780.442244,2360439.000,54778,2,RD,1,100,TL
1658842783.088300,2363020.000,54778,2,RD,1,100,TU
1658842785.727693,2365594.500,55639,2,RD,1,100,TL
1658842788.367085,2368169.000,55639,2,RD,1,100,TU
1658842791.018781,2370755.500,56503,2,RD,1,100,TL
1658842793.670476,2373342.000,56503,2,RD,1,100,TU
1658842796.300129,2375907.000,57348,2,RD,1,100,TL
1658842798.929782,2378472.000,57348,2,RD,1,100,TU
1658842801.568662,2381046.000,58207,2,RD,1,100,TL
1658842804.207543,2383620.000,58207,2,RD,1,100,TU
1658842806.824381,2386172.500,59043,2,RD,1,100,TL
1658842809.441219,2388725.000,59043,2,RD,1,100,TU
1658842812.057032,2391276.500,59883,2,RD,1,100,TL
1658842814.672845,2393828.000,59883,2,RD,1,100,TU
1658842817.290708,2396381.500,60722,2,RD,1,100,TL
1658842819.908572,2398935.000,60722,2,RD,1,100,TU
1658842822.527460,2401489.500,61560,2,RD,1,100,TL
1658842825.146349,2404044.000,61560,2,RD,1,100,TU
1658842827.780616,2406613.500,62415,2,RD,1,100,TL
1658842830.414882,2409183.000,62415,2,RD,1,100,TU
1658842833.033258,2411737.000,63251,2,RD,1,100,TL
1658842835.651634,2414291.000,63251,2,RD,1,100,TU
1658842838.312044,2416886.000,64104,2,RD,1,100,TL
1658842840.972453,2419481.000,64104,2,RD,1,100,TU
1658842843.575451,2422020.000,64935,2,RD,1,100,TL
1658842846.178449,2424559.000,64935,2,RD,1,100,TU
1658842848.816816,2427132.500,259,2,RD,1,100,TL
1658842851.455184,2429706.000,259,2,RD,1,100,TU
1658842854.076635,2432263.000,1112,2,RD,1,100,TL
1658842856.698087,2434820.000,1112,2,RD,1,100,TU
1658842859.319026,2437376.500,1961,2,RD,1,100,TL
1658842861.939965,2439933.000,1961,2,RD,1,100,TU
1658842864.559879,2442488.500,2814,2,RD,1,100,TL
1658842867.179793,2445044.000,2814,2,RD,1,100,TU
1658842869.798681,2447598.500,3670,2,RD,1,100,TL
1658842872.417570,2450153.000,3670,2,RD,1,100,TU
1658842875.045173,2452716.000,4512,2,RD,1,100,TL
1658842877.672776,2455279.000,4512,2,RD,1,100,TU
1658842880.279874,2457822.000,5355,2,RD,1,100,TL
1658842882.886973,2460365.000,5355,2,RD,1,100,TU
1658842885.528929,2462942.000,6227,2,RD,1,100,TL
1658842888.170884,2465519.000,6227,2,RD,1,100,TU
1658842890.788235,2468072.000,7076,2,RD,1,100,TL
1658842893.405586,2470625.000,7076,2,RD,1,100,TU
1658842896.020886,2473176.000,7923,2,RD,1,100,TL
1658842898.636187,2475727.000,7923,2,RD,1,100,TU
1658842901.254050,2478280.500,8776,2,RD,1,100,TL
1658842903.871913,2480834.000,8776,2,RD,1,100,TU
1658842906.491315,2483389.000,9635,2,RD,1,100,TL
1658842909.110716,2485944.000,9635,2,RD,1,100,TU
1658842911.757798,2488526.000,10493,2,RD,1,100,TL
1658842914.404879,2491108.000,10493,2,RD,1,100,TU
1658842917.024793,2493663.500,11349,2,RD,1,100,TL
1658842919.644707,2496219.000,11349,2,RD,1,100,TU
1658842922.271285,2498781.000,12204,2,RD,1,100,TL
1658842924.897862,2501343.000,12204,2,RD,1,100,TU
1658842927.520339,2503901.000,13057,2,RD,1,100,TL
1658842930.142816,2506459.000,13057,2,RD,1,100,TU
1658842932.765293,2509017.000,13914,2,RD,1,100,TL
