LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TL
1658841685.520242,1292437.000,10836,1,TL,1,100,2022-07-26_09-21-20-355759
1658841685.556124,1292472.000,10839,1,TL,1,100,2022-07-26_09-21-25-525937
1658841690.756994,1297545.000,11664,1,TL,1,100,2022-07-26_09-21-25-592978
1658841690.785700,1297573.000,11667,1,TL,1,100,2022-07-26_09-21-30-765150
1658841696.042956,1302701.000,12509,1,TL,1,100,2022-07-26_09-21-30-858554
1658841696.075763,1302733.000,12512,1,TL,1,100,2022-07-26_09-21-36-050112
1658841701.280733,1307810.000,13338,1,TL,1,100,2022-07-26_09-21-36-108822
1658841701.309439,1307838.000,13341,1,TL,1,100,2022-07-26_09-21-41-284242
1658841706.516460,1312917.000,14170,1,TL,1,100,2022-07-26_09-21-41-349585
1658841706.547216,1312947.000,14173,1,TL,1,100,2022-07-26_09-21-46-518736
1658841711.752187,1318024.000,14998,1,TL,1,100,2022-07-26_09-21-46-591817
1658841711.782943,1318054.000,15001,1,TL,1,100,2022-07-26_09-21-51-757142
1658841716.990989,1323134.000,15827,1,TL,1,100,2022-07-26_09-21-51-829622
1658841717.021745,1323164.000,15830,1,TL,1,100,2022-07-26_09-21-56-994921
1658841722.226716,1328241.000,16658,1,TL,1,100,2022-07-26_09-21-57-059820
1658841722.277976,1328291.000,16661,1,TL,1,100,2022-07-26_09-22-02-235113
1658841727.467569,1333353.000,17488,1,TL,1,100,2022-07-26_09-22-02-324646
1658841727.497300,1333382.000,17491,1,TL,1,100,2022-07-26_09-22-07-471702
1658841732.703295,1338460.000,18317,1,TL,1,100,2022-07-26_09-22-07-534119
1658841732.734052,1338490.000,18320,1,TL,1,100,2022-07-26_09-22-12-707800
1658841737.937997,1343566.000,19148,1,TL,1,100,2022-07-26_09-22-12-774819
1658841737.970804,1343598.000,19151,1,TL,1,100,2022-07-26_09-22-17-944847
