LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1658841680.748934,1287783.000,10084,1,TH,1,100,27.066
1658841680.854530,1287886.000,10099,1,TH,1,100,27.066
1658841681.059571,1288086.000,10131,1,TH,1,100,26.982
1658841681.163117,1288187.000,10149,1,TH,1,100,26.982
1658841681.266663,1288288.000,10165,1,TH,1,100,27.089
1658841681.474780,1288491.000,10197,1,TH,1,100,27.097
1658841681.577300,1288591.000,10215,1,TH,1,100,27.076
1658841681.680846,1288692.000,10231,1,TH,1,100,27.076
1658841681.786442,1288795.000,10248,1,TH,1,100,27.123
1658841681.991483,1288995.000,10280,1,TH,1,100,27.123
1658841682.095029,1289096.000,10297,1,TH,1,100,27.039
1658841682.198575,1289197.000,10314,1,TH,1,100,27.039
1658841682.406692,1289400.000,10346,1,TH,1,100,27.149
1658841682.514338,1289505.000,10363,1,TH,1,100,27.149
1658841682.617884,1289606.000,10380,1,TH,1,100,27.115
1658841682.722455,1289708.000,10396,1,TH,1,100,27.115
1658841682.928522,1289909.000,10428,1,TH,1,100,27.002
1658841683.033092,1290011.000,10445,1,TH,1,100,27.002
1658841683.136638,1290112.000,10462,1,TH,1,100,27.065
1658841683.342705,1290313.000,10493,1,TH,1,100,27.065
1658841683.446251,1290414.000,10511,1,TH,1,100,27.039
1658841683.549796,1290515.000,10528,1,TH,1,100,27.039
1658841683.669745,1290632.000,10545,1,TH,1,100,26.933
1658841683.875812,1290833.000,10577,1,TH,1,100,26.941
1658841683.979358,1290934.000,10593,1,TH,1,100,27.049
1658841684.084954,1291037.000,10611,1,TH,1,100,27.042
1658841684.186449,1291136.000,10627,1,TH,1,100,27.007
1658841684.393541,1291338.000,10658,1,TH,1,100,27.007
1658841684.497087,1291439.000,10677,1,TH,1,100,27.007
1658841684.600632,1291540.000,10693,1,TH,1,100,27.007
1658841684.807724,1291742.000,10725,1,TH,1,100,27.039
1658841684.911270,1291843.000,10742,1,TH,1,100,27.039
1658841685.015841,1291945.000,10758,1,TH,1,100,26.997
1658841685.118361,1292045.000,10776,1,TH,1,100,26.997
1658841685.325453,1292247.000,10807,1,TH,1,100,27.036
1658841685.433100,1292352.000,10824,1,TH,1,100,27.036
1658841685.565351,1292481.000,10847,1,TH,1,100,27.049
1658841685.669922,1292583.000,10863,1,TH,1,100,27.057
1658841685.875989,1292784.000,10895,1,TH,1,100,27.059
1658841685.979534,1292885.000,10912,1,TH,1,100,27.059
1658841686.083080,1292986.000,10929,1,TH,1,100,27.038
1658841686.186626,1293087.000,10946,1,TH,1,100,27.038
1658841686.393718,1293289.000,10977,1,TH,1,100,27.066
1658841686.497263,1293390.000,10995,1,TH,1,100,27.066
1658841686.600809,1293491.000,11012,1,TH,1,100,27.075
1658841686.807901,1293693.000,11044,1,TH,1,100,27.067
1658841686.911447,1293794.000,11060,1,TH,1,100,26.967
1658841687.014992,1293895.000,11077,1,TH,1,100,26.974
1658841687.118538,1293996.000,11094,1,TH,1,100,26.890
1658841687.325630,1294198.000,11125,1,TH,1,100,26.890
1658841687.430201,1294300.000,11143,1,TH,1,100,27.053
1658841687.532722,1294400.000,11160,1,TH,1,100,27.054
1658841687.642419,1294507.000,11176,1,TH,1,100,27.054
1658841687.848485,1294708.000,11209,1,TH,1,100,27.054
1658841687.952031,1294809.000,11225,1,TH,1,100,27.151
1658841688.055577,1294910.000,11242,1,TH,1,100,27.151
1658841688.262668,1295112.000,11274,1,TH,1,100,26.964
1658841688.366214,1295213.000,11290,1,TH,1,100,26.964
1658841688.469760,1295314.000,11308,1,TH,1,100,27.059
1658841688.574331,1295416.000,11324,1,TH,1,100,27.059
1658841688.780397,1295617.000,11357,1,TH,1,100,26.927
1658841688.883943,1295718.000,11374,1,TH,1,100,26.927
1658841688.987489,1295819.000,11390,1,TH,1,100,27.069
1658841689.194580,1296021.000,11422,1,TH,1,100,27.069
1658841689.298126,1296122.000,11439,1,TH,1,100,27.114
1658841689.401672,1296223.000,11456,1,TH,1,100,27.114
1658841689.507268,1296326.000,11473,1,TH,1,100,26.988
1658841689.712309,1296526.000,11505,1,TH,1,100,26.995
1658841689.815855,1296627.000,11522,1,TH,1,100,27.063
1658841689.919401,1296728.000,11539,1,TH,1,100,27.063
1658841690.127518,1296931.000,11571,1,TH,1,100,27.035
1658841690.231064,1297032.000,11587,1,TH,1,100,27.035
1658841690.333584,1297132.000,11604,1,TH,1,100,27.044
1658841690.439180,1297235.000,11620,1,TH,1,100,27.044
1658841690.652423,1297443.000,11653,1,TH,1,100,27.050
1658841690.796977,1297584.000,11676,1,TH,1,100,27.050
1658841690.899498,1297684.000,11692,1,TH,1,100,27.176
1658841691.003044,1297785.000,11709,1,TH,1,100,27.176
1658841691.108640,1297888.000,11726,1,TH,1,100,27.027
1658841691.314706,1298089.000,11757,1,TH,1,100,27.026
1658841691.417227,1298189.000,11775,1,TH,1,100,27.116
1658841691.520773,1298290.000,11792,1,TH,1,100,27.116
1658841691.727864,1298492.000,11824,1,TH,1,100,27.108
1658841691.833460,1298595.000,11841,1,TH,1,100,27.108
1658841691.938031,1298697.000,11857,1,TH,1,100,27.055
1658841692.041577,1298798.000,11874,1,TH,1,100,27.062
1658841692.247644,1298999.000,11906,1,TH,1,100,26.989
1658841692.351189,1299100.000,11922,1,TH,1,100,26.988
1658841692.454735,1299201.000,11940,1,TH,1,100,27.146
1658841692.661827,1299403.000,11972,1,TH,1,100,27.147
1658841692.765373,1299504.000,11989,1,TH,1,100,27.065
1658841692.870969,1299607.000,12006,1,TH,1,100,27.065
1658841692.973490,1299707.000,12022,1,TH,1,100,27.122
1658841693.179556,1299908.000,12054,1,TH,1,100,27.122
1658841693.283102,1300009.000,12071,1,TH,1,100,27.101
1658841693.387673,1300111.000,12088,1,TH,1,100,27.101
1658841693.593739,1300312.000,12120,1,TH,1,100,27.080
1658841693.697285,1300413.000,12137,1,TH,1,100,27.080
1658841693.800831,1300514.000,12154,1,TH,1,100,27.117
1658841693.904377,1300615.000,12171,1,TH,1,100,27.117
1658841694.119670,1300825.000,12203,1,TH,1,100,27.122
1658841694.221165,1300924.000,12219,1,TH,1,100,27.130
1658841694.324711,1301025.000,12236,1,TH,1,100,27.221
1658841694.433383,1301131.000,12252,1,TH,1,100,27.222
1658841694.635348,1301328.000,12285,1,TH,1,100,27.093
1658841694.744020,1301434.000,12303,1,TH,1,100,27.093
1658841694.846541,1301534.000,12319,1,TH,1,100,27.100
1658841695.054657,1301737.000,12351,1,TH,1,100,27.100
1658841695.157178,1301837.000,12368,1,TH,1,100,27.109
1658841695.260724,1301938.000,12384,1,TH,1,100,27.109
1658841695.365295,1302040.000,12400,1,TH,1,100,27.053
1658841695.571361,1302241.000,12434,1,TH,1,100,27.053
1658841695.674907,1302342.000,12450,1,TH,1,100,27.034
1658841695.778453,1302443.000,12468,1,TH,1,100,27.034
1658841695.985544,1302645.000,12499,1,TH,1,100,27.064
1658841696.089090,1302746.000,12521,1,TH,1,100,27.064
1658841696.192636,1302847.000,12538,1,TH,1,100,27.148
1658841696.297207,1302949.000,12554,1,TH,1,100,27.148
1658841696.507374,1303154.000,12587,1,TH,1,100,27.077
1658841696.610920,1303255.000,12604,1,TH,1,100,27.084
1658841696.713441,1303355.000,12621,1,TH,1,100,27.131
1658841696.920532,1303557.000,12652,1,TH,1,100,27.131
1658841697.024078,1303658.000,12669,1,TH,1,100,27.094
1658841697.127624,1303759.000,12686,1,TH,1,100,27.094
1658841697.231170,1303860.000,12703,1,TH,1,100,27.207
1658841697.438261,1304062.000,12735,1,TH,1,100,27.207
1658841697.542832,1304164.000,12752,1,TH,1,100,27.144
1658841697.651504,1304270.000,12769,1,TH,1,100,27.144
1658841697.761201,1304377.000,12785,1,TH,1,100,27.133
1658841697.961116,1304572.000,12817,1,TH,1,100,27.133
1658841698.065687,1304674.000,12835,1,TH,1,100,27.205
1658841698.168208,1304774.000,12851,1,TH,1,100,27.205
1658841698.375300,1304976.000,12883,1,TH,1,100,27.042
1658841698.478845,1305077.000,12901,1,TH,1,100,27.049
1658841698.582391,1305178.000,12917,1,TH,1,100,27.156
1658841698.691063,1305284.000,12933,1,TH,1,100,27.157
1658841698.893028,1305481.000,12966,1,TH,1,100,27.104
1658841698.996574,1305582.000,12982,1,TH,1,100,27.104
1658841699.100120,1305683.000,13000,1,TH,1,100,27.114
1658841699.307212,1305885.000,13031,1,TH,1,100,27.114
1658841699.416909,1305992.000,13048,1,TH,1,100,27.125
1658841699.519429,1306092.000,13066,1,TH,1,100,27.125
1658841699.622975,1306193.000,13082,1,TH,1,100,27.272
1658841699.830067,1306395.000,13114,1,TH,1,100,27.272
1658841699.933613,1306496.000,13131,1,TH,1,100,27.120
1658841700.037158,1306597.000,13148,1,TH,1,100,27.120
1658841700.245275,1306800.000,13179,1,TH,1,100,27.051
1658841700.348821,1306901.000,13196,1,TH,1,100,27.051
1658841700.451342,1307001.000,13213,1,TH,1,100,27.162
1658841700.571291,1307118.000,13231,1,TH,1,100,27.162
1658841700.778382,1307320.000,13263,1,TH,1,100,27.093
1658841700.881928,1307421.000,13279,1,TH,1,100,27.093
1658841700.985474,1307522.000,13296,1,TH,1,100,27.104
1658841701.090045,1307624.000,13313,1,TH,1,100,27.104
1658841701.318666,1307847.000,13349,1,TH,1,100,27.075
1658841701.422212,1307948.000,13367,1,TH,1,100,27.075
1658841701.525758,1308049.000,13384,1,TH,1,100,27.090
1658841701.629303,1308150.000,13401,1,TH,1,100,27.090
1658841701.843571,1308359.000,13433,1,TH,1,100,27.080
1658841701.946092,1308459.000,13449,1,TH,1,100,27.080
1658841702.049638,1308560.000,13467,1,TH,1,100,27.164
1658841702.154209,1308662.000,13483,1,TH,1,100,27.164
1658841702.360275,1308863.000,13514,1,TH,1,100,27.169
1658841702.463821,1308964.000,13533,1,TH,1,100,27.169
1658841702.568392,1309066.000,13549,1,TH,1,100,27.012
1658841702.780610,1309273.000,13581,1,TH,1,100,27.011
1658841702.900559,1309390.000,13598,1,TH,1,100,27.029
1658841703.004104,1309491.000,13614,1,TH,1,100,27.029
1658841703.107650,1309592.000,13632,1,TH,1,100,26.995
1658841703.218373,1309700.000,13647,1,TH,1,100,26.995
1658841703.419313,1309896.000,13680,1,TH,1,100,27.111
1658841703.522859,1309997.000,13698,1,TH,1,100,27.119
1658841703.625379,1310097.000,13714,1,TH,1,100,27.005
1658841703.832471,1310299.000,13746,1,TH,1,100,27.005
1658841703.936017,1310400.000,13763,1,TH,1,100,27.068
1658841704.039562,1310501.000,13780,1,TH,1,100,27.068
1658841704.151310,1310610.000,13796,1,TH,1,100,27.150
1658841704.351225,1310805.000,13828,1,TH,1,100,27.150
1658841704.454771,1310906.000,13845,1,TH,1,100,27.114
1658841704.557292,1311006.000,13863,1,TH,1,100,27.113
