LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1658841681.390713,1288409.000,10207,1,B%,1,100,67
1658841682.388238,1289382.000,10356,1,B%,1,100,67
1658841683.385763,1290355.000,10521,1,B%,1,100,67
1658841684.384314,1291329.000,10668,1,B%,1,100,67
1658841685.383890,1292304.000,10834,1,B%,1,100,67
1658841686.381415,1293277.000,10987,1,B%,1,100,67
1658841687.376890,1294248.000,11153,1,B%,1,100,66
1658841688.378516,1295225.000,11318,1,B%,1,100,67
1658841689.377067,1296199.000,11466,1,B%,1,100,66
1658841690.376643,1297174.000,11630,1,B%,1,100,66
1658841691.372118,1298145.000,11785,1,B%,1,100,66
1658841692.371694,1299120.000,11950,1,B%,1,100,66
1658841693.369219,1300093.000,12098,1,B%,1,100,66
1658841694.368795,1301068.000,12262,1,B%,1,100,66
1658841695.366320,1302041.000,12426,1,B%,1,100,66
1658841696.363846,1303014.000,12580,1,B%,1,100,66
1658841697.361371,1303987.000,12745,1,B%,1,100,66
1658841698.361972,1304963.000,12893,1,B%,1,100,66
1658841699.358472,1305935.000,13058,1,B%,1,100,66
1658841700.359073,1306911.000,13223,1,B%,1,100,66
1658841701.356598,1307884.000,13377,1,B%,1,100,66
1658841702.353099,1308856.000,13524,1,B%,1,100,66
1658841703.351649,1309830.000,13690,1,B%,1,100,66
1658841704.352250,1310806.000,13855,1,B%,1,100,66
1658841705.349776,1311779.000,14004,1,B%,1,100,66
1658841706.347301,1312752.000,14169,1,B%,1,100,66
1658841707.342776,1313723.000,14322,1,B%,1,100,66
1658841708.343377,1314699.000,14487,1,B%,1,100,66
1658841709.342953,1315674.000,14635,1,B%,1,100,66
1658841710.342529,1316649.000,14800,1,B%,1,100,66
1658841711.340054,1317622.000,14964,1,B%,1,100,66
1658841712.339630,1318597.000,15119,1,B%,1,100,66
1658841713.337155,1319570.000,15268,1,B%,1,100,66
1658841714.335706,1320544.000,15432,1,B%,1,100,66
1658841715.334256,1321518.000,15596,1,B%,1,100,66
1658841716.332807,1322492.000,15744,1,B%,1,100,66
1658841717.329307,1323464.000,15899,1,B%,1,100,66
1658841718.328883,1324439.000,16063,1,B%,1,100,66
1658841719.325383,1325411.000,16228,1,B%,1,100,66
1658841720.325984,1326387.000,16376,1,B%,1,100,66
1658841721.324535,1327361.000,16541,1,B%,1,100,65
1658841722.321035,1328333.000,16697,1,B%,1,100,65
1658841723.319586,1329307.000,16846,1,B%,1,100,65
1658841724.319161,1330282.000,17010,1,B%,1,100,65
1658841725.315661,1331254.000,17174,1,B%,1,100,65
1658841726.313187,1332227.000,17322,1,B%,1,100,65
1658841727.311738,1333201.000,17487,1,B%,1,100,65
1658841728.312338,1334177.000,17641,1,B%,1,100,65
1658841729.308839,1335149.000,17806,1,B%,1,100,65
1658841730.308414,1336124.000,17954,1,B%,1,100,65
1658841731.305940,1337097.000,18119,1,B%,1,100,65
1658841732.306541,1338073.000,18284,1,B%,1,100,66
1658841733.304066,1339046.000,18438,1,B%,1,100,65
1658841734.301592,1340019.000,18603,1,B%,1,100,65
1658841735.299117,1340992.000,18751,1,B%,1,100,65
1658841736.298693,1341967.000,18916,1,B%,1,100,65
1658841737.295193,1342939.000,19065,1,B%,1,100,65
1658841738.294769,1343914.000,19235,1,B%,1,100,65
1658841739.292294,1344887.000,19383,1,B%,1,100,65
1658841740.291870,1345862.000,19548,1,B%,1,100,65
1658841741.289395,1346835.000,19697,1,B%,1,100,65
